Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Kyle Taylor,Bournemouth,ENG,MF,18.0,0.5,,,,,,,,,
David Brooks,Bournemouth,WAL,"FW,MF",21.0,0.5,,,,,,,,,
Junior Stanislas,Bournemouth,ENG,"FW,MF",28.0,0.2,,,,,,,,,
Charlie Daniels,Bournemouth,ENG,"DF,MF",31.0,0.1,,,,,,,,,
Ben Gibson,Burnley,ENG,DF,25.0,2.0,,,,,,,,,
Jeff Hendrick,Burnley,IRL,MF,26.0,2.0,,,,,,,,,
Kevin Long,Burnley,IRL,DF,27.0,2.0,,,,,,,,,
Dwight McNeil,Burnley,ENG,MF,18.0,2.0,,,,,,,,,
Nick Pope,Burnley,ENG,GK,26.0,2.0,,,,,,,,,
James Tarkowski,Burnley,ENG,DF,25.0,2.0,,,,,,,,,
Charlie Taylor,Burnley,ENG,"MF,DF",24.0,2.0,,,,,,,,,
Steven Defour,Burnley,BEL,MF,30.0,1.7,,,,,,,,,
Matěj Vydra,Burnley,CZE,FW,26.0,1.7,,,,,,,,,
Stephen Ward,Burnley,IRL,DF,32.0,1.6,,,,,,,,,
Sam Vokes,Burnley,WAL,FW,28.0,0.8,,,,,,,,,
Robbie Brady,Burnley,IRL,MF,26.0,0.5,,,,,,,,,
Jack Cork,Burnley,ENG,"DF,MF",29.0,0.6,,,,,,,,,
Chris Wood,Burnley,NZL,FW,26.0,0.5,,,,,,,,,
Jóhann Berg Guðmundsson,Burnley,ISL,"FW,MF",27.0,0.4,,,,,,,,,
Ashley Westwood,Burnley,ENG,MF,28.0,0.2,,,,,,,,,
Angus Gunn,Southampton,SCO,GK,22.0,2.3,,,,,,,,,
Cédric Soares,Southampton,POR,"MF,DF",26.0,2.3,,,,,,,,,
Jack Stephens,Southampton,ENG,DF,24.0,2.3,,,,,,,,,
Jannik Vestergaard,Southampton,DEN,DF,25.0,2.3,,,,,,,,,
James Ward-Prowse,Southampton,ENG,MF,23.0,2.3,,,,,,,,,
Mohamed Elyounoussi,Southampton,NOR,MF,23.0,2.1,,,,,,,,,
Shane Long,Southampton,IRL,FW,31.0,1.8,,,,,,,,,
Nathan Redmond,Southampton,ENG,MF,24.0,1.8,,,,,,,,,
Callum Slattery,Southampton,ENG,MF,19.0,1.3,,,,,,,,,
Oriol Romeu,Southampton,ESP,MF,26.0,1.3,,,,,,,,,
Kayne Ramsey,Southampton,ENG,DF,17.0,1.2,,,,,,,,,
Matt Targett,Southampton,ENG,DF,22.0,1.1,,,,,,,,,
Stuart Armstrong,Southampton,SCO,MF,26.0,1.0,,,,,,,,,
Charlie Austin,Southampton,ENG,FW,29.0,0.9,,,,,,,,,
Tyreke Johnson,Southampton,ENG,MF,19.0,0.6,,,,,,,,,
Sam Gallagher,Southampton,ENG,"FW,MF",22.0,0.5,,,,,,,,,
Marcus Barnes,Southampton,ENG,FW,21.0,0.2,,,,,,,,,
Anthony Knockaert,Brighton and Hove Albion,FRA,"FW,MF",26.0,6.1,,,,,,,,,
Shane Duffy,Brighton and Hove Albion,IRL,DF,26.0,5.3,,,,,,,,,
Beram Kayal,Brighton and Hove Albion,ISR,MF,30.0,5.1,,,,,,,,,
Dale Stephens,Brighton and Hove Albion,ENG,MF,29.0,5.0,,,,,,,,,
Yves Bissouma,Brighton and Hove Albion,MLI,MF,21.0,4.8,,,,,,,,,
Bernardo,Brighton and Hove Albion,BRA,DF,23.0,4.7,,,,,,,,,
Bruno,Brighton and Hove Albion,ESP,DF,37.0,4.1,,,,,,,,,
Alireza Jahanbakhsh,Brighton and Hove Albion,IRN,"FW,MF",24.0,3.6,,,,,,,,,
Jürgen Locadia,Brighton and Hove Albion,NED,"FW,MF",24.0,3.6,,,,,,,,,
Florin Andone,Brighton and Hove Albion,ROU,FW,25.0,3.5,,,,,,,,,
Martín Montoya,Brighton and Hove Albion,ESP,DF,27.0,3.4,,,,,,,,,
Dan Burn,Brighton and Hove Albion,ENG,DF,26.0,3.3,,,,,,,,,
David Button,Brighton and Hove Albion,ENG,GK,29.0,3.3,,,,,,,,,
Davy Pröpper,Brighton and Hove Albion,NED,MF,26.0,3.0,,,,,,,,,
Glenn Murray,Brighton and Hove Albion,ENG,FW,34.0,2.4,,,,,,,,,
Leon Balogun,Brighton and Hove Albion,NGA,DF,30.0,2.3,,,,,,,,,
Lewis Dunk,Brighton and Hove Albion,ENG,DF,26.0,2.3,,,,,,,,,
Mathew Ryan,Brighton and Hove Albion,AUS,GK,26.0,2.3,,,,,,,,,
Viktor Gyökeres,Brighton and Hove Albion,SWE,MF,20.0,1.2,,,,,,,,,
Gaëtan Bong,Brighton and Hove Albion,CMR,DF,30.0,1.2,,,,,,,,,
Jason Steele,Brighton and Hove Albion,ENG,GK,27.0,1.0,,,,,,,,,
Solly March,Brighton and Hove Albion,ENG,"DF,FW",24.0,0.8,,,,,,,,,
José Izquierdo,Brighton and Hove Albion,COL,"FW,MF",26.0,0.8,,,,,,,,,
Pascal Groß,Brighton and Hove Albion,GER,"DF,FW",27.0,0.1,,,,,,,,,
Joe Bennett,Cardiff City,ENG,DF,28.0,1.0,,,,,,,,,
Bruno Ecuele Manga,Cardiff City,GAB,DF,30.0,1.0,,,,,,,,,
Nathaniel Mendez-Laing,Cardiff City,GUA,MF,26.0,1.0,,,,,,,,,
Sean Morrison,Cardiff City,ENG,DF,27.0,1.0,,,,,,,,,
Callum Paterson,Cardiff City,SCO,FW,23.0,1.0,,,,,,,,,
Lee Peltier,Cardiff City,ENG,DF,31.0,1.0,,,,,,,,,
Joe Ralls,Cardiff City,ENG,MF,24.0,1.0,,,,,,,,,
Alex Smithies,Cardiff City,ENG,GK,28.0,1.0,,,,,,,,,
Loïc Damour,Cardiff City,FRA,MF,27.0,1.0,,,,,,,,,
Bobby Reid,Cardiff City,JAM,FW,25.0,0.8,,,,,,,,,
Kadeem Harris,Cardiff City,ENG,MF,25.0,0.6,,,,,,,,,
Josh Murphy,Cardiff City,ENG,"FW,MF",23.0,0.4,,,,,,,,,
Danny Ward,Cardiff City,ENG,"FW,MF",26.0,0.2,,,,,,,,,
Junior Hoilett,Cardiff City,CAN,"FW,MF",28.0,0.0,,,,,,,,,
Floyd Ayité,Fulham,TOG,FW,29.0,1.0,,,,,,,,,
Marcus Bettinelli,Fulham,ENG,GK,26.0,1.0,,,,,,,,,
Calum Chambers,Fulham,ENG,DF,23.0,1.0,,,,,,,,,
Ibrahima Cissé,Fulham,GUI,MF,24.0,1.0,,,,,,,,,
Maxime Le Marchand,Fulham,FRA,DF,28.0,1.0,,,,,,,,,
Denis Odoi,Fulham,GHA,DF,30.0,1.0,,,,,,,,,
Tim Ream,Fulham,USA,DF,30.0,1.0,,,,,,,,,
Jean Seri,Fulham,CIV,MF,27.0,1.0,,,,,,,,,
Luciano Vietto,Fulham,ARG,FW,24.0,1.0,,,,,,,,,
Tom Cairney,Fulham,SCO,MF,27.0,0.9,,,,,,,,,
Neeskens Kebano,Fulham,COD,FW,26.0,0.8,,,,,,,,,
Ryan Sessegnon,Fulham,ENG,"DF,FW",18.0,0.2,,,,,,,,,
Aleksandar Mitrović,Fulham,SRB,FW,23.0,0.1,,,,,,,,,
Erik Durm,Huddersfield Town,GER,DF,26.0,1.0,,,,,,,,,
Jon Gorenc Stanković,Huddersfield Town,SVN,DF,22.0,1.0,,,,,,,,,
Ben Hamer,Huddersfield Town,ENG,GK,30.0,1.0,,,,,,,,,
Jonathan Hogg,Huddersfield Town,ENG,MF,29.0,1.0,,,,,,,,,
Mathias Jørgensen,Huddersfield Town,DEN,DF,28.0,1.0,,,,,,,,,
Elias Kachunga,Huddersfield Town,COD,MF,26.0,1.0,,,,,,,,,
Chris Löwe,Huddersfield Town,GER,DF,29.0,1.0,,,,,,,,,
Jason Puncheon,Huddersfield Town,ENG,MF,32.0,1.0,,,,,,,,,
Adama Diakhaby,Huddersfield Town,FRA,MF,22.0,0.8,,,,,,,,,
Juninho Bacuna,Huddersfield Town,CUW,MF,20.0,0.5,,,,,,,,,
Laurent Depoitre,Huddersfield Town,BEL,FW,29.0,0.5,,,,,,,,,
Steve Mounié,Huddersfield Town,BEN,FW,23.0,0.5,,,,,,,,,
Alex Pritchard,Huddersfield Town,ENG,"FW,MF",25.0,0.5,,,,,,,,,
Isaac Mbenza,Huddersfield Town,BEL,"FW,MF",22.0,0.2,,,,,,,,,
Thiago Alcántara,Bayern Munich,ESP,MF,27.0,6.0,0.0,9.0,1.0,11.1,1.5,0.17,0.0,0.0,
Joshua Kimmich,Bayern Munich,GER,DF,23.0,5.6,0.0,2.0,1.0,50.0,0.36,0.18,0.0,0.0,
Thomas Müller,Bayern Munich,GER,"MF,FW",28.0,4.9,3.0,15.0,6.0,40.0,3.04,1.22,0.13,0.33,
Mats Hummels,Bayern Munich,GER,DF,29.0,4.9,0.0,9.0,2.0,22.2,1.83,0.41,0.0,0.0,
Robert Lewandowski,Bayern Munich,POL,FW,29.0,4.8,7.0,19.0,8.0,42.1,3.93,1.66,0.26,0.63,
David Alaba,Bayern Munich,AUT,DF,26.0,4.3,0.0,4.0,1.0,25.0,0.92,0.23,0.0,0.0,
Javi Martínez,Bayern Munich,ESP,"MF,DF",29.0,3.7,0.0,7.0,2.0,28.6,1.87,0.54,0.0,0.0,
Serge Gnabry,Bayern Munich,GER,"MF,FW",23.0,3.6,3.0,14.0,7.0,50.0,3.9,1.95,0.21,0.43,
Niklas Süle,Bayern Munich,GER,DF,22.0,3.5,0.0,1.0,0.0,0.0,0.29,0.0,0.0,,
Kingsley Coman,Bayern Munich,FRA,MF,22.0,4.2,2.0,11.0,7.0,63.6,2.61,1.66,0.18,0.29,
Leon Goretzka,Bayern Munich,GER,MF,23.0,3.9,1.0,13.0,3.0,23.1,3.35,0.77,0.08,0.33,
Sven Ulreich,Bayern Munich,GER,GK,29.0,3.3,0.0,0.0,0.0,,0.0,0.0,,,
Manuel Neuer,Bayern Munich,GER,GK,32.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,
Franck Ribéry,Bayern Munich,FRA,"FW,MF",35.0,2.6,0.0,2.0,1.0,50.0,0.76,0.38,0.0,0.0,
Rafinha,Bayern Munich,BRA,DF,32.0,2.5,0.0,2.0,0.0,0.0,0.79,0.0,0.0,,
Jérôme Boateng,Bayern Munich,GER,DF,29.0,2.7,0.0,2.0,0.0,0.0,0.73,0.0,0.0,,
James Rodríguez,Bayern Munich,COL,MF,27.0,2.0,0.0,5.0,1.0,20.0,2.53,0.51,0.0,0.0,
Renato Sanches,Bayern Munich,POR,MF,20.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,,
Sandro Wagner,Bayern Munich,GER,FW,30.0,1.0,1.0,8.0,3.0,37.5,8.0,3.0,0.13,0.33,
Arjen Robben,Bayern Munich,NED,MF,34.0,0.8,0.0,2.0,0.0,0.0,2.61,0.0,0.0,,
Corentin Tolisso,Bayern Munich,FRA,"DF,MF",23.0,0.3,0.0,1.0,0.0,0.0,2.9,0.0,0.0,,
Meritan Shabani,Bayern Munich,ALB,MF,19.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
Roman Bürki,Dortmund,SUI,GK,27.0,7.0,,,,,,,,,
Axel Witsel,Dortmund,BEL,MF,29.0,7.0,,,,,,,,,
Abdou Diallo,Dortmund,SEN,DF,22.0,6.9,,,,,,,,,
Marco Reus,Dortmund,GER,"MF,FW",29.0,5.8,,,,,,,,,
Christian Pulisic,Dortmund,USA,FW,19.0,5.0,,,,,,,,,
Manuel Akanji,Dortmund,SUI,DF,23.0,5.0,,,,,,,,,
Łukasz Piszczek,Dortmund,POL,DF,33.0,5.0,,,,,,,,,
Mario Götze,Dortmund,GER,"MF,FW",26.0,4.9,,,,,,,,,
Jadon Sancho,Dortmund,ENG,"FW,MF",18.0,4.8,,,,,,,,,
Achraf Hakimi,Dortmund,MAR,DF,19.0,4.1,,,,,,,,,
Paco Alcácer,Dortmund,ESP,FW,24.0,4.0,,,,,,,,,
Dan-Axel Zagadou,Dortmund,FRA,DF,19.0,3.8,,,,,,,,,
Thomas Delaney,Dortmund,DEN,MF,26.0,3.3,,,,,,,,,
Mahmoud Dahoud,Dortmund,GER,MF,22.0,3.5,,,,,,,,,
Julian Weigl,Dortmund,GER,"MF,DF",22.0,3.2,,,,,,,,,
Raphaël Guerreiro,Dortmund,POR,"FW,MF",24.0,3.2,,,,,,,,,
Ömer Toprak,Dortmund,TUR,DF,29.0,3.0,,,,,,,,,
Marius Wolf,Dortmund,GER,"FW,DF",23.0,2.3,,,,,,,,,
Marcel Schmelzer,Dortmund,GER,DF,30.0,2.2,,,,,,,,,
Jacob Bruun Larsen,Dortmund,DEN,FW,19.0,1.7,,,,,,,,,
Marwin Hitz,Dortmund,SUI,GK,30.0,1.0,,,,,,,,,
Maximilian Philipp,Dortmund,GER,FW,24.0,0.9,,,,,,,,,
Shinji Kagawa,Dortmund,JPN,MF,29.0,0.3,,,,,,,,,
Sergio Gómez,Dortmund,ESP,FW,17.0,0.0,,,,,,,,,
Matheus Cunha,RB Leipzig,BRA,"FW,MF",19.0,6.0,,,,,,,,,
Konrad Laimer,RB Leipzig,AUT,MF,21.0,6.0,,,,,,,,,
Yvon Mvogo,RB Leipzig,SUI,GK,24.0,6.0,,,,,,,,,
Bruma,RB Leipzig,POR,"MF,FW",23.0,5.5,,,,,,,,,
Jean-Kévin Augustin,RB Leipzig,FRA,FW,21.0,4.7,,,,,,,,,
Willi Orban,RB Leipzig,HUN,DF,25.0,5.0,,,,,,,,,
Stefan Ilsanker,RB Leipzig,AUT,"MF,DF",29.0,4.8,,,,,,,,,
Nordi Mukiele,RB Leipzig,FRA,DF,20.0,3.8,,,,,,,,,
Dayot Upamecano,RB Leipzig,FRA,DF,19.0,4.0,,,,,,,,,
Marcelo Saracchi,RB Leipzig,URU,DF,20.0,3.2,,,,,,,,,
Kevin Kampl,RB Leipzig,SVN,MF,27.0,3.2,,,,,,,,,
Marcel Sabitzer,RB Leipzig,AUT,"MF,FW",24.0,3.0,,,,,,,,,
Ibrahima Konaté,RB Leipzig,FRA,DF,19.0,3.0,,,,,,,,,
Marcel Halstenberg,RB Leipzig,GER,DF,26.0,2.3,,,,,,,,,
Lukas Klostermann,RB Leipzig,GER,DF,22.0,1.6,,,,,,,,,
Diego Demme,RB Leipzig,GER,"MF,DF",26.0,1.4,,,,,,,,,
Timo Werner,RB Leipzig,GER,FW,22.0,1.0,,,,,,,,,
Yussuf Poulsen,RB Leipzig,DEN,FW,24.0,1.3,,,,,,,,,
Erik Majetschak,RB Leipzig,GER,MF,18.0,0.1,,,,,,,,,
Wendell,Bayer Leverkusen,BRA,DF,25.0,7.7,,,,,,,,,
Mitchell Weiser,Bayer Leverkusen,GER,DF,24.0,7.5,,,,,,,,,
Aleksandar Dragović,Bayer Leverkusen,AUT,DF,27.0,6.5,,,,,,,,,
Lukáš Hrádecký,Bayer Leverkusen,FIN,GK,28.0,6.0,,,,,,,,,
Leon Bailey,Bayer Leverkusen,JAM,"FW,MF",20.0,6.0,,,,,,,,,
Dominik Kohr,Bayer Leverkusen,GER,MF,24.0,4.9,,,,,,,,,
Kai Havertz,Bayer Leverkusen,GER,"MF,FW",19.0,4.7,,,,,,,,,
Julian Brandt,Bayer Leverkusen,GER,"MF,FW",22.0,4.5,,,,,,,,,
Lucas Alario,Bayer Leverkusen,ARG,"FW,MF",25.0,4.6,,,,,,,,,
Isaac Kiese Thelin,Bayer Leverkusen,SWE,FW,26.0,3.9,,,,,,,,,
Charles Aránguiz,Bayer Leverkusen,CHI,MF,29.0,3.4,,,,,,,,,
Kevin Volland,Bayer Leverkusen,GER,"FW,MF",26.0,4.0,,,,,,,,,
Lars Bender,Bayer Leverkusen,GER,"MF,DF",29.0,3.3,,,,,,,,,
Karim Bellarabi,Bayer Leverkusen,GER,"FW,MF",28.0,3.0,,,,,,,,,
Jonathan Tah,Bayer Leverkusen,GER,DF,22.0,3.0,,,,,,,,,
Sven Bender,Bayer Leverkusen,GER,DF,29.0,2.9,,,,,,,,,
Paulinho,Bayer Leverkusen,BRA,"MF,DF",18.0,2.8,,,,,,,,,
Julian Baumgartlinger,Bayer Leverkusen,AUT,MF,30.0,2.9,,,,,,,,,
Tin Jedvaj,Bayer Leverkusen,CRO,DF,22.0,2.1,,,,,,,,,
Sam Schreck,Bayer Leverkusen,GER,"MF,DF",19.0,1.8,,,,,,,,,
Thorsten Kirschbaum,Bayer Leverkusen,GER,GK,31.0,1.0,,,,,,,,,
Ramazan Özcan,Bayer Leverkusen,AUT,GK,34.0,1.0,,,,,,,,,
Panagiotis Retsos,Bayer Leverkusen,GRE,DF,19.0,0.4,,,,,,,,,
Jakub Bednarczyk,Bayer Leverkusen,POL,DF,19.0,0.1,,,,,,,,,
Adrian Stanilewicz,Bayer Leverkusen,POL,FW,18.0,0.0,,,,,,,,,
Yann Sommer,Monchengladbach,SUI,GK,29.0,35.0,,,,,,,,,
Thorgan Hazard,Monchengladbach,BEL,"FW,MF",25.0,33.9,,,,,,,,,
Oscar Wendt,Monchengladbach,SWE,DF,32.0,32.0,,,,,,,,,
Nico Elvedi,Monchengladbach,SUI,DF,21.0,30.1,,,,,,,,,
Alassane Pléa,Monchengladbach,FRA,FW,25.0,28.8,,,,,,,,,
Matthias Ginter,Monchengladbach,GER,DF,24.0,28.4,,,,,,,,,
Tobias Strobl,Monchengladbach,GER,"MF,DF",28.0,26.5,,,,,,,,,
Florian Neuhaus,Monchengladbach,GER,MF,21.0,24.4,,,,,,,,,
Jonas Hofmann,Monchengladbach,GER,MF,26.0,23.1,,,,,,,,,
Denis Zakaria,Monchengladbach,SUI,MF,21.0,21.9,,,,,,,,,
Lars Stindl,Monchengladbach,GER,"FW,MF",29.0,17.8,,,,,,,,,
Michael Lang,Monchengladbach,SUI,DF,27.0,14.9,,,,,,,,,
Christoph Kramer,Monchengladbach,GER,MF,27.0,13.6,,,,,,,,,
Patrick Herrmann,Monchengladbach,GER,"FW,DF",27.0,12.7,,,,,,,,,
Tony Jantschke,Monchengladbach,GER,DF,28.0,11.4,,,,,,,,,
Fabian Johnson,Monchengladbach,USA,"DF,FW",30.0,11.2,,,,,,,,,
Jordan Beyer,Monchengladbach,GER,DF,18.0,9.0,,,,,,,,,
Raffael,Monchengladbach,BRA,FW,33.0,6.8,,,,,,,,,
Ibrahima Traoré,Monchengladbach,GUI,"FW,MF",30.0,6.6,,,,,,,,,
Mickaël Cuisance,Monchengladbach,FRA,MF,18.0,3.6,,,,,,,,,
Josip Drmić,Monchengladbach,SUI,FW,25.0,2.5,,,,,,,,,
Tobias Sippel,Monchengladbach,GER,GK,30.0,1.0,,,,,,,,,
Maximilian Arnold,Wolfsburg,GER,MF,24.0,34.9,,,,,,,,,
Wout Weghorst,Wolfsburg,NED,FW,25.0,34.5,,,,,,,,,
Robin Knoche,Wolfsburg,GER,DF,26.0,33.0,,,,,,,,,
John Brooks,Wolfsburg,USA,DF,25.0,32.0,,,,,,,,,
William,Wolfsburg,BRA,DF,23.0,31.7,,,,,,,,,
Jérôme Roussillon,Wolfsburg,FRA,DF,25.0,30.3,,,,,,,,,
Yannick Gerhardt,Wolfsburg,GER,MF,24.0,30.0,,,,,,,,,
Koen Casteels,Wolfsburg,BEL,GK,26.0,28.5,,,,,,,,,
Admir Mehmedi,Wolfsburg,SUI,"FW,MF",27.0,19.9,,,,,,,,,
Renato Steffen,Wolfsburg,SUI,"FW,MF",26.0,18.5,,,,,,,,,
Josuha Guilavogui,Wolfsburg,FRA,MF,27.0,18.4,,,,,,,,,
Josip Brekalo,Wolfsburg,CRO,"FW,MF",20.0,17.0,,,,,,,,,
Daniel Ginczek,Wolfsburg,GER,FW,27.0,16.2,,,,,,,,,
Elvis Rexhbeçaj,Wolfsburg,GER,MF,20.0,14.3,,,,,,,,,
Marcel Tisserand,Wolfsburg,COD,DF,25.0,10.8,,,,,,,,,
Yunus Mallı,Wolfsburg,TUR,"MF,FW",26.0,8.7,,,,,,,,,
Pavao Pervan,Wolfsburg,AUT,GK,30.0,8.5,,,,,,,,,
Ignacio Camacho,Wolfsburg,ESP,MF,28.0,6.0,,,,,,,,,
Felix Klaus,Wolfsburg,GER,"FW,MF",25.0,5.0,,,,,,,,,
Paul Verhaegh,Wolfsburg,NED,DF,34.0,3.0,,,,,,,,,
Ohis Felix Uduokhai,Wolfsburg,GER,DF,20.0,2.7,,,,,,,,,
Gian-Luca Itter,Wolfsburg,GER,DF,19.0,1.0,,,,,,,,,
John Yeboah,Wolfsburg,ECU,"MF,FW",18.0,1.0,,,,,,,,,
David Abraham,Eintracht Frankfurt,ARG,DF,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Danny da Costa,Eintracht Frankfurt,GER,MF,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Mijat Gaćinović,Eintracht Frankfurt,SRB,MF,23.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,
Jonathan de Guzmán,Eintracht Frankfurt,NED,MF,30.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Sébastien Haller,Eintracht Frankfurt,CIV,MF,24.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Makoto Hasebe,Eintracht Frankfurt,JPN,DF,34.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Luka Jović,Eintracht Frankfurt,SRB,FW,20.0,1.0,0.0,5.0,1.0,20.0,5.0,1.0,0.0,0.0,
Frederik Rønnow,Eintracht Frankfurt,DEN,GK,25.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Lucas Torró,Eintracht Frankfurt,ESP,MF,24.0,0.9,0.0,4.0,0.0,0.0,4.39,0.0,0.0,,
Carlos Salcedo,Eintracht Frankfurt,MEX,DF,24.0,0.9,0.0,1.0,1.0,100.0,1.15,1.15,0.0,0.0,
Jetro Willems,Eintracht Frankfurt,NED,MF,24.0,0.8,0.0,1.0,1.0,100.0,1.3,1.3,0.0,0.0,
Danny Blum,Eintracht Frankfurt,GER,"FW,MF",27.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,
Nicolai Müller,Eintracht Frankfurt,GER,"FW,MF",30.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Gonçalo Paciência,Eintracht Frankfurt,POR,FW,23.0,0.1,1.0,2.0,1.0,50.0,22.5,11.25,0.5,1.0,
Maximilian Eggestein,Werder Bremen,GER,MF,21.0,39.1,,,,,,,,,
Ludwig Augustinsson,Werder Bremen,SWE,DF,24.0,38.8,,,,,,,,,
Jiří Pavlenka,Werder Bremen,CZE,GK,26.0,38.4,,,,,,,,,
Davy Klaassen,Werder Bremen,NED,MF,25.0,36.6,,,,,,,,,
Max Kruse,Werder Bremen,GER,"FW,MF",30.0,35.8,,,,,,,,,
Theodor Gebre Selassie,Werder Bremen,CZE,DF,31.0,35.5,,,,,,,,,
Niklas Moisander,Werder Bremen,FIN,DF,32.0,33.6,,,,,,,,,
Miloš Veljković,Werder Bremen,SRB,DF,22.0,24.8,,,,,,,,,
Milot Rashica,Werder Bremen,KVX,"FW,MF",22.0,20.1,,,,,,,,,
Nuri Şahin,Werder Bremen,TUR,MF,29.0,19.2,,,,,,,,,
Sebastian Langkamp,Werder Bremen,GER,DF,30.0,17.1,,,,,,,,,
Yuya Osako,Werder Bremen,JPN,"FW,MF",28.0,16.7,,,,,,,,,
Johannes Eggestein,Werder Bremen,GER,"FW,MF",20.0,14.4,,,,,,,,,
Philipp Bargfrede,Werder Bremen,GER,"MF,DF",29.0,13.7,,,,,,,,,
Kevin Möhwald,Werder Bremen,GER,MF,25.0,11.2,,,,,,,,,
Martin Harnik,Werder Bremen,AUT,"FW,MF",31.0,10.2,,,,,,,,,
Claudio Pizarro,Werder Bremen,PER,FW,39.0,9.2,,,,,,,,,
Marco Friedl,Werder Bremen,AUT,DF,20.0,7.3,,,,,,,,,
Florian Kainz,Werder Bremen,AUT,FW,25.0,6.1,,,,,,,,,
Josh Sargent,Werder Bremen,USA,FW,18.0,2.4,,,,,,,,,
Stefanos Kapino,Werder Bremen,GRE,GK,24.0,0.5,,,,,,,,,
Luca Plogmann,Werder Bremen,GER,GK,18.0,0.4,,,,,,,,,
Fin Bartels,Werder Bremen,GER,"MF,FW",31.0,0.3,,,,,,,,,
Oliver Baumann,Hoffenheim,GER,GK,28.0,6.0,,,,,,,,,
Pavel Kadeřábek,Hoffenheim,CZE,"DF,MF",26.0,6.0,,,,,,,,,
Andrej Kramarić,Hoffenheim,CRO,"MF,FW",27.0,5.3,,,,,,,,,
Nico Schulz,Hoffenheim,GER,"DF,MF",25.0,4.9,,,,,,,,,
Florian Grillitsch,Hoffenheim,AUT,MF,22.0,4.6,,,,,,,,,
Joelinton,Hoffenheim,BRA,FW,21.0,4.3,,,,,,,,,
Kerem Demirbay,Hoffenheim,GER,MF,25.0,4.1,,,,,,,,,
Kevin Vogt,Hoffenheim,GER,DF,26.0,4.0,,,,,,,,,
Ishak Belfodil,Hoffenheim,ALG,"FW,MF",26.0,3.8,,,,,,,,,
Ádám Szalai,Hoffenheim,HUN,"FW,MF",30.0,3.0,,,,,,,,,
Ermin Bičakčić,Hoffenheim,BIH,DF,28.0,2.8,,,,,,,,,
Håvard Nordtveit,Hoffenheim,NOR,"DF,MF",28.0,2.1,,,,,,,,,
Kevin Akpoguma,Hoffenheim,NGA,DF,23.0,2.0,,,,,,,,,
Stefan Posch,Hoffenheim,AUT,DF,21.0,2.0,,,,,,,,,
Leonardo Bittencourt,Hoffenheim,GER,MF,24.0,1.6,,,,,,,,,
Kasim Nuhu,Hoffenheim,GHA,DF,23.0,1.6,,,,,,,,,
Joshua Brenet,Hoffenheim,NED,"DF,FW",24.0,1.5,,,,,,,,,
Steven Zuber,Hoffenheim,SUI,"FW,MF",26.0,1.1,,,,,,,,,
Justin Hoogma,Hoffenheim,NED,MF,20.0,1.0,,,,,,,,,
Benjamin Hübner,Hoffenheim,GER,DF,29.0,1.0,,,,,,,,,
Dennis Geiger,Hoffenheim,GER,MF,20.0,0.7,,,,,,,,,
Reiss Nelson,Hoffenheim,ENG,"FW,MF",18.0,1.3,,,,,,,,,
Nadiem Amiri,Hoffenheim,GER,MF,21.0,0.3,,,,,,,,,
Vincenzo Grifo,Hoffenheim,ITA,DF,25.0,0.1,,,,,,,,,
Robin Hack,Hoffenheim,GER,MF,19.0,0.1,,,,,,,,,
Matthias Zimmermann,Dusseldorf,GER,"DF,MF",26.0,35.9,,,,,,,,,
Michael Rensing,Dusseldorf,GER,GK,34.0,33.0,,,,,,,,,
Niko Gießelmann,Dusseldorf,GER,DF,26.0,30.8,,,,,,,,,
Kaan Ayhan,Dusseldorf,TUR,DF,23.0,30.2,,,,,,,,,
Marcin Kamiński,Dusseldorf,POL,DF,26.0,27.0,,,,,,,,,
Kevin Stöger,Dusseldorf,AUT,MF,24.0,25.5,,,,,,,,,
Dodi Lukebakio,Dusseldorf,BEL,"FW,MF",20.0,24.1,,,,,,,,,
Rouwen Hennings,Dusseldorf,GER,FW,30.0,23.0,,,,,,,,,
Benito Raman,Dusseldorf,BEL,"MF,FW",23.0,19.7,,,,,,,,,
Alfredo Morales,Dusseldorf,USA,MF,28.0,19.1,,,,,,,,,
Jean Zimmer,Dusseldorf,GER,"DF,FW",24.0,17.9,,,,,,,,,
Adam Bodzek,Dusseldorf,GER,"MF,DF",32.0,17.7,,,,,,,,,
André Hoffmann,Dusseldorf,GER,"DF,MF",25.0,13.7,,,,,,,,,
Oliver Fink,Dusseldorf,GER,MF,36.0,12.0,,,,,,,,,
Marvin Ducksch,Dusseldorf,GER,FW,24.0,11.6,,,,,,,,,
