Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Paulo Dybala,Juventus,ARG,"FW,MF",24.0,31.3,4,0,0,25.0,85.0,7.0,106.0,16.0,11.0,2.0,0.0,0,156.0,5.0,23.0,17.9
Giorgio Chiellini,Juventus,ITA,DF,33.0,30.4,4,0,0,19.0,29.0,2.0,10.0,43.0,19.0,0.0,0.0,0,140.0,64.0,28.0,69.6
Rodrigo Bentancur,Juventus,URU,MF,21.0,30.3,9,1,1,53.0,24.0,2.0,25.0,53.0,46.0,0.0,0.0,0,190.0,46.0,31.0,59.7
João Cancelo,Juventus,POR,DF,24.0,28.9,6,0,0,41.0,34.0,0.0,135.0,21.0,43.0,2.0,1.0,0,171.0,27.0,38.0,41.5
Mario Mandžukić,Juventus,CRO,FW,32.0,28.8,4,0,0,42.0,41.0,11.0,23.0,17.0,30.0,1.0,0.0,0,81.0,99.0,72.0,57.9
Emre Can,Juventus,GER,"MF,DF",24.0,25.2,9,0,0,48.0,30.0,4.0,19.0,36.0,39.0,0.0,1.0,1,138.0,49.0,26.0,65.3
Mattia De Sciglio,Juventus,ITA,DF,25.0,24.8,3,0,0,24.0,18.0,2.0,50.0,32.0,30.0,0.0,0.0,0,115.0,33.0,20.0,62.3
Federico Bernardeschi,Juventus,ITA,"MF,FW",24.0,24.6,8,1,0,28.0,44.0,8.0,112.0,11.0,10.0,1.0,0.0,0,120.0,9.0,18.0,33.3
Daniele Rugani,Juventus,ITA,DF,24.0,19.0,4,0,0,33.0,9.0,0.0,0.0,22.0,6.0,0.0,1.0,0,74.0,46.0,20.0,69.7
Juan Cuadrado,Juventus,COL,"MF,DF",30.0,17.2,5,0,0,22.0,49.0,1.0,56.0,21.0,21.0,0.0,0.0,0,99.0,12.0,12.0,50.0
Douglas Costa,Juventus,BRA,"FW,DF",27.0,10.8,2,1,0,15.0,13.0,1.0,70.0,6.0,9.0,0.0,0.0,0,47.0,0.0,11.0,0.0
Sami Khedira,Juventus,GER,MF,31.0,10.8,0,0,0,7.0,5.0,0.0,9.0,5.0,9.0,0.0,0.0,0,32.0,7.0,4.0,63.6
Mattia Perin,Juventus,ITA,GK,25.0,9.0,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,2.0,0.0,100.0
Leonardo Spinazzola,Juventus,ITA,DF,25.0,8.3,0,0,0,3.0,1.0,1.0,36.0,3.0,5.0,0.0,0.0,0,37.0,11.0,4.0,73.3
Moise Kean,Juventus,ITA,FW,18.0,7.5,2,0,0,11.0,6.0,5.0,2.0,2.0,0.0,1.0,0.0,0,19.0,9.0,6.0,60.0
Martín Cáceres,Juventus,URU,DF,31.0,7.0,1,0,0,6.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0,36.0,14.0,18.0,43.8
Medhi Benatia,Juventus,MAR,DF,31.0,6.0,2,0,0,13.0,4.0,0.0,0.0,18.0,8.0,0.0,1.0,0,33.0,16.0,8.0,66.7
Andrea Barzagli,Juventus,ITA,DF,37.0,4.1,0,0,0,4.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0,18.0,12.0,9.0,57.1
Matheus Pereira da Silva,Juventus,BRA,MF,20.0,1.0,0,0,0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0,1.0,1.0,2.0,33.3
Carlo Pinsoglio,Juventus,ITA,GK,28.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Paolo Gozzi Iweru,Juventus,ITA,DF,17.0,1.0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0,4.0,1.0,0.0,100.0
Grigoris Kastanos,Juventus,CYP,MF,20.0,0.7,0,0,0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Hans Nicolussi Caviglia,Juventus,ITA,MF,18.0,0.6,0,0,0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,2.0,1.0,0.0,100.0
Kalidou Koulibaly,Napoli,SEN,DF,27.0,47.8,14,1,1,62.0,18.0,4.0,7.0,57.0,54.0,0.0,0.0,1,335.0,100.0,63.0,61.3
José Callejón,Napoli,ESP,MF,31.0,41.1,3,0,0,24.0,64.0,24.0,202.0,31.0,23.0,1.0,0.0,0,224.0,15.0,48.0,23.8
Allan,Napoli,BRA,MF,27.0,40.4,11,0,0,65.0,84.0,0.0,16.0,44.0,107.0,0.0,0.0,0,366.0,15.0,19.0,44.1
Piotr Zieliński,Napoli,POL,"MF,FW",24.0,40.3,6,0,0,31.0,40.0,3.0,42.0,24.0,28.0,0.0,0.0,0,243.0,23.0,37.0,38.3
Arkadiusz Milik,Napoli,POL,FW,24.0,35.0,7,0,0,51.0,34.0,21.0,5.0,4.0,13.0,0.0,0.0,0,66.0,53.0,90.0,37.1
Fabián Ruiz Peña,Napoli,ESP,MF,22.0,34.2,4,1,1,17.0,30.0,3.0,44.0,29.0,48.0,0.0,0.0,0,224.0,25.0,28.0,47.2
Lorenzo Insigne,Napoli,ITA,FW,27.0,34.0,7,1,0,9.0,24.0,29.0,73.0,9.0,6.0,0.0,0.0,0,109.0,5.0,8.0,38.5
Dries Mertens,Napoli,BEL,FW,31.0,33.5,2,0,0,40.0,35.0,17.0,115.0,13.0,13.0,0.0,0.0,0,91.0,7.0,21.0,25.0
Elseid Hysaj,Napoli,ALB,DF,24.0,30.1,6,0,0,29.0,31.0,1.0,34.0,34.0,35.0,0.0,0.0,0,202.0,32.0,28.0,53.3
Mário Rui,Napoli,POR,DF,27.0,25.7,8,1,1,24.0,38.0,5.0,137.0,33.0,33.0,0.0,0.0,1,132.0,8.0,17.0,32.0
Nikola Maksimović,Napoli,SRB,DF,26.0,25.6,8,0,0,21.0,26.0,2.0,2.0,35.0,22.0,0.0,1.0,0,122.0,56.0,56.0,50.0
Raúl Albiol,Napoli,ESP,DF,32.0,24.5,5,0,0,13.0,11.0,0.0,3.0,28.0,9.0,0.0,1.0,0,122.0,56.0,39.0,58.9
David Ospina,Napoli,COL,GK,29.0,23.2,1,0,0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0,32.0,6.0,0.0,100.0
Kévin Malcuit,Napoli,MAR,"DF,FW",27.0,22.1,4,0,0,24.0,24.0,3.0,101.0,45.0,33.0,0.0,0.0,0,136.0,19.0,32.0,37.3
Alex Meret,Napoli,ITA,GK,21.0,19.8,0,1,0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0,31.0,4.0,0.0,100.0
Faouzi Ghoulam,Napoli,ALG,DF,27.0,16.7,3,0,0,17.0,24.0,4.0,141.0,10.0,10.0,0.0,0.0,0,70.0,35.0,20.0,63.6
Marek Hamšík,Napoli,SVK,MF,31.0,15.2,1,0,0,9.0,5.0,0.0,3.0,16.0,14.0,0.0,0.0,0,118.0,11.0,7.0,61.1
Amadou Diawara,Napoli,GUI,MF,21.0,10.8,5,0,0,17.0,6.0,0.0,0.0,14.0,9.0,0.0,0.0,0,76.0,7.0,6.0,53.8
Sebastiano Luperto,Napoli,ITA,DF,21.0,9.6,0,0,0,10.0,7.0,0.0,1.0,13.0,6.0,0.0,2.0,0,38.0,22.0,19.0,53.7
Simone Verdi,Napoli,ITA,MF,26.0,9.1,0,0,0,13.0,12.0,1.0,40.0,4.0,11.0,0.0,0.0,0,48.0,2.0,7.0,22.2
Orestis Karnezis,Napoli,GRE,GK,33.0,9.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,2.0,0.0,100.0
Adam Ounas,Napoli,ALG,"MF,FW",21.0,8.8,2,0,0,7.0,15.0,2.0,26.0,3.0,4.0,0.0,0.0,0,39.0,6.0,9.0,40.0
Amin Younes,Napoli,GER,"MF,FW",24.0,6.1,1,0,0,15.0,16.0,2.0,9.0,2.0,6.0,0.0,0.0,0,23.0,1.0,3.0,25.0
Vlad Chiricheș,Napoli,ROU,DF,28.0,4.1,1,0,0,5.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0,31.0,9.0,8.0,52.9
Remo Freuler,Atalanta,SUI,MF,26.0,37.2,7,0,0,41.0,72.0,0.0,16.0,38.0,45.0,1.0,0.0,0,236.0,34.0,41.0,45.3
Papu Gómez,Atalanta,ARG,"MF,FW",30.0,37.2,5,0,0,26.0,93.0,5.0,324.0,16.0,14.0,0.0,1.0,0,151.0,9.0,15.0,37.5
Hans Hateboer,Atalanta,NED,DF,24.0,37.0,7,0,0,31.0,13.0,5.0,75.0,23.0,31.0,0.0,0.0,0,130.0,65.0,51.0,56.0
Duván Zapata,Atalanta,COL,FW,27.0,37.0,6,0,0,61.0,80.0,30.0,31.0,4.0,5.0,0.0,0.0,0,81.0,65.0,93.0,41.1
Marten de Roon,Atalanta,NED,MF,27.0,37.0,8,0,0,62.0,14.0,1.0,27.0,53.0,57.0,0.0,0.0,0,242.0,53.0,39.0,57.6
José Luis Palomino,Atalanta,ARG,DF,28.0,30.1,6,1,1,31.0,7.0,1.0,6.0,68.0,31.0,0.0,0.0,0,199.0,59.0,32.0,64.8
Josip Iličić,Atalanta,SVN,"FW,MF",30.0,28.1,5,1,0,20.0,76.0,6.0,66.0,5.0,7.0,1.0,0.0,0,96.0,4.0,19.0,17.4
Timothy Castagne,Atalanta,BEL,DF,22.0,27.2,3,0,0,20.0,14.0,0.0,56.0,28.0,39.0,0.0,0.0,0,131.0,24.0,24.0,50.0
Gianluca Mancini,Atalanta,ITA,DF,22.0,26.0,6,0,0,36.0,14.0,2.0,3.0,48.0,30.0,0.0,1.0,0,140.0,71.0,43.0,62.3
Berat Djimsiti,Atalanta,ALB,DF,25.0,24.1,5,0,0,22.0,20.0,0.0,1.0,34.0,22.0,0.0,0.0,1,126.0,51.0,40.0,56.0
Pierluigi Gollini,Atalanta,ITA,GK,23.0,23.0,1,0,0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0,48.0,4.0,1.0,80.0
Robin Gosens,Atalanta,GER,"DF,MF",24.0,22.6,3,0,0,26.0,31.0,8.0,86.0,38.0,46.0,0.0,0.0,0,132.0,42.0,18.0,70.0
Andrea Masiello,Atalanta,ITA,DF,32.0,22.4,6,0,0,15.0,18.0,2.0,4.0,44.0,14.0,1.0,1.0,1,137.0,34.0,18.0,65.4
Rafael Tolói,Atalanta,ITA,DF,27.0,22.4,3,1,0,9.0,14.0,1.0,10.0,33.0,17.0,0.0,1.0,1,147.0,27.0,25.0,51.9
Mario Pašalić,Atalanta,CRO,MF,23.0,20.1,1,0,0,19.0,11.0,3.0,13.0,12.0,19.0,0.0,0.0,0,132.0,45.0,42.0,51.7
Etrit Berisha,Atalanta,ALB,GK,29.0,20.0,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39.0,2.0,1.0,66.7
Musa Barrow,Atalanta,GAM,FW,19.0,6.8,0,0,0,7.0,5.0,2.0,9.0,0.0,5.0,0.0,0.0,0,20.0,10.0,17.0,37.0
Emiliano Rigoni,Atalanta,ARG,"FW,MF",25.0,5.8,1,0,0,5.0,5.0,5.0,47.0,3.0,1.0,0.0,0.0,0,24.0,3.0,8.0,27.3
Matteo Pessina,Atalanta,ITA,"MF,FW",21.0,3.6,0,0,0,4.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,0,17.0,7.0,6.0,53.8
Ali Adnan Kadhim,Atalanta,IRQ,DF,24.0,1.8,0,0,0,2.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0,8.0,6.0,3.0,66.7
Dejan Kulusevski,Atalanta,SWE,MF,18.0,1.2,0,0,0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0,4.0,1.0,4.0,20.0
Luca Valzania,Atalanta,ITA,MF,22.0,0.8,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,2.0,4.0,1.0,80.0
Arkadiusz Reca,Atalanta,POL,DF,23.0,0.6,0,0,0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0,3.0,1.0,3.0,25.0
Roberto Piccoli,Atalanta,ITA,"FW,MF",17.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,5.0,6.0,45.5
Marco Tumminello,Atalanta,ITA,"FW,DF",19.0,0.1,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,50.0
Samir Handanović,Internazionale,SVN,GK,34.0,49.3,1,0,0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0,59.0,7.0,0.0,100.0
Milan Škriniar,Internazionale,SVK,DF,23.0,46.2,8,0,0,53.0,33.0,1.0,4.0,35.0,57.0,1.0,1.0,1,313.0,81.0,86.0,48.5
Ivan Perišić,Internazionale,CRO,FW,29.0,39.9,7,0,0,42.0,17.0,9.0,246.0,36.0,36.0,0.0,0.0,1,139.0,75.0,87.0,46.3
Kwadwo Asamoah,Internazionale,GHA,DF,29.0,39.8,10,0,0,36.0,93.0,0.0,89.0,50.0,36.0,0.0,0.0,0,262.0,29.0,27.0,51.8
Marcelo Brozović,Internazionale,CRO,MF,25.0,39.3,15,1,1,60.0,31.0,0.0,138.0,56.0,79.0,0.0,1.0,0,291.0,28.0,45.0,38.4
Matteo Politano,Internazionale,ITA,FW,24.0,38.0,5,1,0,18.0,64.0,6.0,278.0,18.0,11.0,1.0,0.0,0,149.0,7.0,40.0,14.9
Danilo D'Ambrosio,Internazionale,ITA,DF,29.0,36.1,9,0,0,63.0,42.0,9.0,67.0,38.0,48.0,0.0,1.0,0,166.0,37.0,59.0,38.5
Stefan de Vrij,Internazionale,NED,DF,26.0,35.9,3,0,0,18.0,14.0,0.0,2.0,37.0,19.0,0.0,0.0,1,206.0,65.0,49.0,57.0
Mauro Icardi,Internazionale,ARG,FW,25.0,33.0,0,0,0,25.0,21.0,23.0,15.0,5.0,9.0,3.0,0.0,0,54.0,62.0,62.0,50.0
Matías Vecino,Internazionale,URU,MF,26.0,32.2,9,0,0,63.0,34.0,4.0,42.0,25.0,51.0,0.0,0.0,0,164.0,69.0,59.0,53.9
Radja Nainggolan,Internazionale,BEL,MF,30.0,27.0,3,0,0,32.0,39.0,3.0,51.0,10.0,34.0,0.0,0.0,0,136.0,19.0,28.0,40.4
Lautaro Martínez,Internazionale,ARG,MF,20.0,19.7,7,0,0,37.0,52.0,3.0,13.0,3.0,5.0,2.0,0.0,0,47.0,41.0,58.0,41.4
Borja Valero,Internazionale,ESP,MF,33.0,19.5,6,0,0,28.0,33.0,0.0,17.0,22.0,21.0,0.0,0.0,0,131.0,3.0,20.0,13.0
Miranda,Internazionale,BRA,DF,33.0,17.5,3,0,0,25.0,11.0,1.0,0.0,19.0,9.0,0.0,2.0,0,82.0,30.0,19.0,61.2
Roberto Gagliardini,Internazionale,ITA,MF,24.0,13.6,6,0,0,28.0,19.0,1.0,2.0,16.0,14.0,0.0,0.0,0,46.0,36.0,26.0,58.1
João Mário,Internazionale,POR,"MF,FW",25.0,13.0,2,0,0,13.0,23.0,0.0,33.0,6.0,16.0,0.0,0.0,0,78.0,5.0,6.0,45.5
Antonio Candreva,Internazionale,ITA,"FW,MF",31.0,11.8,2,0,0,11.0,15.0,4.0,102.0,4.0,2.0,0.0,0.0,0,43.0,3.0,5.0,37.5
Keita Baldé,Internazionale,SEN,"FW,MF",23.0,11.7,2,1,1,21.0,30.0,10.0,56.0,3.0,6.0,0.0,0.0,0,40.0,8.0,15.0,34.8
Šime Vrsaljko,Internazionale,CRO,DF,26.0,10.2,3,0,0,10.0,11.0,1.0,70.0,14.0,14.0,0.0,0.0,0,45.0,14.0,5.0,73.7
Dalbert Henrique,Internazionale,BRA,DF,24.0,9.6,2,0,0,9.0,17.0,0.0,40.0,8.0,24.0,0.0,0.0,0,61.0,23.0,21.0,52.3
Cédric Soares,Internazionale,POR,DF,26.0,5.9,1,0,0,5.0,6.0,0.0,43.0,3.0,10.0,0.0,0.0,0,23.0,4.0,7.0,36.4
Andrea Ranocchia,Internazionale,ITA,DF,30.0,3.0,2,0,0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0,6.0,13.0,8.0,61.9
Daniele Padelli,Internazionale,ITA,GK,32.0,1.0,0,0,0,,,,,,,,,0,,,,
Sebastiano Esposito,Internazionale,ITA,MF,16.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Franck Kessié,Milan,CIV,MF,21.0,40.2,9,1,0,53.0,34.0,4.0,33.0,30.0,28.0,0.0,1.0,0,225.0,39.0,40.0,49.4
Alessio Romagnoli,Milan,ITA,DF,23.0,40.1,10,1,0,22.0,16.0,4.0,2.0,39.0,22.0,0.0,0.0,1,144.0,81.0,37.0,68.6
Hakan Çalhanoğlu,Milan,TUR,"MF,FW",24.0,39.3,6,0,0,33.0,42.0,5.0,182.0,32.0,33.0,0.0,0.0,0,189.0,22.0,30.0,42.3
Ricardo Rodríguez,Milan,SUI,DF,25.0,39.2,8,0,0,31.0,21.0,1.0,91.0,43.0,37.0,0.0,0.0,0,181.0,44.0,36.0,55.0
Suso,Milan,ESP,"FW,MF",24.0,38.1,9,1,1,35.0,87.0,7.0,251.0,16.0,19.0,0.0,0.0,0,142.0,5.0,17.0,22.7
Gianluigi Donnarumma,Milan,ITA,GK,19.0,37.3,5,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,39.0,12.0,0.0,100.0
Tiemoué Bakayoko,Milan,FRA,MF,23.0,36.4,9,1,1,54.0,89.0,0.0,4.0,56.0,54.0,0.0,0.0,0,212.0,80.0,53.0,60.2
Mateo Musacchio,Milan,ARG,DF,27.0,32.9,4,0,0,28.0,19.0,2.0,1.0,31.0,22.0,1.0,1.0,0,123.0,30.0,43.0,41.1
Davide Calabria,Milan,ITA,DF,21.0,28.1,7,0,0,20.0,22.0,1.0,85.0,35.0,61.0,0.0,0.0,0,151.0,17.0,24.0,41.5
Patrick Cutrone,Milan,ITA,FW,20.0,21.5,2,0,0,30.0,25.0,17.0,18.0,7.0,9.0,0.0,0.0,0,62.0,21.0,69.0,23.3
Gonzalo Higuaín,Milan,ARG,FW,30.0,20.6,4,1,0,17.0,22.0,9.0,6.0,0.0,7.0,0.0,0.0,0,41.0,11.0,17.0,39.3
Cristián Zapata,Milan,COL,DF,31.0,18.7,5,0,0,12.0,13.0,0.0,2.0,12.0,24.0,0.0,0.0,1,69.0,47.0,17.0,73.4
Ignazio Abate,Milan,ITA,DF,31.0,18.7,6,0,0,17.0,6.0,0.0,30.0,20.0,23.0,0.0,2.0,0,81.0,15.0,10.0,60.0
Samu Castillejo,Milan,ESP,"FW,MF",23.0,18.5,4,1,0,37.0,35.0,6.0,78.0,11.0,12.0,0.0,1.0,0,82.0,16.0,31.0,34.0
Krzysztof Piątek,Milan,POL,FW,23.0,18.1,0,0,0,29.0,21.0,12.0,4.0,1.0,6.0,1.0,0.0,0,28.0,25.0,40.0,38.5
Fabio Borini,Milan,ITA,"FW,DF",27.0,16.7,3,0,0,17.0,42.0,3.0,27.0,14.0,16.0,0.0,0.0,0,58.0,23.0,20.0,53.5
Lucas Biglia,Milan,ARG,MF,32.0,14.3,3,0,0,26.0,19.0,0.0,3.0,22.0,37.0,0.0,1.0,0,124.0,10.0,19.0,34.5
Diego Laxalt,Milan,URU,"DF,MF",25.0,14.3,2,0,0,21.0,11.0,0.0,44.0,12.0,21.0,0.0,0.0,0,59.0,10.0,20.0,33.3
Lucas Paquetá,Milan,BRA,MF,20.0,12.9,5,1,0,18.0,23.0,1.0,8.0,4.0,10.0,0.0,0.0,0,48.0,16.0,20.0,44.4
Pepe Reina,Milan,ESP,GK,35.0,12.0,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.0,2.0,0.0,100.0
Giacomo Bonaventura,Milan,ITA,MF,28.0,8.8,0,0,0,7.0,10.0,1.0,17.0,11.0,3.0,0.0,0.0,0,49.0,12.0,11.0,52.2
Andrea Conti,Milan,ITA,DF,24.0,6.5,3,0,0,11.0,4.0,1.0,20.0,15.0,5.0,0.0,0.0,0,22.0,10.0,12.0,45.5
José Mauri,Milan,ITA,MF,22.0,3.6,0,0,0,8.0,7.0,0.0,0.0,8.0,6.0,0.0,0.0,0,23.0,3.0,4.0,42.9
Mattia Caldara,Milan,ITA,DF,24.0,1.7,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,4.0,1.0,1.0,50.0
Andrea Bertolacci,Milan,ITA,MF,27.0,1.5,1,0,0,2.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0,9.0,0.0,1.0,0.0
Aleksandar Kolarov,Roma,SRB,"DF,MF",32.0,41.6,7,1,1,30.0,55.0,1.0,232.0,45.0,27.0,0.0,1.0,0,219.0,48.0,29.0,62.3
Federico Fazio,Roma,ARG,DF,31.0,39.2,6,0,0,32.0,17.0,1.0,6.0,61.0,27.0,0.0,1.0,0,211.0,148.0,54.0,73.3
Steven Nzonzi,Roma,FRA,MF,29.0,36.3,7,0,0,43.0,20.0,0.0,11.0,32.0,53.0,0.0,0.0,0,227.0,112.0,63.0,64.0
Robin Olsen,Roma,SWE,GK,28.0,35.3,2,0,0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0,37.0,4.0,1.0,80.0
Edin Džeko,Roma,BIH,FW,32.0,35.3,11,1,0,42.0,44.0,19.0,31.0,0.0,8.0,1.0,0.0,0,83.0,162.0,108.0,60.0
Bryan Cristante,Roma,ITA,MF,23.0,34.7,10,0,0,77.0,20.0,0.0,29.0,36.0,42.0,0.0,0.0,0,221.0,74.0,54.0,57.8
Kostas Manolas,Roma,GRE,DF,27.0,34.2,6,0,0,34.0,23.0,1.0,1.0,60.0,32.0,0.0,0.0,0,180.0,81.0,47.0,63.3
Alessandro Florenzi,Roma,ITA,"DF,FW",27.0,32.1,6,1,1,21.0,26.0,3.0,146.0,55.0,30.0,0.0,1.0,0,184.0,21.0,32.0,39.6
Stephan El Shaarawy,Roma,ITA,FW,25.0,27.1,4,0,0,16.0,39.0,10.0,39.0,23.0,16.0,2.0,0.0,0,92.0,25.0,20.0,55.6
Lorenzo Pellegrini,Roma,ITA,MF,22.0,26.0,8,0,0,41.0,38.0,5.0,148.0,17.0,27.0,0.0,0.0,0,128.0,25.0,39.0,39.1
Nicolò Zaniolo,Roma,ITA,"MF,FW",19.0,25.1,11,0,0,53.0,40.0,2.0,40.0,14.0,24.0,0.0,0.0,0,114.0,15.0,39.0,27.8
Cengiz Ünder,Roma,TUR,"FW,MF",21.0,21.0,1,0,0,9.0,34.0,9.0,88.0,16.0,5.0,0.0,1.0,0,79.0,8.0,14.0,36.4
Justin Kluivert,Roma,NED,FW,19.0,19.4,3,0,0,30.0,31.0,3.0,72.0,9.0,33.0,0.0,0.0,0,76.0,13.0,20.0,39.4
Patrik Schick,Roma,CZE,FW,22.0,19.4,5,0,0,30.0,24.0,9.0,3.0,4.0,6.0,2.0,0.0,0,42.0,55.0,69.0,44.4
Juan Jesus,Roma,BRA,DF,27.0,18.1,4,0,0,18.0,10.0,0.0,1.0,18.0,31.0,0.0,1.0,1,92.0,24.0,25.0,49.0
Daniele De Rossi,Roma,ITA,MF,35.0,17.6,4,0,0,15.0,13.0,1.0,4.0,33.0,12.0,0.0,0.0,0,107.0,14.0,11.0,56.0
Davide Santon,Roma,ITA,DF,27.0,14.1,0,0,0,21.0,12.0,0.0,36.0,22.0,11.0,0.0,0.0,0,68.0,12.0,16.0,42.9
Antonio Mirante,Roma,ITA,GK,35.0,13.0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,20.0,1.0,1.0,50.0
Iván Marcano,Roma,ESP,DF,31.0,11.7,1,0,0,12.0,5.0,0.0,14.0,27.0,4.0,0.0,0.0,0,59.0,33.0,19.0,63.5
Diego Perotti,Roma,ARG,"FW,MF",30.0,9.1,3,0,0,6.0,19.0,1.0,57.0,7.0,15.0,1.0,0.0,0,42.0,5.0,6.0,45.5
Javier Pastore,Roma,ARG,MF,29.0,8.8,0,0,0,10.0,3.0,0.0,16.0,3.0,4.0,0.0,0.0,0,39.0,3.0,5.0,37.5
Rick Karsdorp,Roma,NED,"MF,DF",23.0,8.4,2,0,0,6.0,3.0,0.0,25.0,13.0,8.0,0.0,0.0,0,63.0,4.0,9.0,30.8
Luca Pellegrini,Roma,ITA,DF,19.0,2.1,3,1,1,8.0,1.0,0.0,7.0,3.0,4.0,0.0,1.0,0,13.0,3.0,6.0,33.3
Kevin Strootman,Roma,NED,MF,28.0,1.0,0,0,0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,1.0,2.0,1.0,66.7
Ante Ćorić,Roma,CRO,MF,21.0,0.6,0,0,0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Andrea Belotti,Torino,ITA,FW,24.0,38.7,5,0,0,71.0,112.0,30.0,23.0,15.0,22.0,2.0,0.0,0,117.0,143.0,174.0,45.1
Armando Izzo,Torino,ITA,DF,26.0,38.1,6,0,0,56.0,61.0,2.0,20.0,88.0,50.0,1.0,0.0,0,252.0,111.0,55.0,66.9
Nicolas Nkoulou,Torino,CMR,DF,28.0,37.4,7,1,1,35.0,27.0,0.0,0.0,70.0,29.0,0.0,0.0,0,242.0,82.0,47.0,63.6
Salvatore Sirigu,Torino,ITA,GK,31.0,36.2,1,0,0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0,43.0,14.0,0.0,100.0
Tomás Rincón,Torino,VEN,MF,30.0,33.2,15,0,0,69.0,40.0,0.0,31.0,42.0,44.0,0.0,0.0,0,224.0,80.0,50.0,61.5
Soualiho Meïté,Torino,FRA,MF,24.0,31.9,7,1,0,61.0,52.0,1.0,14.0,29.0,21.0,0.0,1.0,0,210.0,82.0,107.0,43.4
Lorenzo De Silvestri,Torino,ITA,DF,30.0,28.8,3,0,0,31.0,20.0,7.0,113.0,22.0,11.0,0.0,0.0,0,102.0,73.0,56.0,56.6
Daniele Baselli,Torino,ITA,MF,26.0,28.8,5,0,0,48.0,34.0,1.0,81.0,34.0,45.0,0.0,1.0,0,175.0,25.0,34.0,42.4
Ola Aina,Torino,NGA,DF,21.0,25.2,6,1,0,31.0,38.0,4.0,63.0,39.0,36.0,0.0,0.0,0,167.0,41.0,29.0,58.6
Emiliano Moretti,Torino,ITA,DF,37.0,24.3,5,0,0,26.0,23.0,0.0,3.0,24.0,21.0,0.0,0.0,0,113.0,38.0,29.0,56.7
Cristian Ansaldi,Torino,ARG,"DF,MF",31.0,20.1,3,0,0,22.0,32.0,2.0,147.0,15.0,26.0,0.0,0.0,0,114.0,3.0,16.0,15.8
Iago Falque,Torino,ESP,"FW,MF",28.0,19.9,1,0,0,16.0,19.0,7.0,87.0,3.0,8.0,1.0,0.0,0,76.0,5.0,30.0,14.3
Álex Berenguer,Torino,ESP,"MF,DF",23.0,18.5,5,0,0,27.0,33.0,3.0,90.0,8.0,20.0,1.0,0.0,0,72.0,17.0,42.0,28.8
Simone Zaza,Torino,ITA,"FW,MF",27.0,17.0,8,1,0,46.0,27.0,15.0,5.0,4.0,9.0,0.0,0.0,0,50.0,55.0,77.0,41.7
Koffi Djidji,Torino,CIV,DF,25.0,16.4,2,0,0,13.0,3.0,0.0,3.0,24.0,23.0,0.0,1.0,0,97.0,23.0,31.0,42.6
Saša Lukić,Torino,SRB,MF,21.0,12.3,7,0,0,35.0,13.0,0.0,26.0,12.0,11.0,0.0,0.0,0,54.0,8.0,26.0,23.5
