Player,Club,Nation,Pos,Age,Minutes,Fouls,Interceptions,Clearances,Errors,Blocked passes and shots,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Progressive Carrying Distance,Assists,Red cards,Yellow cards,% of tackles won
Tony Jantschke,Monchengladbach,GER,DF,28,933,12.23404255319149,91.48936170212765,73.40425531914893,80.31914893617021,24.20212765957447,24.069148936170212,38.96276595744681,48.93617021276596,78.32446808510637,78.05851063829788,0.0,0.0,72.47340425531915
Jordan Beyer,Monchengladbach,GER,DF,18,720,25.132978723404253,50.797872340425535,53.191489361702125,0.0,71.80851063829788,98.8031914893617,94.68085106382979,56.51595744680851,71.67553191489363,0.0,0.0,28.723404255319153,33.37765957446808
Robin Knoche,Wolfsburg,GER,DF,26,2790,2.127659574468085,40.29255319148936,64.09574468085107,67.81914893617021,70.47872340425532,8.77659574468085,8.24468085106383,28.191489361702125,89.09574468085107,0.0,0.0,0.0,90.69148936170212
William,Wolfsburg,BRA,DF,23,2675,67.02127659574468,95.74468085106383,59.17553191489362,81.38297872340425,63.56382978723404,87.2340425531915,66.48936170212765,86.70212765957447,52.659574468085104,53.8563829787234,0.0,85.23936170212765,75.53191489361703
John Brooks,Wolfsburg,USA,DF,25,2610,6.781914893617021,48.138297872340424,67.42021276595744,82.18085106382979,24.46808510638298,9.308510638297872,19.81382978723404,40.691489361702125,87.63297872340425,69.54787234042553,0.0,67.81914893617021,7.845744680851063
Jérôme Roussillon,Wolfsburg,FRA,DF,25,2461,25.398936170212767,33.6436170212766,7.3138297872340425,0.0,90.1595744680851,28.191489361702125,48.138297872340424,42.28723404255319,67.02127659574468,88.82978723404256,0.0,36.03723404255319,83.37765957446808
Marcel Tisserand,Wolfsburg,COD,DF,25,886,69.0159574468085,81.38297872340425,59.04255319148937,81.64893617021278,48.8031914893617,28.058510638297875,42.5531914893617,0.0,84.8404255319149,0.0,0.0,53.8563829787234,40.02659574468085
Danny da Costa,Eintracht Frankfurt,GER,DF,25,3033,77.79255319148936,40.159574468085104,23.670212765957448,0.0,93.61702127659575,68.88297872340425,90.82446808510637,89.36170212765957,44.28191489361702,83.24468085106383,0.0,6.382978723404255,42.15425531914894
Filip Kostić,Eintracht Frankfurt,SRB,DF,25,2956,59.57446808510638,18.21808510638298,6.781914893617021,0.0,99.46808510638297,61.03723404255319,84.8404255319149,83.37765957446808,88.6968085106383,98.40425531914893,0.0,27.79255319148936,47.87234042553192
Makoto Hasebe,Eintracht Frankfurt,JPN,DF,34,2520,26.595744680851062,77.79255319148936,68.4840425531915,83.51063829787235,94.81382978723404,87.36702127659575,73.27127659574468,0.0,96.80851063829788,0.0,0.0,34.70744680851064,43.351063829787236
Obite N'Dicka,Eintracht Frankfurt,CIV,DF,18,2304,71.1436170212766,47.20744680851064,93.61702127659575,55.18617021276596,76.59574468085107,76.86170212765957,61.03723404255319,43.61702127659575,61.83510638297872,57.180851063829785,0.0,25.79787234042553,26.728723404255316
David Abraham,Eintracht Frankfurt,ARG,DF,32,1420,81.64893617021278,89.09574468085107,85.37234042553192,0.0,96.80851063829788,72.07446808510637,91.0904255319149,38.56382978723404,74.33510638297872,0.0,0.0,29.25531914893617,31.25
Martin Hinteregger,Eintracht Frankfurt,AUT,DF,25,1142,63.696808510638306,70.07978723404256,92.42021276595744,0.0,96.67553191489363,98.13829787234043,99.06914893617021,79.25531914893617,71.94148936170212,0.0,0.0,65.42553191489363,58.11170212765957
Simon Falette,Eintracht Frankfurt,GUI,DF,26,600,74.7340425531915,99.7340425531915,99.60106382978722,0.0,98.5372340425532,91.75531914893617,53.98936170212766,62.36702127659575,88.43085106382979,0.0,0.0,0.0,13.297872340425531
Almamy Touré,Eintracht Frankfurt,MLI,DF,22,519,24.46808510638298,46.941489361702125,60.63829787234043,0.0,5.851063829787234,55.452127659574465,99.60106382978722,0.0,66.75531914893617,0.0,0.0,0.0,29.654255319148938
Carlos Salcedo,Eintracht Frankfurt,MEX,DF,24,460,95.87765957446808,92.15425531914893,60.1063829787234,0.0,62.5,18.351063829787233,52.79255319148937,0.0,58.37765957446809,0.0,0.0,98.67021276595744,99.86702127659575
Marco Russ,Eintracht Frankfurt,GER,DF,32,380,51.329787234042556,97.73936170212765,36.702127659574465,0.0,46.27659574468085,83.77659574468085,67.02127659574468,79.38829787234043,44.41489361702128,0.0,0.0,65.55851063829788,2.6595744680851063
Ludwig Augustinsson,Werder Bremen,SWE,DF,24,3026,65.82446808510637,29.78723404255319,17.819148936170212,47.73936170212766,37.36702127659575,15.558510638297873,60.1063829787234,68.35106382978722,45.07978723404255,83.37765957446808,0.0,36.702127659574465,61.303191489361694
Theodor Gebre Selassie,Werder Bremen,CZE,DF,31,2814,59.70744680851063,85.90425531914893,34.04255319148936,0.0,33.6436170212766,23.404255319148938,42.952127659574465,88.43085106382979,17.287234042553195,68.4840425531915,0.0,11.037234042553191,84.97340425531915
Niklas Moisander,Werder Bremen,FIN,DF,32,2637,55.319148936170215,49.069148936170215,69.9468085106383,69.41489361702128,67.15425531914893,25.930851063829785,14.893617021276595,0.0,96.94148936170212,0.0,84.8404255319149,66.75531914893617,91.22340425531915
Miloš Veljković,Werder Bremen,SRB,DF,22,1877,48.005319148936174,47.87234042553192,80.18617021276596,0.0,56.78191489361703,68.21808510638297,16.75531914893617,33.6436170212766,74.20212765957447,0.0,97.20744680851064,84.70744680851064,76.06382978723404
Sebastian Langkamp,Werder Bremen,GER,DF,30,1414,21.409574468085108,29.521276595744684,75.2659574468085,67.02127659574468,35.638297872340424,48.93617021276596,27.526595744680847,0.0,92.95212765957447,0.0,0.0,70.47872340425532,84.57446808510637
Marco Friedl,Werder Bremen,AUT,DF,20,474,75.66489361702128,94.14893617021278,52.79255319148937,0.0,84.57446808510637,16.75531914893617,50.797872340425535,70.61170212765957,31.515957446808514,0.0,0.0,98.40425531914893,93.88297872340425
Nico Schulz,Hoffenheim,GER,DF,25,2537,56.78191489361703,15.558510638297873,2.393617021276596,70.74468085106383,51.72872340425532,22.20744680851064,50.53191489361703,67.81914893617021,91.75531914893617,92.5531914893617,0.0,57.446808510638306,32.71276595744681
Pavel Kadeřábek,Hoffenheim,CZE,DF,26,2509,69.54787234042553,34.308510638297875,37.101063829787236,53.45744680851063,74.33510638297872,8.377659574468085,59.308510638297875,68.75,63.430851063829785,88.16489361702128,0.0,69.81382978723404,70.34574468085107
Kevin Vogt,Hoffenheim,GER,DF,26,2391,46.67553191489361,31.25,63.56382978723404,92.2872340425532,55.58510638297872,27.26063829787234,4.521276595744681,0.0,82.97872340425532,0.0,0.0,49.069148936170215,27.925531914893615
Ermin Bičakčić,Hoffenheim,BIH,DF,28,1790,64.8936170212766,97.20744680851064,57.180851063829785,60.1063829787234,92.2872340425532,54.78723404255319,48.67021276595745,62.63297872340425,86.83510638297872,79.7872340425532,0.0,0.0,27.127659574468083
Stefan Posch,Hoffenheim,AUT,DF,21,1402,92.81914893617021,39.62765957446808,49.069148936170215,67.5531914893617,92.68617021276596,92.68617021276596,87.36702127659575,71.01063829787235,78.45744680851064,0.0,0.0,82.97872340425532,79.52127659574468
Kasim Nuhu,Hoffenheim,GHA,DF,23,904,96.01063829787235,92.81914893617021,70.07978723404256,0.0,71.1436170212766,85.50531914893617,18.351063829787233,72.47340425531915,62.10106382978723,79.12234042553192,97.47340425531915,96.54255319148936,37.63297872340425
Joshua Brenet,Hoffenheim,NED,DF,24,906,93.4840425531915,6.25,11.170212765957446,0.0,79.38829787234043,68.35106382978722,65.42553191489363,86.17021276595744,69.28191489361703,78.98936170212765,0.0,0.0,33.37765957446808
Benjamin Hübner,Hoffenheim,GER,DF,29,813,46.1436170212766,86.70212765957447,63.16489361702128,84.57446808510637,87.2340425531915,95.07978723404256,86.0372340425532,77.12765957446808,61.43617021276596,0.0,0.0,60.63829787234043,24.601063829787233
Kevin Akpoguma,Hoffenheim,NGA,DF,23,499,58.11170212765957,84.97340425531915,56.64893617021277,99.7340425531915,99.86702127659575,99.7340425531915,99.7340425531915,0.0,69.14893617021278,0.0,0.0,88.29787234042553,36.702127659574465
Matthias Zimmermann,Dusseldorf,GER,DF,26,3049,76.86170212765957,75.0,19.54787234042553,64.22872340425532,71.94148936170212,93.88297872340425,66.75531914893617,54.65425531914894,29.122340425531917,75.39893617021278,0.0,26.595744680851062,58.37765957446809
Niko Gießelmann,Dusseldorf,GER,DF,26,2593,30.45212765957447,26.46276595744681,26.728723404255316,52.659574468085104,15.558510638297873,61.83510638297872,39.62765957446808,67.02127659574468,29.25531914893617,80.45212765957447,0.0,12.632978723404257,55.98404255319149
Kaan Ayhan,Dusseldorf,TUR,DF,23,2449,38.96276595744681,85.23936170212765,60.77127659574468,84.30851063829788,52.79255319148937,69.0159574468085,48.53723404255319,0.0,73.67021276595744,56.11702127659575,0.0,89.49468085106383,33.111702127659576
Marcin Kamiński,Dusseldorf,POL,DF,26,2430,0.39893617021276595,37.765957446808514,49.734042553191486,72.3404255319149,10.50531914893617,4.388297872340425,2.127659574468085,30.186170212765955,46.941489361702125,56.38297872340425,0.0,7.446808510638298,69.28191489361703
Jean Zimmer,Dusseldorf,GER,DF,24,1435,9.97340425531915,5.319148936170213,7.9787234042553195,66.62234042553192,12.23404255319149,13.430851063829788,20.611702127659576,38.03191489361702,40.95744680851064,84.97340425531915,0.0,29.122340425531917,42.28723404255319
André Hoffmann,Dusseldorf,GER,DF,25,1049,66.0904255319149,80.9840425531915,48.27127659574468,0.0,68.75,38.430851063829785,78.19148936170212,0.0,16.888297872340424,0.0,0.0,86.43617021276596,54.78723404255319
Robin Bormuth,Dusseldorf,GER,DF,22,616,37.898936170212764,49.46808510638298,98.00531914893617,91.75531914893617,16.090425531914892,37.63297872340425,0.0,0.0,10.904255319148938,0.0,0.0,78.19148936170212,65.82446808510637
Markus Suttner,Dusseldorf,AUT,DF,31,489,45.87765957446808,72.07446808510637,5.1861702127659575,0.0,69.9468085106383,28.723404255319153,70.34574468085107,69.41489361702128,30.984042553191486,93.4840425531915,0.0,48.27127659574468,61.702127659574465
Valentino Lazaro,Hertha BSC,AUT,DF,22,2741,18.75,45.47872340425532,9.441489361702128,0.0,84.44148936170212,16.356382978723406,49.46808510638298,72.20744680851064,42.42021276595745,94.28191489361703,0.0,51.329787234042556,89.09574468085107
Fabian Lustenberger,Hertha BSC,SUI,DF,30,2172,14.095744680851062,52.659574468085104,64.36170212765957,75.66489361702128,80.71808510638297,31.78191489361702,78.98936170212765,31.515957446808514,3.9893617021276597,58.37765957446809,0.0,14.893617021276595,47.87234042553192
Karim Rekik,Hertha BSC,NED,DF,23,2068,28.191489361702125,64.49468085106383,50.0,0.0,32.4468085106383,35.505319148936174,44.28191489361702,32.4468085106383,36.569148936170215,0.0,88.56382978723404,45.47872340425532,38.82978723404255
Marvin Plattenhardt,Hertha BSC,GER,DF,26,1924,53.72340425531915,0.26595744680851063,19.01595744680851,0.0,14.095744680851062,6.382978723404255,37.101063829787236,78.98936170212765,39.494680851063826,77.52659574468085,0.0,48.8031914893617,98.67021276595744
Niklas Stark,Hertha BSC,GER,DF,23,1868,52.659574468085104,67.02127659574468,95.61170212765957,59.17553191489362,96.1436170212766,44.9468085106383,45.47872340425532,0.0,41.090425531914896,0.0,0.0,67.42021276595744,52.92553191489362
Maximilian Mittelstädt,Hertha BSC,GER,DF,21,1804,22.606382978723406,88.29787234042553,33.909574468085104,0.0,80.0531914893617,83.24468085106383,91.48936170212765,81.25,16.622340425531913,62.36702127659575,90.55851063829788,37.234042553191486,57.84574468085106
Jordan Torunarigha,Hertha BSC,GER,DF,20,1158,91.48936170212765,86.17021276595744,59.308510638297875,0.0,70.07978723404256,88.56382978723404,73.13829787234043,43.351063829787236,7.712765957446808,90.95744680851064,95.34574468085107,64.62765957446808,97.07446808510637
Lukas Klünter,Hertha BSC,GER,DF,22,592,75.79787234042553,71.01063829787235,29.25531914893617,0.0,19.28191489361702,27.925531914893615,71.80851063829788,0.0,57.31382978723404,0.0,98.67021276595744,80.58510638297872,95.74468085106383
Aarón Martín,Mainz 05,ESP,DF,21,2878,27.526595744680847,26.1968085106383,13.031914893617023,49.601063829787236,46.54255319148936,27.393617021276594,60.50531914893617,63.829787234042556,68.08510638297872,77.6595744680851,0.0,18.48404255319149,15.957446808510639
Moussa Niakhate,Mainz 05,SEN,DF,22,2789,52.26063829787234,35.77127659574468,65.95744680851064,50.66489361702128,61.569148936170215,46.67553191489361,28.324468085106385,39.22872340425532,33.909574468085104,52.659574468085104,0.0,19.01595744680851,36.3031914893617
Daniel Brosinski,Mainz 05,GER,DF,30,2203,5.718085106382978,17.5531914893617,13.563829787234042,0.0,49.86702127659575,10.638297872340425,30.186170212765955,31.25,28.98936170212766,94.68085106382979,0.0,14.760638297872342,22.73936170212766
Stefan Bell,Mainz 05,GER,DF,26,2250,82.57978723404256,87.89893617021278,72.87234042553192,55.319148936170215,51.59574468085106,14.361702127659576,43.75,0.0,67.81914893617021,0.0,0.0,75.53191489361703,64.8936170212766
Alexander Hack,Mainz 05,GER,DF,24,1020,47.73936170212766,99.46808510638297,79.38829787234043,95.2127659574468,97.3404255319149,87.89893617021278,73.67021276595744,0.0,42.15425531914894,75.13297872340425,0.0,16.75531914893617,4.25531914893617
Giulio Donati,Mainz 05,ITA,DF,28,625,23.8031914893617,83.77659574468085,40.159574468085104,0.0,7.047872340425531,23.670212765957448,33.244680851063826,0.0,28.45744680851064,0.0,0.0,77.3936170212766,82.31382978723404
Dominique Heintz,Freiburg,GER,DF,24,3053,28.058510638297875,31.382978723404253,92.5531914893617,0.0,59.840425531914896,35.90425531914894,6.781914893617021,27.127659574468083,73.00531914893617,50.66489361702128,0.0,36.43617021276596,7.579787234042554
Christian Günter,Freiburg,GER,DF,25,2879,27.393617021276594,0.5319148936170213,4.25531914893617,0.0,25.0,3.723404255319149,41.888297872340424,70.34574468085107,51.59574468085106,91.0904255319149,83.24468085106383,28.856382978723406,65.1595744680851
Manuel Gulde,Freiburg,GER,DF,27,1712,8.24468085106383,32.180851063829785,68.75,0.0,58.51063829787234,30.984042553191486,13.696808510638297,34.308510638297875,57.446808510638306,0.0,0.0,40.02659574468085,64.49468085106383
Pascal Stenzel,Freiburg,GER,DF,22,1449,78.19148936170212,81.5159574468085,27.659574468085108,66.3563829787234,26.728723404255316,82.31382978723404,78.8563829787234,56.38297872340425,39.8936170212766,84.57446808510637,93.21808510638297,81.91489361702128,65.82446808510637
Lukas Kübler,Freiburg,GER,DF,25,1184,53.72340425531915,82.7127659574468,49.202127659574465,73.13829787234043,41.3563829787234,87.10106382978722,82.04787234042553,0.0,5.98404255319149,90.1595744680851,0.0,38.430851063829785,34.97340425531915
Keven Schlotterbeck,Freiburg,GER,DF,21,773,8.377659574468085,42.68617021276596,28.723404255319153,0.0,93.35106382978722,96.80851063829788,10.77127659574468,54.25531914893617,54.12234042553191,0.0,0.0,25.398936170212767,70.47872340425532
Philipp Lienhart,Freiburg,AUT,DF,22,614,2.393617021276596,50.0,90.95744680851064,0.0,58.77659574468085,7.3138297872340425,17.287234042553195,0.0,69.41489361702128,0.0,0.0,0.0,97.3404255319149
Daniel Caligiuri,Schalke 04,ITA,DF,30,2756,70.34574468085107,76.99468085106383,26.1968085106383,51.329787234042556,99.20212765957447,94.81382978723404,94.54787234042553,91.75531914893617,78.19148936170212,78.5904255319149,0.0,78.72340425531915,38.430851063829785
Salif Sané,Schalke 04,SEN,DF,27,2614,61.569148936170215,96.94148936170212,86.17021276595744,90.02659574468085,89.76063829787235,67.5531914893617,64.62765957446808,29.25531914893617,84.30851063829788,0.0,0.0,32.57978723404255,69.0159574468085
Matija Nastasić,Schalke 04,SRB,DF,25,2449,38.96276595744681,66.62234042553192,78.98936170212765,72.20744680851064,56.11702127659575,70.74468085106383,52.92553191489362,0.0,61.702127659574465,0.0,86.3031914893617,60.37234042553191,80.58510638297872
Bastian Oczipka,Schalke 04,GER,DF,29,1875,17.5531914893617,30.45212765957447,1.3297872340425532,80.0531914893617,37.63297872340425,40.95744680851064,81.91489361702128,48.67021276595745,59.441489361702125,96.1436170212766,0.0,35.505319148936174,60.77127659574468
Benjamin Stambouli,Schalke 04,FRA,DF,27,1763,85.63829787234043,83.37765957446808,48.53723404255319,81.91489361702128,98.67021276595744,90.55851063829788,98.13829787234043,73.8031914893617,71.54255319148936,80.18617021276596,0.0,38.96276595744681,35.77127659574468
Naldo,Schalke 04,BRA,DF,35,630,79.52127659574468,98.13829787234043,95.87765957446808,0.0,95.87765957446808,79.52127659574468,86.17021276595744,0.0,39.22872340425532,0.0,0.0,34.70744680851064,13.297872340425531
Jeffrey Bruma,Schalke 04,NED,DF,26,624,83.9095744680851,4.122340425531915,85.50531914893617,0.0,85.77127659574468,60.23936170212766,69.0159574468085,0.0,70.87765957446808,0.0,0.0,98.5372340425532,91.62234042553192
Hamza Mendyl,Schalke 04,MAR,DF,20,544,97.07446808510637,96.1436170212766,12.101063829787234,0.0,98.27127659574468,96.27659574468085,97.6063829787234,96.80851063829788,87.36702127659575,0.0,0.0,99.7340425531915,79.52127659574468
Rani Khedira,Augsburg,GER,DF,24,2624,83.6436170212766,97.3404255319149,35.37234042553192,52.26063829787234,72.07446808510637,16.22340425531915,83.51063829787235,74.06914893617021,10.50531914893617,54.52127659574468,0.0,54.65425531914894,76.06382978723404
Philipp Max,Augsburg,GER,DF,24,2569,10.106382978723403,7.845744680851063,3.4574468085106385,52.79255319148937,3.324468085106383,7.845744680851063,44.81382978723404,52.12765957446809,28.590425531914892,69.9468085106383,0.0,7.047872340425531,89.62765957446808
Jonathan Schmid,Augsburg,FRA,DF,28,2520,23.138297872340424,47.340425531914896,16.75531914893617,71.01063829787235,10.904255319148938,21.01063829787234,63.430851063829785,41.48936170212766,23.27127659574468,97.07446808510637,0.0,7.3138297872340425,5.053191489361701
Jeffrey Gouweleeuw,Augsburg,NED,DF,27,2092,43.484042553191486,94.81382978723404,29.654255319148938,57.047872340425535,91.62234042553192,34.840425531914896,75.79787234042553,0.0,71.1436170212766,74.46808510638297,0.0,44.9468085106383,95.47872340425532
Kevin Danso,Augsburg,AUT,DF,19,1247,70.87765957446808,42.819148936170215,79.25531914893617,0.0,89.09574468085107,76.32978723404256,9.308510638297872,41.888297872340424,42.952127659574465,70.87765957446808,0.0,58.6436170212766,14.095744680851062
Kostas Stafylidis,Augsburg,GRE,DF,24,920,18.351063829787233,53.32446808510638,28.98936170212766,0.0,55.319148936170215,83.9095744680851,28.723404255319153,49.46808510638298,37.63297872340425,0.0,0.0,19.9468085106383,37.63297872340425
Raphael Framberger,Augsburg,GER,DF,22,548,62.10106382978723,83.51063829787235,15.957446808510639,93.21808510638297,82.31382978723404,10.904255319148938,60.63829787234043,0.0,51.46276595744681,0.0,0.0,83.9095744680851,76.06382978723404
Reece Oxford,Augsburg,ENG,DF,19,505,26.46276595744681,94.28191489361703,96.27659574468085,0.0,87.89893617021278,81.91489361702128,46.409574468085104,0.0,44.9468085106383,92.81914893617021,99.06914893617021,0.0,89.76063829787235
Benjamin Pavard,Stuttgart,FRA,DF,22,2610,11.436170212765957,52.26063829787234,94.41489361702128,70.07978723404256,21.01063829787234,14.49468085106383,9.042553191489363,29.388297872340424,51.06382978723404,0.0,0.0,21.27659574468085,65.82446808510637
Emiliano Insúa,Stuttgart,ARG,DF,29,2114,17.287234042553195,28.191489361702125,12.76595744680851,56.91489361702128,50.66489361702128,44.547872340425535,72.07446808510637,86.17021276595744,49.33510638297872,74.06914893617021,88.03191489361703,44.015957446808514,42.28723404255319
Marc-Oliver Kempf,Stuttgart,GER,DF,23,2025,42.15425531914894,73.13829787234043,91.75531914893617,57.97872340425532,75.93085106382979,50.13297872340425,20.079787234042552,0.0,45.47872340425532,0.0,0.0,31.117021276595747,11.436170212765957
Andreas Beck,Stuttgart,GER,DF,31,1776,53.72340425531915,15.957446808510639,21.941489361702125,0.0,80.85106382978722,23.27127659574468,78.32446808510637,33.77659574468085,9.042553191489363,79.92021276595744,0.0,20.611702127659576,11.170212765957446
Timo Baumgartl,Stuttgart,GER,DF,22,1620,17.819148936170212,46.67553191489361,83.11170212765957,0.0,85.23936170212765,51.06382978723404,61.569148936170215,0.0,38.430851063829785,0.0,0.0,23.404255319148938,60.63829787234043
Ozan Kabak,Stuttgart,TUR,DF,18,1350,67.68617021276596,44.547872340425535,50.66489361702128,68.61702127659575,27.26063829787234,73.40425531914893,53.98936170212766,59.04255319148937,41.888297872340424,0.0,0.0,73.00531914893617,19.148936170212767
Pablo Maffeo,Stuttgart,ESP,DF,21,597,16.622340425531913,76.4627659574468,18.085106382978726,0.0,48.27127659574468,75.79787234042553,71.54255319148936,0.0,10.638297872340425,0.0,0.0,37.5,98.5372340425532
Borna Sosa,Stuttgart,CRO,DF,20,616,91.88829787234043,7.9787234042553195,73.93617021276596,0.0,7.446808510638298,51.329787234042556,52.3936170212766,61.43617021276596,53.98936170212766,88.6968085106383,0.0,94.28191489361703,10.23936170212766
Holger Badstuber,Stuttgart,GER,DF,29,522,13.164893617021276,86.3031914893617,44.41489361702128,94.81382978723404,31.515957446808514,67.81914893617021,64.76063829787235,0.0,33.6436170212766,0.0,0.0,45.21276595744681,76.06382978723404
Waldemar Anton,Hannover 96,GER,DF,22,3060,19.414893617021274,80.45212765957447,74.06914893617021,77.26063829787235,82.57978723404256,33.6436170212766,30.71808510638298,36.17021276595745,69.68085106382979,0.0,0.0,26.063829787234045,73.00531914893617
Miiko Albornoz,Hannover 96,CHI,DF,27,1660,89.76063829787235,9.707446808510637,7.712765957446808,61.96808510638297,52.3936170212766,85.1063829787234,46.808510638297875,82.97872340425532,20.877659574468087,91.62234042553192,91.88829787234043,41.888297872340424,21.409574468085108
Oliver Sorg,Hannover 96,GER,DF,28,1580,9.840425531914894,90.29255319148936,20.345744680851062,0.0,19.148936170212767,73.93617021276596,81.78191489361703,0.0,46.27659574468085,0.0,92.2872340425532,86.0372340425532,65.82446808510637
Kevin Wimmer,Hannover 96,AUT,DF,25,1683,42.42021276595745,87.5,38.297872340425535,0.0,80.58510638297872,27.659574468085108,21.808510638297875,52.79255319148937,61.96808510638297,0.0,0.0,73.13829787234043,68.61702127659575
Matthias Ostrzolek,Hannover 96,GER,DF,28,1468,19.680851063829788,52.3936170212766,21.143617021276594,87.63297872340425,50.26595744680851,73.67021276595744,40.82446808510639,0.0,25.930851063829785,0.0,0.0,28.191489361702125,15.292553191489361
Felipe,Hannover 96,BRA,DF,31,1095,73.40425531914893,94.68085106382979,86.56914893617021,0.0,64.8936170212766,86.3031914893617,5.718085106382978,0.0,20.345744680851062,0.0,95.74468085106383,92.5531914893617,44.9468085106383
Julian Korb,Hannover 96,GER,DF,26,1006,57.71276595744681,74.06914893617021,29.388297872340424,78.05851063829788,97.87234042553192,70.47872340425532,74.20212765957447,46.941489361702125,20.47872340425532,0.0,0.0,0.0,45.611702127659576
Josip Elez,Hannover 96,CRO,DF,24,646,57.84574468085106,11.303191489361703,48.138297872340424,0.0,89.36170212765957,13.829787234042554,31.515957446808514,0.0,63.829787234042556,0.0,0.0,33.51063829787234,5.053191489361701
Tim Leibold,Nurnberg,GER,DF,24,2765,49.734042553191486,27.127659574468083,5.452127659574469,0.0,8.111702127659575,73.00531914893617,43.88297872340425,28.590425531914892,57.84574468085106,68.61702127659575,83.9095744680851,50.797872340425535,74.86702127659575
Lukas Mühl,Nurnberg,GER,DF,21,2790,27.26063829787234,54.38829787234043,64.76063829787235,67.81914893617021,84.70744680851064,80.58510638297872,8.24468085106383,38.96276595744681,67.15425531914893,0.0,0.0,30.319148936170215,35.90425531914894
Georg Margreitter,Nurnberg,AUT,DF,29,2064,7.845744680851063,25.0,90.82446808510637,0.0,54.52127659574468,56.11702127659575,24.46808510638298,58.24468085106383,65.69148936170212,0.0,0.0,16.356382978723406,47.87234042553192
Robert Bauer,Nurnberg,GER,DF,23,1722,45.07978723404255,50.39893617021277,57.446808510638306,0.0,26.46276595744681,84.70744680851064,63.696808510638306,64.09574468085107,21.01063829787234,0.0,91.22340425531915,56.11702127659575,76.06382978723404
Ewerton,Nurnberg,BRA,DF,29,1341,52.92553191489362,61.83510638297872,98.27127659574468,69.0159574468085,74.60106382978722,69.68085106382979,8.643617021276597,0.0,9.441489361702128,0.0,0.0,31.515957446808514,96.94148936170212
Enrico Valentini,Nurnberg,ITA,DF,29,1299,27.127659574468083,20.345744680851062,53.590425531914896,0.0,45.47872340425532,96.1436170212766,65.02659574468085,74.60106382978722,40.29255319148936,86.83510638297872,0.0,32.97872340425532,54.78723404255319
Gerard Piqué,Barcelona,ESP,DF,31,3150,30.984042553191486,45.07978723404255,88.6968085106383,94.54787234042553,74.46808510638297,28.324468085106385,57.579787234042556,0.0,95.07978723404256,65.95744680851064,0.0,44.680851063829785,74.20212765957447
Jordi Alba,Barcelona,ESP,DF,29,2991,40.95744680851064,90.82446808510637,33.77659574468085,78.45744680851064,33.37765957446808,18.21808510638298,51.06382978723404,79.92021276595744,83.9095744680851,96.27659574468085,0.0,47.340425531914896,53.98936170212766
Sergi Roberto,Barcelona,ESP,DF,26,2088,66.88829787234043,87.36702127659575,5.718085106382978,0.0,23.138297872340424,34.97340425531915,54.920212765957444,76.1968085106383,93.75,98.27127659574468,0.0,30.45212765957447,91.62234042553192
Clément Lenglet,Barcelona,FRA,DF,23,1933,95.34574468085107,66.48936170212765,77.92553191489363,58.77659574468085,96.54255319148936,91.88829787234043,97.07446808510637,47.87234042553192,87.10106382978722,0.0,89.8936170212766,90.1595744680851,79.52127659574468
Nélson Semedo,Barcelona,POR,DF,24,1600,96.94148936170212,72.20744680851064,8.111702127659575,85.23936170212765,86.43617021276596,85.23936170212765,90.69148936170212,77.92553191489363,87.7659574468085,0.0,0.0,62.10106382978723,97.20744680851064
Samuel Umtiti,Barcelona,FRA,DF,24,1189,65.1595744680851,31.914893617021278,9.175531914893616,92.42021276595744,18.75,0.7978723404255319,27.26063829787234,42.952127659574465,90.95744680851064,71.67553191489363,0.0,80.0531914893617,47.87234042553192
Thomas Vermaelen,Barcelona,BEL,DF,32,587,82.7127659574468,55.053191489361694,56.25,0.0,9.707446808510637,2.6595744680851063,36.3031914893617,0.0,56.64893617021277,0.0,0.0,80.9840425531915,47.87234042553192
Diego Godín,Atletico Madrid,URU,DF,32,2509,69.54787234042553,80.71808510638297,85.77127659574468,71.4095744680851,21.409574468085108,55.71808510638297,71.4095744680851,0.0,32.97872340425532,55.58510638297872,0.0,58.11170212765957,58.51063829787234
Filipe Luís,Atletico Madrid,BRA,DF,32,2030,60.1063829787234,90.95744680851064,10.372340425531915,57.71276595744681,38.03191489361702,89.09574468085107,93.61702127659575,93.08510638297872,90.1595744680851,75.79787234042553,0.0,46.67553191489361,24.335106382978726
Santiago Arias,Atletico Madrid,COL,DF,26,1772,49.33510638297872,75.53191489361703,29.521276595744684,0.0,6.25,93.4840425531915,75.2659574468085,33.909574468085104,47.20744680851064,63.03191489361703,0.0,53.8563829787234,84.04255319148936
José María Giménez,Atletico Madrid,URU,DF,23,1772,23.670212765957448,95.2127659574468,99.33510638297872,81.64893617021278,78.19148936170212,51.196808510638306,29.78723404255319,0.0,27.393617021276594,0.0,0.0,70.34574468085107,53.191489361702125
Juanfran,Atletico Madrid,ESP,DF,33,1609,67.42021276595744,65.82446808510637,18.48404255319149,62.76595744680851,38.96276595744681,93.08510638297872,35.638297872340424,66.22340425531915,59.840425531914896,81.64893617021278,0.0,91.75531914893617,80.9840425531915
Stefan Savić,Atletico Madrid,MNE,DF,27,1398,54.65425531914894,77.12765957446808,61.83510638297872,0.0,24.601063829787233,7.047872340425531,8.111702127659575,0.0,15.159574468085108,85.37234042553192,93.61702127659575,83.11170212765957,97.3404255319149
