Date,Minute,Player,Squad,xG_x,PSxG,Outcome,Distance,Body Part,Notes,Time,Round,Day,Venue,Result,GF,GA,Points,Opponent,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee
2019-04-14,71,Mohamed Salah,Liverpool,0.04,,Blocked,17.0,Left Foot,,16:30,Matchweek 34,Sun,Home,W,2.0,0.0,3.0,Chelsea,1.2,0.7,62.0,53279.0,Jordan Henderson,4-3-3,Michael Oliver
2019-04-14,72,Trent Alexander-Arnold,Liverpool,0.03,0.05,Saved,15.0,Right Foot,,16:30,Matchweek 34,Sun,Home,W,2.0,0.0,3.0,Chelsea,1.2,0.7,62.0,53279.0,Jordan Henderson,4-3-3,Michael Oliver
2019-04-14,80,Roberto Firmino,Liverpool,0.02,0.18,Saved,19.0,Left Foot,,16:30,Matchweek 34,Sun,Home,W,2.0,0.0,3.0,Chelsea,1.2,0.7,62.0,53279.0,Jordan Henderson,4-3-3,Michael Oliver
2019-04-14,89,Sadio Mané,Liverpool,0.05,0.08,Saved,13.0,Left Foot,,16:30,Matchweek 34,Sun,Home,W,2.0,0.0,3.0,Chelsea,1.2,0.7,62.0,53279.0,Jordan Henderson,4-3-3,Michael Oliver
2019-04-17,26,Mohamed Salah,Liverpool,0.04,,Off Target,20.0,Left Foot,,,,,,,,,,,,,,,,,
2019-04-17,26,Mohamed Salah,Liverpool,0.1,,Off Target,9.0,Right Foot,,,,,,,,,,,,,,,,,
2019-04-17,26,Sadio Mané,Liverpool,0.77,0.95,Goal,3.0,Right Foot,,,,,,,,,,,,,,,,,
2019-04-17,45,James Milner,Liverpool,0.06,,Off Target,12.0,Right Foot,Volley,,,,,,,,,,,,,,,,
2019-04-17,57,Mohamed Salah,Liverpool,0.05,,Off Target,15.0,Head,,,,,,,,,,,,,,,,,
2019-04-17,65,Mohamed Salah,Liverpool,0.64,0.94,Goal,13.0,Left Foot,,,,,,,,,,,,,,,,,
2019-04-17,72,Sadio Mané,Liverpool,0.73,,Off Target,11.0,Right Foot,,,,,,,,,,,,,,,,,
2019-04-17,77,Roberto Firmino,Liverpool,0.38,0.19,Goal,7.0,Head,,,,,,,,,,,,,,,,,
2019-04-17,84,Virgil van Dijk,Liverpool,0.7,0.71,Goal,3.0,Head,,,,,,,,,,,,,,,,,
2019-04-17,88,Mohamed Salah,Liverpool,0.06,,Off Target,28.0,Left Foot,Free kick,,,,,,,,,,,,,,,,
2019-04-17,90,Sadio Mané,Liverpool,0.05,,Off Target,19.0,Right Foot,,,,,,,,,,,,,,,,,
2019-04-17,90,Mohamed Salah,Liverpool,0.03,0.02,Saved,23.0,Left Foot,Volley,,,,,,,,,,,,,,,,
2019-04-17,90,Mohamed Salah,Liverpool,0.03,,Blocked,27.0,Left Foot,,,,,,,,,,,,,,,,,
2019-04-21,13,Sadio Mané,Liverpool,0.03,,Off Target,31.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,18,Roberto Firmino,Liverpool,0.04,,Blocked,18.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,22,Roberto Firmino,Liverpool,0.48,,Off Target,12.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,31,Sadio Mané,Liverpool,0.13,,Off Target,8.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,34,Mohamed Salah,Liverpool,0.46,0.73,Saved,13.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,41,Roberto Firmino,Liverpool,0.07,0.03,Saved,5.0,Head,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,45,Trent Alexander-Arnold,Liverpool,0.07,,Blocked,28.0,Right Foot,Free kick,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,50,Mohamed Salah,Liverpool,0.03,0.52,Saved,29.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,51,Sadio Mané,Liverpool,0.04,,Off Target,17.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,55,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,28.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,57,Georginio Wijnaldum,Liverpool,0.08,0.3,Goal,12.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,60,Naby Keïta,Liverpool,0.02,,Blocked,28.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,61,Jordan Henderson,Liverpool,0.29,,Off Target,13.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,66,Mohamed Salah,Liverpool,0.07,,Off Target,17.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,72,Virgil van Dijk,Liverpool,0.28,,Off Target,4.0,Head,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,81,James Milner,Liverpool,0.79,0.99,Goal,13.0,Right Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-21,90,Mohamed Salah,Liverpool,0.1,0.15,Saved,10.0,Left Foot,,16:00,Matchweek 35,Sun,Away,W,2.0,0.0,3.0,Cardiff City,3.0,1.1,75.0,33082.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-04-26,1,Naby Keïta,Liverpool,0.08,0.61,Goal,13.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,2,Mohamed Salah,Liverpool,0.04,0.03,Saved,17.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,15,Mohamed Salah,Liverpool,0.07,,Off Target,12.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,17,Virgil van Dijk,Liverpool,0.07,,Off Target,9.0,Head,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,23,Sadio Mané,Liverpool,0.26,0.52,Goal,10.0,Head,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,28,Mohamed Salah,Liverpool,0.03,,Off Target,26.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,29,Daniel Sturridge,Liverpool,0.03,,Off Target,29.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,43,Jordan Henderson,Liverpool,0.07,,Off Target,15.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,45,Mohamed Salah,Liverpool,0.28,0.23,Goal,17.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,49,Sadio Mané,Liverpool,0.28,,Off Target,16.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,60,Naby Keïta,Liverpool,0.03,,Off Target,24.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,62,Mohamed Salah,Liverpool,0.04,,Off Target,29.0,Left Foot,Volley,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,63,Daniel Sturridge,Liverpool,0.03,,Blocked,23.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,66,Sadio Mané,Liverpool,0.07,0.16,Goal,8.0,Head,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,74,Mohamed Salah,Liverpool,0.03,,Blocked,29.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,76,Alex Oxlade-Chamberlain,Liverpool,0.54,0.91,Saved,10.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,78,Sadio Mané,Liverpool,0.38,,Woodwork,4.0,Head,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,80,Dejan Lovren,Liverpool,0.07,,Off Target,12.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,83,Mohamed Salah,Liverpool,0.66,0.8,Goal,5.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,90,Mohamed Salah,Liverpool,0.07,,Off Target,15.0,Left Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-04-26,90,Xherdan Shaqiri,Liverpool,0.03,,Off Target,26.0,Right Foot,,20:00,Matchweek 36,Fri,Home,W,5.0,0.0,3.0,Huddersfield,3.1,0.2,69.0,53249.0,Jordan Henderson,4-3-3,Kevin Friend
2019-05-01,2,Mohamed Salah,Liverpool,0.08,,Blocked,16.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-01,14,Sadio Mané,Liverpool,0.04,,Off Target,14.0,Head,,,,,,,,,,,,,,,,,
2019-05-01,23,Sadio Mané,Liverpool,0.07,,Blocked,13.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,35,Sadio Mané,Liverpool,0.41,,Off Target,14.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-01,38,Mohamed Salah,Liverpool,0.06,,Blocked,18.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-01,38,James Milner,Liverpool,0.03,,Off Target,30.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,47,James Milner,Liverpool,0.05,0.38,Saved,18.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,53,Mohamed Salah,Liverpool,0.04,0.61,Saved,23.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-01,59,James Milner,Liverpool,0.29,0.23,Saved,17.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,67,Sadio Mané,Liverpool,0.06,,Off Target,14.0,Head,,,,,,,,,,,,,,,,,
2019-05-01,68,Joe Gomez,Liverpool,0.03,,Off Target,28.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,84,Roberto Firmino,Liverpool,0.07,,Blocked,9.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,84,Mohamed Salah,Liverpool,0.49,,Woodwork,7.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-01,84,Jordan Henderson,Liverpool,0.08,,Off Target,10.0,Head,,,,,,,,,,,,,,,,,
2019-05-01,90,Jordan Henderson,Liverpool,0.05,,Off Target,14.0,Head,,,,,,,,,,,,,,,,,
2019-05-04,11,Mohamed Salah,Liverpool,0.05,,Off Target,8.0,Left Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,13,Mohamed Salah,Liverpool,0.06,,Blocked,11.0,Right Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,13,Virgil van Dijk,Liverpool,0.13,0.07,Goal,7.0,Head,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,28,Mohamed Salah,Liverpool,0.08,0.27,Goal,12.0,Right Foot,Volley,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,32,Sadio Mané,Liverpool,0.34,0.19,Saved,11.0,Right Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,34,Daniel Sturridge,Liverpool,0.03,,Off Target,23.0,Left Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,37,Andrew Robertson,Liverpool,0.04,,Off Target,18.0,Left Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,48,Mohamed Salah,Liverpool,0.05,,Off Target,17.0,Right Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,50,Daniel Sturridge,Liverpool,0.07,,Off Target,16.0,Left Foot,,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,51,Jordan Henderson,Liverpool,0.11,,Off Target,12.0,Right Foot,Volley,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-04,86,Divock Origi,Liverpool,0.25,0.82,Goal,6.0,Head,Deflected,19:45,Matchweek 37,Sat,Away,W,3.0,2.0,3.0,Newcastle Utd,1.2,1.4,69.0,52206.0,Jordan Henderson,4-3-3,Andre Marriner
2019-05-07,1,Xherdan Shaqiri,Liverpool,0.07,,Off Target,13.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-07,7,Jordan Henderson,Liverpool,0.43,0.71,Saved,13.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-07,7,Divock Origi,Liverpool,0.52,0.73,Goal,7.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-07,22,Jordan Henderson,Liverpool,0.07,,Blocked,14.0,Right Foot,Deflected,,,,,,,,,,,,,,,,
2019-05-07,23,Andrew Robertson,Liverpool,0.04,0.07,Saved,18.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-07,43,Andrew Robertson,Liverpool,0.03,,Blocked,29.0,Left Foot,,,,,,,,,,,,,,,,,
2019-05-07,44,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,22.0,Right Foot,Volley,,,,,,,,,,,,,,,,
2019-05-07,51,Virgil van Dijk,Liverpool,0.58,0.72,Saved,5.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-07,54,Georginio Wijnaldum,Liverpool,0.08,0.09,Goal,14.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-07,56,Georginio Wijnaldum,Liverpool,0.07,0.39,Goal,11.0,Head,,,,,,,,,,,,,,,,,
2019-05-07,76,Trent Alexander-Arnold,Liverpool,0.02,,Off Target,30.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-07,79,Divock Origi,Liverpool,0.31,0.91,Goal,9.0,Right Foot,,,,,,,,,,,,,,,,,
2019-05-07,86,Xherdan Shaqiri,Liverpool,0.26,,Off Target,9.0,Head,,,,,,,,,,,,,,,,,
2019-05-12,4,Divock Origi,Liverpool,0.05,0.11,Saved,13.0,Right Foot,Volley,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,17,Sadio Mané,Liverpool,0.52,0.75,Goal,9.0,Right Foot,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,20,Mohamed Salah,Liverpool,0.1,,Blocked,15.0,Left Foot,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,24,Andrew Robertson,Liverpool,0.03,0.06,Saved,27.0,Left Foot,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,34,Mohamed Salah,Liverpool,0.04,,Off Target,18.0,Left Foot,Volley,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,48,Trent Alexander-Arnold,Liverpool,0.05,,Off Target,29.0,Right Foot,Free kick,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,63,Divock Origi,Liverpool,0.09,,Off Target,12.0,Right Foot,Volley,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,73,Mohamed Salah,Liverpool,0.08,,Blocked,13.0,Left Foot,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,74,Georginio Wijnaldum,Liverpool,0.3,,Off Target,4.0,Right Foot,Volley,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,81,Mohamed Salah,Liverpool,0.05,,Blocked,20.0,Left Foot,Volley,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,81,Sadio Mané,Liverpool,0.2,0.22,Goal,13.0,Head,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,83,Virgil van Dijk,Liverpool,0.04,,Woodwork,9.0,Head,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-05-12,87,Mohamed Salah,Liverpool,0.03,0.51,Saved,23.0,Left Foot,,15:00,Matchweek 38,Sun,Home,W,2.0,0.0,3.0,Wolves,1.6,1.3,59.0,53331.0,Jordan Henderson,4-3-3,Martin Atkinson
2019-06-01,2,Mohamed Salah,Liverpool,0.79,0.91,Goal,13.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,17,Trent Alexander-Arnold,Liverpool,0.02,,Off Target,33.0,Right Foot,,,,,,,,,,,,,,,,,
2019-06-01,21,Mohamed Salah,Liverpool,0.03,,Blocked,27.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,22,Mohamed Salah,Liverpool,0.04,,Off Target,16.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,38,Andrew Robertson,Liverpool,0.03,0.06,Saved,24.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,39,Mohamed Salah,Liverpool,0.03,,Off Target,23.0,Right Foot,Volley,,,,,,,,,,,,,,,,
2019-06-01,42,Jordan Henderson,Liverpool,0.03,,Blocked,32.0,Right Foot,,,,,,,,,,,,,,,,,
2019-06-01,42,Mohamed Salah,Liverpool,0.02,,Blocked,28.0,Left Foot,Volley,,,,,,,,,,,,,,,,
2019-06-01,53,Fabinho,Liverpool,0.03,,Blocked,30.0,Right Foot,,,,,,,,,,,,,,,,,
2019-06-01,54,Mohamed Salah,Liverpool,0.11,,Blocked,12.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,69,James Milner,Liverpool,0.05,,Off Target,17.0,Left Foot,,,,,,,,,,,,,,,,,
2019-06-01,83,Jordan Henderson,Liverpool,0.03,,Off Target,28.0,Right Foot,,,,,,,,,,,,,,,,,
2019-06-01,87,Virgil van Dijk,Liverpool,0.05,,Blocked,15.0,Right Foot,Volley,,,,,,,,,,,,,,,,
2019-06-01,87,Divock Origi,Liverpool,0.04,0.58,Goal,15.0,Left Foot,,,,,,,,,,,,,,,,,
