Date,Minute,Player,Squad,xG_x,PSxG,Outcome,Distance,Body Part,Notes,Time,Round,Day,Venue,Result,GF,GA,Points,Opponent,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee
2018-08-12,17,Sadio Mané,Liverpool,0.04,,Blocked,16.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,18,Roberto Firmino,Liverpool,0.59,,Off Target,5.0,Right Foot,Volley,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,19,Mohamed Salah,Liverpool,0.74,0.95,Goal,4.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,24,Trent Alexander-Arnold,Liverpool,0.06,0.57,Saved,31.0,Right Foot,Free kick,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,25,Georginio Wijnaldum,Liverpool,0.09,,Off Target,12.0,Left Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,36,Mohamed Salah,Liverpool,0.06,0.06,Saved,12.0,Head,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,37,Mohamed Salah,Liverpool,0.53,0.62,Saved,5.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,45,Sadio Mané,Liverpool,0.75,0.94,Goal,4.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,53,Sadio Mané,Liverpool,0.11,0.28,Goal,16.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,65,James Milner,Liverpool,0.08,,Blocked,23.0,Right Foot,Free kick,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,65,Mohamed Salah,Liverpool,0.04,,Off Target,21.0,Left Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,68,Sadio Mané,Liverpool,0.08,,Off Target,6.0,Head,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,70,Joe Gomez,Liverpool,0.15,,Off Target,10.0,Other,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,73,Georginio Wijnaldum,Liverpool,0.03,,Off Target,30.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,78,Naby Keïta,Liverpool,0.03,,Off Target,14.0,Left Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,80,Georginio Wijnaldum,Liverpool,0.05,,Blocked,20.0,Right Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,88,Daniel Sturridge,Liverpool,0.59,0.94,Goal,3.0,Left Foot,Volley,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-12,90,Daniel Sturridge,Liverpool,0.05,0.1,Saved,15.0,Left Foot,,13:30,Matchweek 1,Sun,Home,W,4.0,0.0,3.0,West Ham,4.0,0.7,64.0,53235.0,James Milner,4-3-3,Anthony Taylor
2018-08-20,3,Mohamed Salah,Liverpool,0.05,,Blocked,14.0,Left Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,23,Mohamed Salah,Liverpool,0.38,,Off Target,16.0,Left Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,27,Mohamed Salah,Liverpool,0.07,,Blocked,21.0,Left Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,27,Naby Keïta,Liverpool,0.26,0.31,Saved,10.0,Left Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,35,Andrew Robertson,Liverpool,0.06,,Off Target,15.0,Left Foot,Volley,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,44,James Milner,Liverpool,0.02,,Blocked,33.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,45,James Milner,Liverpool,0.79,0.99,Goal,13.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,49,Naby Keïta,Liverpool,0.07,,Off Target,17.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,60,Mohamed Salah,Liverpool,0.02,,Blocked,25.0,Left Foot,Volley,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,61,Trent Alexander-Arnold,Liverpool,0.03,,Blocked,26.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,77,Mohamed Salah,Liverpool,0.16,,Blocked,21.0,Left Foot,Free kick,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,78,Naby Keïta,Liverpool,0.01,0.06,Saved,31.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,81,Sadio Mané,Liverpool,0.07,0.17,Saved,14.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,84,Mohamed Salah,Liverpool,0.08,0.22,Saved,10.0,Head,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,87,Roberto Firmino,Liverpool,0.03,,Off Target,21.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-20,90,Sadio Mané,Liverpool,0.51,0.73,Goal,11.0,Right Foot,,20:00,Matchweek 2,Mon,Away,W,2.0,0.0,3.0,Crystal Palace,2.6,0.4,63.0,25750.0,James Milner,4-3-3,Michael Oliver
2018-08-25,5,Sadio Mané,Liverpool,0.06,,Off Target,16.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,9,Roberto Firmino,Liverpool,0.35,0.51,Saved,4.0,Head,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,15,Trent Alexander-Arnold,Liverpool,0.11,,Woodwork,21.0,Right Foot,Free kick,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,19,Mohamed Salah,Liverpool,0.04,0.06,Saved,12.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,23,Mohamed Salah,Liverpool,0.06,0.58,Goal,16.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,31,Georginio Wijnaldum,Liverpool,0.06,0.15,Saved,10.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,34,Sadio Mané,Liverpool,0.1,0.15,Saved,9.0,Head,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,44,Roberto Firmino,Liverpool,0.03,,Blocked,28.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,44,Roberto Firmino,Liverpool,0.03,,Off Target,23.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,46,Roberto Firmino,Liverpool,0.06,,Blocked,12.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,58,Naby Keïta,Liverpool,0.03,,Off Target,29.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,58,Mohamed Salah,Liverpool,0.08,,Blocked,14.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,61,Joe Gomez,Liverpool,0.07,0.04,Saved,13.0,Head,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,69,Roberto Firmino,Liverpool,0.05,0.07,Saved,13.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,72,Mohamed Salah,Liverpool,0.03,,Blocked,31.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,86,Daniel Sturridge,Liverpool,0.03,,Blocked,25.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,86,Trent Alexander-Arnold,Liverpool,0.06,,Blocked,17.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,87,Georginio Wijnaldum,Liverpool,0.19,,Blocked,4.0,Right Foot,Deflected,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,87,Mohamed Salah,Liverpool,0.04,,Off Target,19.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,90,Georginio Wijnaldum,Liverpool,0.06,,Blocked,16.0,Right Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,90,Daniel Sturridge,Liverpool,0.03,,Off Target,20.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-08-25,90,Mohamed Salah,Liverpool,0.07,,Off Target,18.0,Left Foot,,17:30,Matchweek 3,Sat,Home,W,1.0,0.0,3.0,Brighton,1.6,0.6,69.0,53294.0,James Milner,4-3-3,Chris Kavanagh
2018-09-01,4,Roberto Firmino,Liverpool,0.28,0.11,Saved,15.0,Right Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,4,Mohamed Salah,Liverpool,0.34,,Off Target,12.0,Left Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,10,Sadio Mané,Liverpool,0.1,0.12,Goal,12.0,Left Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,16,Joe Gomez,Liverpool,0.06,,Off Target,11.0,Head,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,21,Georginio Wijnaldum,Liverpool,0.07,,Blocked,14.0,Left Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,43,Mohamed Salah,Liverpool,0.03,0.25,Saved,27.0,Left Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,45,Roberto Firmino,Liverpool,0.06,0.31,Goal,10.0,Head,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,54,Mohamed Salah,Liverpool,0.03,,Blocked,25.0,Left Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,82,Sadio Mané,Liverpool,0.15,,Off Target,8.0,Head,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-01,86,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,29.0,Right Foot,,12:30,Matchweek 4,Sat,Away,W,2.0,1.0,3.0,Leicester City,1.0,1.0,49.0,32149.0,Jordan Henderson,4-3-3,Paul Tierney
2018-09-15,3,Virgil van Dijk,Liverpool,0.08,,Off Target,8.0,Head,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,6,Trent Alexander-Arnold,Liverpool,0.06,0.14,Saved,28.0,Right Foot,Free kick,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,22,Mohamed Salah,Liverpool,0.27,0.55,Saved,12.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,35,Sadio Mané,Liverpool,0.09,0.51,Saved,11.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,39,Georginio Wijnaldum,Liverpool,0.08,0.43,Goal,8.0,Head,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,43,Georginio Wijnaldum,Liverpool,0.06,,Off Target,12.0,Right Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,49,Naby Keïta,Liverpool,0.02,0.04,Saved,26.0,Right Foot,Volley,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,49,Sadio Mané,Liverpool,0.08,0.13,Saved,15.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,54,Roberto Firmino,Liverpool,0.98,0.97,Goal,1.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,60,Virgil van Dijk,Liverpool,0.08,,Off Target,11.0,Head,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,63,Naby Keïta,Liverpool,0.32,0.39,Saved,10.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,81,Mohamed Salah,Liverpool,0.05,0.11,Saved,17.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,81,Sadio Mané,Liverpool,0.11,,Off Target,8.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,81,Sadio Mané,Liverpool,0.06,0.03,Saved,17.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,84,Mohamed Salah,Liverpool,0.12,,Blocked,13.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,84,Mohamed Salah,Liverpool,0.1,,Blocked,11.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-15,90,Sadio Mané,Liverpool,0.03,,Off Target,27.0,Left Foot,,12:30,Matchweek 5,Sat,Away,W,2.0,1.0,3.0,Tottenham,2.6,1.0,40.0,80188.0,James Milner,4-3-3,Michael Oliver
2018-09-18,6,Virgil van Dijk,Liverpool,0.04,0.2,Saved,15.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-18,7,James Milner,Liverpool,0.04,0.46,Saved,25.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,10,Sadio Mané,Liverpool,0.04,0.03,Saved,24.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,15,Joe Gomez,Liverpool,0.07,,Off Target,9.0,Head,,,,,,,,,,,,,,,,,
2018-09-18,26,Sadio Mané,Liverpool,0.06,,Off Target,13.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,30,Daniel Sturridge,Liverpool,0.39,0.42,Goal,7.0,Head,,,,,,,,,,,,,,,,,
2018-09-18,32,Daniel Sturridge,Liverpool,0.19,,Blocked,4.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,36,James Milner,Liverpool,0.79,1.0,Goal,13.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-18,58,Georginio Wijnaldum,Liverpool,0.03,,Blocked,23.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-18,61,Daniel Sturridge,Liverpool,0.26,0.22,Saved,11.0,Head,,,,,,,,,,,,,,,,,
2018-09-18,65,Daniel Sturridge,Liverpool,0.03,,Off Target,22.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-18,68,Mohamed Salah,Liverpool,0.04,,Blocked,18.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,72,Mohamed Salah,Liverpool,0.04,,Off Target,15.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,82,Sadio Mané,Liverpool,0.17,,Off Target,5.0,Left Foot,,,,,,,,,,,,,,,,,
2018-09-18,87,Trent Alexander-Arnold,Liverpool,0.07,,Blocked,23.0,Right Foot,Free kick,,,,,,,,,,,,,,,,
2018-09-18,89,Trent Alexander-Arnold,Liverpool,0.03,,Blocked,22.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-18,90,Roberto Firmino,Liverpool,0.06,0.52,Goal,13.0,Right Foot,,,,,,,,,,,,,,,,,
2018-09-22,4,Roberto Firmino,Liverpool,0.08,,Off Target,9.0,Head,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,10,Xherdan Shaqiri,Liverpool,0.03,,Blocked,17.0,Right Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,21,Joël Matip,Liverpool,0.07,0.56,Goal,9.0,Head,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,31,Georginio Wijnaldum,Liverpool,0.04,,Off Target,25.0,Right Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,43,Mohamed Salah,Liverpool,0.23,,Off Target,4.0,Left Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,45,Roberto Firmino,Liverpool,0.04,,Blocked,18.0,Right Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,45,Sadio Mané,Liverpool,0.03,0.04,Saved,26.0,Right Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,45,Xherdan Shaqiri,Liverpool,0.06,,Woodwork,30.0,Left Foot,Free kick,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,45,Mohamed Salah,Liverpool,0.96,0.98,Goal,1.0,Left Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,85,Andrew Robertson,Liverpool,0.04,,Off Target,16.0,Left Foot,Volley,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,89,James Milner,Liverpool,0.07,,Blocked,15.0,Right Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-22,89,James Milner,Liverpool,0.09,,Blocked,12.0,Left Foot,,15:00,Matchweek 6,Sat,Home,W,3.0,0.0,3.0,Southampton,1.7,0.3,61.0,50965.0,Jordan Henderson,4-2-3-1,Paul Tierney
2018-09-29,5,Mohamed Salah,Liverpool,0.03,0.02,Saved,22.0,Left Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,11,Mohamed Salah,Liverpool,0.06,,Off Target,22.0,Left Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,15,Sadio Mané,Liverpool,0.04,,Off Target,23.0,Right Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,18,Roberto Firmino,Liverpool,0.05,,Blocked,16.0,Right Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,32,Mohamed Salah,Liverpool,0.45,,Blocked,8.0,Right Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,44,Sadio Mané,Liverpool,0.07,,Off Target,15.0,Left Foot,Volley,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,58,Sadio Mané,Liverpool,0.07,0.2,Saved,11.0,Right Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,59,Mohamed Salah,Liverpool,0.04,,Off Target,16.0,Left Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
2018-09-29,70,Xherdan Shaqiri,Liverpool,0.3,,Off Target,11.0,Right Foot,,17:30,Matchweek 7,Sat,Away,D,1.0,1.0,1.0,Chelsea,1.6,1.1,53.0,40625.0,Jordan Henderson,4-3-3,Andre Marriner
