Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Michael Lang,SUI,27,Monchengladbach,13.9,1255,DF,647.0,803.0,80.6,10575.0,3170.0,319.0,357.0,89.4,257.0,325.0,79.1,53.0,77.0,68.8,0.0,0.4,0.5,-0.4,4.0,39.0,7.0,4.0,57.0,9.0,0.65,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,27.3,0.74,0.2,0.09,0.33,10.5,0.0,0,0,1.9,1.9,0.17,-0.9,-0.9,14.0,9.0,7.0,6.0,1.0,6.0,37.5,10.0,14.0,11.0,20.0,30.0,42.0,1.0,0.6428571428571429,917.0,48.0,236.0,489.0,198.0,23.0,917.0,10.0,2.0,20.0,8.0,80.0,435.0,2259.0,1201.0,23.0,12.0,4.0,4.0,2.0,579.0,59.0,0.0,0.0,0.0,11.0,2.0,35.0,0.0,0.0,0.0,44.0,19.0,59.4
Christoph Kramer,GER,27,Monchengladbach,12.6,1136,MF,652.0,742.0,87.9,10627.0,2807.0,313.0,340.0,92.1,281.0,308.0,91.2,40.0,59.0,67.8,1.0,0.8,1.0,0.2,9.0,55.0,7.0,0.0,72.0,18.0,1.42,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,37.5,0.59,0.22,0.25,0.67,17.6,0.0,0,0,1.0,1.0,0.13,1.0,1.0,41.0,25.0,17.0,23.0,1.0,15.0,37.5,25.0,19.0,15.0,26.0,62.0,23.0,0.0,0.6097560975609756,898.0,33.0,200.0,593.0,111.0,14.0,898.0,16.0,9.0,56.3,7.0,43.8,439.0,2239.0,1170.0,15.0,9.0,1.0,24.0,16.0,573.0,17.0,6.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,77.0,15.0,35.7
Fabian Johnson,USA,30,Monchengladbach,11.2,1012,DF,448.0,561.0,79.9,6835.0,1758.0,232.0,262.0,88.5,185.0,212.0,87.3,15.0,39.0,38.5,0.0,0.5,0.5,-0.5,4.0,28.0,9.0,0.0,43.0,13.0,1.16,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.18,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,33.3,0.27,0.09,0.33,1.0,12.1,0.0,0,0,1.1,1.1,0.36,-0.1,-0.1,13.0,5.0,2.0,8.0,3.0,6.0,75.0,2.0,8.0,5.0,10.0,23.0,16.0,0.0,0.3846153846153846,635.0,30.0,169.0,338.0,132.0,15.0,635.0,5.0,1.0,20.0,4.0,80.0,363.0,1786.0,1034.0,20.0,18.0,3.0,11.0,8.0,435.0,43.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0,0.0,0.0,54.0,8.0,33.3
Patrick Herrmann,GER,27,Monchengladbach,12.0,1079,FW,393.0,529.0,74.3,6693.0,1992.0,185.0,221.0,83.7,155.0,195.0,79.5,37.0,76.0,48.7,3.0,3.0,2.3,0.0,25.0,21.0,20.0,12.0,43.0,42.0,3.5,32.0,4.0,3.0,1.0,1.0,1.0,4.0,0.33,3.0,0.0,1.0,0.0,0.0,0.0,3,4.0,19.0,1.65,0.31,0.14,0.75,19.8,2.0,0,0,1.5,1.5,0.08,1.5,1.5,20.0,15.0,8.0,7.0,5.0,6.0,35.3,11.0,6.0,3.0,6.0,26.0,12.0,0.0,0.75,624.0,13.0,113.0,230.0,287.0,31.0,624.0,22.0,12.0,54.5,10.0,45.5,308.0,2200.0,1335.0,42.0,21.0,10.0,13.0,8.0,421.0,110.0,2.0,0.0,0.0,17.0,4.0,75.0,0.0,1.0,0.0,53.0,7.0,28.0
Tony Jantschke,GER,28,Monchengladbach,10.4,933,DF,726.0,809.0,89.7,15036.0,5025.0,182.0,200.0,91.0,447.0,472.0,94.7,92.0,123.0,74.8,2.0,0.4,0.1,1.6,1.0,20.0,1.0,0.0,36.0,7.0,0.68,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,16.7,0.53,0.09,0.0,0.0,10.0,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,15.0,11.0,9.0,5.0,1.0,6.0,75.0,2.0,10.0,3.0,28.0,42.0,51.0,1.0,0.7333333333333333,918.0,65.0,471.0,436.0,16.0,5.0,918.0,3.0,2.0,66.7,1.0,33.3,536.0,2934.0,1454.0,7.0,1.0,0.0,3.0,1.0,674.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,53.0,29.0,55.8
Jordan Beyer,GER,18,Monchengladbach,8.0,720,DF,412.0,473.0,87.1,7444.0,1943.0,157.0,171.0,91.8,217.0,236.0,91.9,31.0,44.0,70.5,0.0,0.1,0.2,-0.1,2.0,19.0,1.0,1.0,31.0,8.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,42.9,0.78,0.33,0.0,0.0,14.6,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,32.0,20.0,21.0,10.0,1.0,17.0,70.8,7.0,12.0,6.0,13.0,43.0,32.0,0.0,0.625,576.0,50.0,247.0,279.0,53.0,6.0,576.0,10.0,7.0,70.0,3.0,30.0,315.0,1696.0,1028.0,10.0,8.0,1.0,7.0,4.0,372.0,13.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,22.0,14.0,48.3
Ibrahima Traoré,GUI,30,Monchengladbach,6.1,552,FW,207.0,290.0,71.4,3937.0,1082.0,87.0,103.0,84.5,85.0,111.0,76.6,30.0,56.0,53.6,2.0,2.7,3.0,-0.7,14.0,17.0,15.0,6.0,29.0,31.0,5.05,18.0,2.0,4.0,5.0,2.0,0.0,6.0,0.98,4.0,1.0,1.0,0.0,0.0,0.0,0,5.0,29.4,2.56,0.75,0.0,0.0,18.8,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,12.0,6.0,8.0,2.0,2.0,3.0,27.3,8.0,3.0,2.0,3.0,15.0,1.0,0.0,0.5,353.0,5.0,40.0,125.0,189.0,21.0,353.0,26.0,20.0,76.9,6.0,23.1,218.0,1356.0,681.0,18.0,11.0,6.0,12.0,3.0,263.0,65.0,1.0,0.0,0.0,7.0,3.0,51.0,0.0,0.0,0.0,22.0,0.0,0.0
Raffael,BRA,33,Monchengladbach,6.0,543,FW,178.0,220.0,80.9,2296.0,461.0,102.0,118.0,86.4,47.0,54.0,87.0,9.0,17.0,52.9,1.0,1.3,0.9,-0.3,16.0,19.0,6.0,1.0,24.0,26.0,4.37,21.0,0.0,3.0,2.0,0.0,0.0,3.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,5,6.0,40.0,2.21,0.89,0.33,0.83,13.6,1.0,0,0,2.1,2.1,0.19,-0.1,-0.1,8.0,4.0,2.0,4.0,2.0,2.0,28.6,5.0,5.0,5.0,1.0,9.0,0.0,0.0,0.5,278.0,0.0,16.0,120.0,144.0,27.0,278.0,15.0,10.0,66.7,5.0,33.3,155.0,994.0,450.0,16.0,15.0,6.0,18.0,17.0,219.0,39.0,0.0,0.0,0.0,9.0,3.0,8.0,0.0,0.0,0.0,23.0,3.0,37.5
Mickaël Cuisance,FRA,18,Monchengladbach,3.1,279,MF,119.0,154.0,77.3,1973.0,382.0,57.0,69.0,82.6,49.0,53.0,92.5,8.0,18.0,44.4,1.0,0.3,0.3,0.7,5.0,11.0,3.0,0.0,20.0,12.0,3.87,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.65,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,10.0,2.77,0.28,0.0,0.0,22.0,1.0,0,0,0.4,0.4,0.06,-0.4,-0.4,11.0,6.0,6.0,3.0,2.0,3.0,37.5,5.0,3.0,3.0,6.0,16.0,4.0,0.0,0.5454545454545454,212.0,4.0,29.0,104.0,81.0,9.0,212.0,15.0,12.0,80.0,3.0,20.0,118.0,673.0,349.0,8.0,9.0,4.0,15.0,10.0,146.0,19.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,20.0
Wout Weghorst,NED,25,Wolfsburg,32.5,2925,FW,566.0,819.0,69.1,7507.0,1473.0,330.0,447.0,73.8,152.0,216.0,70.4,27.0,39.0,69.2,7.0,4.9,4.2,2.1,37.0,34.0,15.0,3.0,55.0,68.0,2.09,53.0,0.0,3.0,6.0,5.0,1.0,12.0,0.37,7.0,0.0,1.0,3.0,1.0,0.0,18,31.0,44.3,2.03,0.9,0.2,0.45,12.6,0.0,4,4,14.3,11.3,0.17,2.7,1.7,30.0,23.0,10.0,12.0,8.0,7.0,20.0,28.0,27.0,24.0,10.0,39.0,33.0,0.0,0.7666666666666667,1124.0,40.0,125.0,554.0,452.0,123.0,1120.0,26.0,15.0,57.7,11.0,42.3,571.0,2682.0,994.0,26.0,21.0,14.0,63.0,46.0,797.0,154.0,4.0,0.0,0.0,38.0,29.0,12.0,1.0,0.0,0.0,97.0,115.0,54.0
Maximilian Arnold,GER,24,Wolfsburg,31.9,2872,MF,1111.0,1473.0,75.4,23482.0,6132.0,389.0,454.0,85.7,448.0,544.0,82.4,236.0,393.0,60.1,6.0,4.3,3.8,1.7,46.0,111.0,24.0,6.0,141.0,90.0,2.82,41.0,30.0,4.0,6.0,9.0,0.0,14.0,0.44,4.0,6.0,1.0,1.0,2.0,0.0,2,24.0,41.4,1.66,0.69,0.03,0.08,27.7,8.0,0,0,2.7,2.7,0.05,-0.7,-0.7,52.0,31.0,21.0,27.0,4.0,21.0,34.4,40.0,31.0,21.0,40.0,87.0,48.0,1.0,0.5961538461538461,1768.0,78.0,369.0,1000.0,427.0,24.0,1768.0,30.0,25.0,83.3,5.0,16.7,930.0,4937.0,2399.0,41.0,33.0,5.0,35.0,29.0,1061.0,83.0,9.0,0.0,0.0,48.0,2.0,142.0,1.0,0.0,0.0,207.0,25.0,36.2
Robin Knoche,GER,26,Wolfsburg,31.0,2790,DF,1756.0,2051.0,85.6,39970.0,12131.0,345.0,402.0,85.8,1078.0,1164.0,92.6,321.0,443.0,72.5,0.0,0.1,0.5,-0.1,1.0,97.0,3.0,1.0,129.0,21.0,0.68,18.0,2.0,0.0,1.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,3,5.0,31.3,0.48,0.15,0.19,0.6,9.4,0.0,0,0,1.8,1.8,0.13,1.2,1.2,26.0,22.0,19.0,6.0,1.0,16.0,55.2,13.0,46.0,17.0,46.0,70.0,138.0,2.0,0.8461538461538461,2358.0,234.0,1235.0,1082.0,54.0,25.0,2358.0,10.0,8.0,80.0,2.0,20.0,1500.0,8782.0,5327.0,28.0,12.0,1.0,11.0,5.0,1603.0,7.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,175.0,75.0,54.7
William,BRA,23,Wolfsburg,29.7,2675,DF,1309.0,1793.0,73.0,23707.0,8148.0,616.0,719.0,85.7,460.0,629.0,73.1,190.0,318.0,59.7,1.0,2.6,3.9,-1.6,39.0,85.0,44.0,24.0,132.0,78.0,2.62,64.0,8.0,3.0,1.0,1.0,1.0,7.0,0.24,4.0,2.0,0.0,1.0,0.0,0.0,2,6.0,23.1,0.82,0.19,0.08,0.33,23.0,6.0,0,0,1.4,1.4,0.06,0.6,0.6,82.0,61.0,52.0,21.0,9.0,35.0,46.7,40.0,41.0,39.0,88.0,167.0,127.0,3.0,0.7439024390243902,2230.0,138.0,696.0,1000.0,553.0,32.0,2230.0,50.0,27.0,54.0,23.0,46.0,1046.0,5607.0,2975.0,62.0,52.0,9.0,27.0,20.0,1147.0,144.0,11.0,0.0,0.0,41.0,0.0,118.0,0.0,3.0,0.0,178.0,50.0,56.8
John Brooks,USA,25,Wolfsburg,29.0,2610,DF,1499.0,1746.0,85.9,35867.0,11162.0,257.0,308.0,83.4,886.0,960.0,92.3,344.0,448.0,76.8,2.0,0.8,0.7,1.2,4.0,93.0,3.0,0.0,135.0,22.0,0.76,21.0,0.0,0.0,1.0,0.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,3,5.0,26.3,0.59,0.16,0.16,0.6,9.7,0.0,0,0,2.6,2.6,0.14,0.4,0.4,29.0,15.0,18.0,9.0,2.0,13.0,48.1,14.0,28.0,15.0,46.0,66.0,135.0,3.0,0.5172413793103449,2015.0,187.0,992.0,984.0,55.0,33.0,2015.0,5.0,4.0,80.0,1.0,20.0,1252.0,8119.0,4784.0,27.0,5.0,1.0,6.0,10.0,1351.0,3.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,133.0,77.0,73.3
Jérôme Roussillon,FRA,25,Wolfsburg,27.3,2461,DF,1018.0,1361.0,74.8,17273.0,6494.0,492.0,577.0,85.3,375.0,480.0,78.1,111.0,205.0,54.1,4.0,2.5,4.8,1.5,30.0,86.0,39.0,24.0,113.0,57.0,2.08,44.0,3.0,6.0,4.0,0.0,0.0,9.0,0.33,8.0,0.0,1.0,0.0,0.0,0.0,3,10.0,47.6,0.69,0.33,0.14,0.3,20.8,0.0,0,0,1.7,1.7,0.09,1.3,1.3,42.0,33.0,25.0,15.0,2.0,20.0,66.7,10.0,50.0,43.0,38.0,73.0,54.0,0.0,0.7857142857142857,1691.0,75.0,440.0,830.0,446.0,38.0,1691.0,80.0,49.0,61.3,31.0,38.8,927.0,5864.0,3258.0,92.0,58.0,17.0,46.0,35.0,996.0,123.0,4.0,0.0,0.0,24.0,1.0,121.0,0.0,0.0,0.0,151.0,24.0,45.3
Yannick Gerhardt,GER,24,Wolfsburg,27.3,2455,MF,776.0,1037.0,74.8,12251.0,2768.0,400.0,499.0,80.2,277.0,344.0,80.5,61.0,100.0,61.0,2.0,3.1,2.1,-1.1,26.0,58.0,20.0,7.0,95.0,67.0,2.46,54.0,1.0,0.0,6.0,6.0,0.0,9.0,0.33,4.0,0.0,0.0,4.0,1.0,0.0,2,8.0,21.1,1.27,0.27,0.05,0.25,16.6,0.0,0,0,3.5,3.5,0.1,-1.5,-1.5,52.0,35.0,22.0,20.0,10.0,16.0,37.2,27.0,35.0,28.0,31.0,82.0,34.0,0.0,0.6730769230769231,1335.0,39.0,245.0,677.0,431.0,65.0,1335.0,24.0,9.0,37.5,15.0,62.5,756.0,4703.0,2360.0,74.0,51.0,6.0,37.0,35.0,895.0,155.0,3.0,0.0,0.0,29.0,5.0,52.0,1.0,0.0,0.0,127.0,25.0,36.8
Koen Casteels,BEL,26,Wolfsburg,25.5,2295,GK,938.0,1188.0,79.0,28662.0,18413.0,79.0,79.0,100.0,499.0,500.0,99.8,360.0,602.0,59.8,0.0,0.0,0.1,0.0,0.0,10.0,0.0,0.0,2.0,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1246.0,1013.0,1238.0,8.0,0.0,0.0,1246.0,0.0,0.0,,0.0,,709.0,3618.0,2088.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,100.0
Admir Mehmedi,SUI,27,Wolfsburg,18.8,1692,FW,562.0,784.0,71.7,8285.0,2441.0,315.0,381.0,82.7,153.0,207.0,73.9,47.0,101.0,46.5,5.0,3.6,4.3,1.4,36.0,28.0,27.0,7.0,74.0,78.0,4.15,47.0,16.0,3.0,5.0,6.0,1.0,10.0,0.53,5.0,1.0,0.0,2.0,1.0,1.0,7,15.0,38.5,1.96,0.75,0.18,0.47,17.1,1.0,0,0,4.0,4.0,0.11,2.0,2.0,46.0,30.0,19.0,19.0,8.0,18.0,40.9,26.0,25.0,25.0,13.0,58.0,9.0,0.0,0.6521739130434783,1007.0,9.0,130.0,418.0,468.0,78.0,1007.0,29.0,13.0,44.8,16.0,55.2,533.0,2681.0,1112.0,36.0,30.0,17.0,45.0,28.0,654.0,176.0,1.0,0.0,0.0,31.0,18.0,80.0,0.0,0.0,0.0,84.0,24.0,38.1
Josuha Guilavogui,FRA,27,Wolfsburg,17.4,1570,MF,654.0,805.0,81.2,12024.0,3292.0,246.0,299.0,82.3,320.0,366.0,87.4,67.0,100.0,67.0,1.0,0.3,0.8,0.7,8.0,48.0,3.0,1.0,69.0,22.0,1.26,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,2,5.0,55.6,0.49,0.27,0.22,0.4,14.1,0.0,0,0,1.0,1.0,0.15,1.0,1.0,31.0,18.0,18.0,13.0,0.0,14.0,56.0,11.0,17.0,9.0,45.0,74.0,56.0,2.0,0.5806451612903226,980.0,71.0,322.0,584.0,82.0,12.0,980.0,10.0,8.0,80.0,2.0,20.0,480.0,1807.0,853.0,10.0,12.0,1.0,10.0,7.0,527.0,14.0,5.0,0.0,0.0,27.0,0.0,4.0,0.0,0.0,0.0,158.0,29.0,59.2
Renato Steffen,SUI,26,Wolfsburg,16.7,1503,FW,432.0,580.0,74.5,6968.0,1790.0,197.0,245.0,80.4,169.0,207.0,81.6,37.0,56.0,66.1,1.0,1.8,2.3,-0.8,13.0,32.0,24.0,8.0,59.0,43.0,2.57,31.0,1.0,5.0,2.0,3.0,1.0,4.0,0.24,3.0,0.0,0.0,0.0,0.0,1.0,5,9.0,32.1,1.52,0.49,0.18,0.56,16.5,0.0,0,0,3.1,3.1,0.11,1.9,1.9,26.0,18.0,5.0,17.0,4.0,7.0,41.2,10.0,13.0,11.0,16.0,42.0,14.0,0.0,0.6923076923076923,746.0,18.0,124.0,364.0,273.0,36.0,746.0,27.0,19.0,70.4,8.0,29.6,450.0,2682.0,1358.0,32.0,34.0,7.0,43.0,15.0,504.0,85.0,6.0,0.0,0.0,27.0,4.0,31.0,0.0,1.0,0.0,89.0,18.0,40.0
Josip Brekalo,CRO,20,Wolfsburg,15.7,1415,FW,424.0,625.0,67.8,7920.0,2259.0,176.0,232.0,75.9,168.0,230.0,73.0,62.0,102.0,60.8,4.0,1.4,1.7,2.6,20.0,45.0,19.0,1.0,78.0,62.0,3.94,41.0,15.0,1.0,1.0,3.0,1.0,7.0,0.44,6.0,0.0,1.0,0.0,0.0,0.0,3,14.0,48.3,1.71,0.82,0.1,0.21,19.8,0.0,0,0,2.3,2.3,0.09,0.7,0.7,15.0,8.0,7.0,6.0,2.0,5.0,27.8,13.0,15.0,14.0,12.0,27.0,9.0,1.0,0.5333333333333333,797.0,8.0,82.0,345.0,378.0,33.0,797.0,59.0,30.0,50.8,29.0,49.2,517.0,3965.0,1927.0,72.0,45.0,20.0,36.0,25.0,570.0,111.0,2.0,0.0,0.0,17.0,2.0,61.0,0.0,0.0,0.0,71.0,6.0,28.6
Elvis Rexhbeçaj,GER,20,Wolfsburg,12.7,1144,MF,287.0,411.0,69.8,4745.0,1584.0,149.0,184.0,81.0,86.0,123.0,69.9,34.0,61.0,55.7,2.0,1.2,1.1,0.8,7.0,32.0,13.0,2.0,57.0,25.0,1.97,22.0,0.0,0.0,0.0,2.0,1.0,5.0,0.39,4.0,0.0,0.0,0.0,1.0,0.0,2,4.0,36.4,0.77,0.28,0.18,0.5,23.1,0.0,0,0,0.7,0.7,0.07,1.3,1.3,28.0,20.0,11.0,12.0,5.0,12.0,50.0,12.0,18.0,16.0,16.0,42.0,21.0,0.0,0.7142857142857143,585.0,21.0,128.0,313.0,156.0,16.0,585.0,14.0,10.0,71.4,4.0,28.6,299.0,1473.0,709.0,15.0,17.0,6.0,42.0,18.0,316.0,41.0,4.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,75.0,19.0,45.2
Daniel Ginczek,GER,27,Wolfsburg,14.2,1276,FW,203.0,358.0,56.7,3183.0,840.0,115.0,172.0,66.9,57.0,100.0,57.0,21.0,30.0,70.0,2.0,1.6,1.1,0.4,13.0,21.0,8.0,3.0,25.0,35.0,2.47,22.0,0.0,6.0,3.0,4.0,0.0,6.0,0.42,4.0,0.0,1.0,1.0,0.0,0.0,7,16.0,40.0,2.47,0.99,0.18,0.44,16.8,0.0,0,0,3.8,3.8,0.11,2.2,2.2,9.0,9.0,4.0,3.0,2.0,5.0,26.3,14.0,12.0,10.0,4.0,12.0,23.0,1.0,1.0,521.0,19.0,62.0,239.0,226.0,60.0,521.0,24.0,14.0,58.3,10.0,41.7,286.0,1691.0,786.0,34.0,25.0,21.0,42.0,25.0,366.0,103.0,4.0,0.0,0.0,18.0,4.0,18.0,0.0,0.0,0.0,45.0,26.0,44.1
Marcel Tisserand,COD,25,Wolfsburg,9.8,886,DF,468.0,602.0,77.7,10788.0,2969.0,117.0,148.0,79.1,237.0,273.0,86.8,108.0,157.0,68.8,0.0,0.1,0.2,-0.1,2.0,35.0,2.0,2.0,36.0,7.0,0.71,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,20.0,0.92,0.18,0.1,0.5,8.7,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,14.0,9.0,9.0,5.0,0.0,10.0,76.9,3.0,12.0,7.0,22.0,34.0,42.0,1.0,0.6428571428571429,722.0,55.0,292.0,381.0,53.0,14.0,722.0,12.0,4.0,33.3,8.0,66.7,452.0,2962.0,1547.0,16.0,4.0,0.0,6.0,7.0,480.0,7.0,2.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,52.0,29.0,54.7
Pavao Pervan,AUT,30,Wolfsburg,8.5,765,GK,267.0,348.0,76.7,8497.0,6060.0,20.0,20.0,100.0,131.0,132.0,99.2,116.0,193.0,60.1,0.0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0,2.0,0.24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,365.0,313.0,363.0,2.0,0.0,0.0,365.0,0.0,0.0,,0.0,,199.0,926.0,555.0,0.0,0.0,0.0,1.0,0.0,197.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,100.0
Ignacio Camacho,ESP,28,Wolfsburg,6.0,540,MF,236.0,305.0,77.4,4828.0,1838.0,76.0,95.0,80.0,106.0,122.0,86.9,43.0,59.0,72.9,0.0,0.5,0.4,-0.5,2.0,38.0,2.0,0.0,43.0,9.0,1.5,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,42.9,1.17,0.5,0.0,0.0,17.7,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,15.0,9.0,9.0,6.0,0.0,3.0,42.9,4.0,7.0,5.0,18.0,33.0,12.0,0.0,0.6,370.0,16.0,90.0,245.0,36.0,8.0,370.0,1.0,1.0,100.0,0.0,0.0,170.0,774.0,377.0,3.0,2.0,0.0,5.0,1.0,209.0,2.0,3.0,0.0,0.0,14.0,1.0,2.0,0.0,0.0,0.0,36.0,30.0,75.0
Yunus Mallı,TUR,26,Wolfsburg,7.8,701,MF,259.0,342.0,75.7,3791.0,1125.0,130.0,158.0,82.3,89.0,106.0,84.0,14.0,27.0,51.9,1.0,1.8,1.1,-0.8,17.0,23.0,14.0,2.0,36.0,33.0,4.24,24.0,5.0,3.0,0.0,1.0,0.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,1,3.0,27.3,1.26,0.34,0.0,0.0,20.4,0.0,1,1,1.9,1.1,0.15,-0.9,-1.1,15.0,7.0,8.0,6.0,1.0,2.0,18.2,9.0,2.0,2.0,4.0,19.0,1.0,0.0,0.4666666666666667,410.0,4.0,50.0,209.0,157.0,24.0,409.0,17.0,9.0,52.9,8.0,47.1,250.0,1612.0,827.0,25.0,26.0,7.0,14.0,13.0,283.0,45.0,0.0,0.0,0.0,8.0,2.0,24.0,0.0,0.0,0.0,34.0,6.0,33.3
Felix Klaus,GER,25,Wolfsburg,4.9,443,FW,108.0,145.0,74.5,1407.0,322.0,73.0,85.0,85.9,25.0,37.0,67.6,4.0,10.0,40.0,1.0,2.2,1.1,-1.2,6.0,5.0,4.0,0.0,9.0,13.0,2.65,9.0,0.0,2.0,1.0,1.0,0.0,3.0,0.61,2.0,0.0,1.0,0.0,0.0,0.0,1,6.0,37.5,3.2,1.2,0.06,0.17,18.2,0.0,0,0,1.9,1.9,0.12,-0.9,-0.9,10.0,7.0,4.0,5.0,1.0,2.0,28.6,5.0,5.0,5.0,4.0,14.0,0.0,0.0,0.7,203.0,0.0,35.0,76.0,96.0,27.0,203.0,5.0,3.0,60.0,2.0,40.0,115.0,647.0,301.0,8.0,4.0,4.0,12.0,5.0,139.0,37.0,0.0,0.0,0.0,8.0,2.0,9.0,0.0,0.0,0.0,20.0,6.0,25.0
