Player,Club,Nation,Pos,Age,Minutes,Goals without penalties,Assists,Expected goals,Expected assists,Progressive runs,Shot creating actions,Crosses into penalty area,Successful Take-ons,Goals per shots on target,Shots on target %,Shots,Aerial duels won
Divock Origi,Liverpool,BEL,FW,23,371,97.64453961456103,83.5117773019272,90.36402569593149,10.278372591006423,41.97002141327623,23.126338329764454,0.0,82.01284796573876,97.64453961456103,98.07280513918629,42.184154175588866,30.83511777301927
Eden Hazard,Chelsea,BEL,FW,27,2923,71.09207708779444,98.7152034261242,52.03426124197003,95.28907922912205,98.07280513918629,99.3576017130621,89.07922912205566,92.50535331905782,50.32119914346895,68.73661670235546,60.599571734475376,38.11563169164882
Willian,Chelsea,BRA,FW,29,2097,22.055674518201286,85.4389721627409,19.48608137044968,85.65310492505354,95.71734475374733,98.92933618843684,92.71948608137045,89.07922912205566,19.05781584582441,37.25910064239829,62.95503211991434,23.98286937901499
Pedro,Chelsea,ESP,FW,31,1778,75.80299785867237,44.96788008565311,41.54175588865097,69.593147751606,86.7237687366167,86.0813704496788,92.71948608137045,94.43254817987152,50.32119914346895,71.5203426124197,63.38329764453962,32.76231263383298
Gonzalo Higuaín,Chelsea,ARG,FW,30,1085,77.73019271948608,0.0,70.2355460385439,40.471092077087796,58.02997858672377,49.03640256959314,0.0,25.910064239828696,60.17130620985011,11.777301927194861,91.43468950749465,34.90364025695932
Álvaro Morata,Chelsea,ESP,FW,25,941,85.4389721627409,0.0,94.21841541755889,2.7837259100642395,61.67023554603854,47.109207708779444,0.0,44.96788008565311,50.32119914346895,56.9593147751606,96.1456102783726,71.94860813704497
Olivier Giroud,Chelsea,FRA,FW,31,847,40.899357601713064,97.64453961456103,85.86723768736617,86.0813704496788,64.66809421841542,54.603854389721626,0.0,8.137044967880087,64.02569593147751,52.24839400428265,91.64882226980728,95.28907922912205
Callum Hudson-Odoi,Chelsea,ENG,FW,17,393,0.0,80.94218415417559,14.775160599571734,96.78800856531049,97.85867237687366,92.93361884368309,82.22698072805139,97.21627408993577,50.32119914346895,89.93576017130621,45.82441113490364,59.100642398286936
Harry Kane,Tottenham Hotspur,ENG,FW,25,2424,86.29550321199143,62.526766595289075,90.5781584582441,59.314775160599574,49.03640256959314,68.3083511777302,44.96788008565311,42.398286937901496,46.25267665952891,80.94218415417559,92.29122055674517,58.2441113490364
Lucas Moura,Tottenham Hotspur,BRA,FW,25,2121,79.22912205567452,0.0,40.899357601713064,16.916488222698074,67.6659528907923,73.23340471092077,26.33832976445396,61.88436830835118,85.4389721627409,56.9593147751606,38.97216274089936,59.95717344753747
Son Heung-min,Tottenham Hotspur,KOR,FW,26,2039,91.00642398286938,86.93790149892934,54.81798715203426,64.45396145610277,74.51820128479658,81.5845824411135,56.102783725910065,66.80942184154176,64.02569593147751,82.22698072805139,80.29978586723769,6.209850107066381
Fernando Llorente,Tottenham Hotspur,ESP,FW,33,694,22.483940042826553,99.78586723768737,77.51605995717344,80.51391862955032,80.08565310492506,64.45396145610277,0.0,97.4304068522484,87.36616702355461,33.61884368308351,84.79657387580299,94.00428265524626
Pierre-Emerick Aubameyang,Arsenal,GAB,FW,29,2726,94.00428265524626,65.0963597430407,98.50107066381156,55.24625267665952,55.24625267665952,20.556745182012847,77.08779443254818,37.25910064239829,85.01070663811564,64.02569593147751,84.79657387580299,27.62312633832976
Alexandre Lacazette,Arsenal,FRA,FW,27,2502,84.36830835117773,90.79229122055675,73.87580299785867,53.319057815845824,82.22698072805139,64.88222698072805,56.102783725910065,86.0813704496788,85.4389721627409,44.3254817987152,74.51820128479658,31.263383297644538
Alex Iwobi,Arsenal,NGA,FW,22,1970,22.91220556745182,89.29336188436831,14.5610278372591,96.57387580299786,89.50749464668094,90.14989293361884,90.79229122055675,64.45396145610277,37.25910064239829,58.45824411134903,16.488222698072803,4.282655246252676
Henrikh Mkhitaryan,Arsenal,ARM,FW,29,1641,62.31263383297645,79.22912205567452,42.82655246252677,97.64453961456103,62.31263383297645,84.58244111349036,77.08779443254818,17.558886509635975,43.46895074946467,18.629550321199144,50.32119914346895,80.94218415417559
Marcus Rashford,Manchester United,ENG,FW,20,2334,73.23340471092077,81.79871520342613,72.37687366167023,74.7323340471092,72.80513918629549,55.0321199143469,77.08779443254818,38.11563169164882,30.83511777301927,68.73661670235546,86.7237687366167,56.102783725910065
Romelu Lukaku,Manchester United,BEL,FW,25,2136,87.79443254817987,0.0,78.15845824411134,30.620985010706637,70.44967880085653,28.26552462526767,56.102783725910065,67.6659528907923,64.02569593147751,95.07494646680942,35.76017130620985,88.86509635974305
Jesse Lingard,Manchester United,ENG,FW,25,1663,28.693790149892934,46.25267665952891,37.47323340471092,58.02997858672377,24.62526766595289,69.37901498929337,44.96788008565311,25.910064239828696,37.25910064239829,62.95503211991434,10.278372591006423,5.139186295503212
Anthony Martial,Manchester United,FRA,FW,22,1621,87.36616702355461,47.96573875802998,57.38758029978587,65.0963597430407,92.71948608137045,76.87366167023555,56.102783725910065,44.96788008565311,80.51391862955032,79.22912205567452,34.90364025695932,73.44753747323341
Juan Mata,Manchester United,ESP,FW,30,1289,39.61456102783726,58.2441113490364,7.494646680942184,78.37259100642399,40.04282655246253,82.01284796573876,67.6659528907923,87.36616702355461,87.36616702355461,25.910064239828696,11.563169164882227,16.059957173447536
Alexis Sánchez,Manchester United,CHI,FW,29,880,16.274089935760173,94.00428265524626,12.633832976445397,95.07494646680942,77.30192719486081,88.86509635974305,72.59100642398288,42.398286937901496,17.34475374732334,86.0813704496788,13.9186295503212,17.77301927194861
Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,27,3111,60.38543897216274,74.94646680942184,76.44539614561027,71.09207708779444,42.82655246252677,41.54175588865097,72.59100642398288,43.897216274089935,64.02569593147751,24.197002141327623,82.44111349036403,62.31263383297645
Diogo Jota,Wolverhampton Wanderers,POR,FW,21,2355,65.95289079229121,72.1627408993576,56.3169164882227,78.58672376873662,44.75374732334047,70.66381156316916,56.102783725910065,40.68522483940043,62.95503211991434,71.5203426124197,34.90364025695932,23.340471092077088
Hélder Costa,Wolverhampton Wanderers,ANG,FW,24,1341,11.349036402569594,56.53104925053534,14.989293361884368,58.886509635974306,71.09207708779444,40.471092077087796,26.33832976445396,18.201284796573873,8.137044967880087,41.32762312633833,13.062098501070663,12.419700214132762
Adama Traoré,Wolverhampton Wanderers,ESP,FW,22,902,15.631691648822269,44.3254817987152,9.635974304068522,83.29764453961455,27.8372591006424,86.0813704496788,90.79229122055675,98.92933618843684,8.993576017130621,27.40899357601713,13.704496788008566,50.53533190578159
Ivan Cavaleiro,Wolverhampton Wanderers,POR,FW,24,693,74.08993576017131,54.603854389721626,44.96788008565311,75.37473233404711,97.4304068522484,85.86723768736617,87.58029978586723,70.02141327623126,98.28693790149893,39.82869379014989,10.920770877944326,25.910064239828696
Richarlison,Everton,BRA,FW,21,2665,80.94218415417559,24.839400428265524,51.39186295503212,18.629550321199144,53.319057815845824,55.6745182012848,44.96788008565311,41.113490364025694,85.4389721627409,31.69164882226981,67.23768736616702,28.051391862955033
Bernard,Everton,BRA,FW,25,2116,9.421841541755889,53.319057815845824,7.28051391862955,33.61884368308351,71.94860813704497,74.51820128479658,89.07922912205566,43.0406852248394,40.471092077087796,10.278372591006423,1.7130620985010707,9.635974304068522
Theo Walcott,Everton,ENG,FW,29,2119,40.471092077087796,39.186295503211994,33.83297644539615,44.75374732334047,48.394004282655246,34.90364025695932,87.58029978586723,53.96145610278372,37.25910064239829,89.93576017130621,17.34475374732334,14.775160599571734
Dominic Calvert-Lewin,Everton,ENG,FW,21,1784,58.45824411134903,44.75374732334047,43.25481798715203,20.12847965738758,43.46895074946467,11.349036402569594,26.33832976445396,57.81584582441114,71.5203426124197,36.61670235546038,61.45610278372591,64.45396145610277
Cenk Tosun,Everton,TUR,FW,27,1059,50.107066381156315,84.79657387580299,74.08993576017131,22.698072805139187,58.45824411134903,33.190578158458244,26.33832976445396,2.9978586723768736,20.342612419700217,85.65310492505354,75.80299785867237,49.46466809421842
Ademola Lookman,Everton,NGA,FW,20,618,0.0,91.64882226980728,25.053533190578158,78.80085653104925,56.53104925053534,81.15631691648822,67.6659528907923,88.6509635974304,20.342612419700217,10.706638115631693,27.62312633832976,92.71948608137045
Jamie Vardy,Leicester City,ENG,FW,31,2726,83.29764453961455,55.88865096359743,95.50321199143468,67.45182012847965,29.550321199143468,17.77301927194861,67.6659528907923,14.775160599571734,76.65952890792292,79.22912205567452,45.396145610278374,51.82012847965739
Demarai Gray,Leicester City,JAM,FW,22,1985,33.40471092077088,27.194860813704498,25.267665952890795,14.5610278372591,67.02355460385438,38.32976445396146,26.33832976445396,69.37901498929337,17.34475374732334,58.45824411134903,32.11991434689507,16.059957173447536
Marc Albrighton,Leicester City,ENG,FW,28,1625,17.34475374732334,47.75160599571734,2.355460385438972,64.88222698072805,82.01284796573876,42.398286937901496,95.50321199143468,13.276231263383298,28.90792291220557,47.32334047109208,11.349036402569594,73.44753747323341
Kelechi Iheanacho,Leicester City,NGA,FW,21,941,14.775160599571734,90.5781584582441,23.768736616702355,61.24197002141327,26.552462526766597,23.98286937901499,26.33832976445396,55.6745182012848,32.11991434689507,20.770877944325484,19.05781584582441,22.483940042826553
Rachid Ghezzal,Leicester City,ALG,FW,26,743,20.342612419700217,0.0,17.34475374732334,79.65738758029978,79.65738758029978,97.4304068522484,77.08779443254818,88.22269807280514,32.11991434689507,58.45824411134903,56.74518201284796,96.35974304068522
Marko Arnautović,West Ham United,AUT,FW,29,1990,76.44539614561027,69.37901498929337,69.80728051391864,77.30192719486081,74.30406852248393,59.52890792291221,44.96788008565311,62.31263383297645,46.25267665952891,89.93576017130621,69.593147751606,80.08565310492506
Javier Hernández,West Ham United,MEX,FW,30,1334,85.22483940042827,32.33404710920771,79.44325481798715,31.47751605995717,20.12847965738758,3.4261241970021414,0.0,66.16702355460386,64.02569593147751,79.87152034261243,64.66809421841542,31.263383297644538
Lucas Pérez,West Ham United,ESP,FW,29,475,92.93361884368309,0.0,34.68950749464668,60.599571734475376,35.974304068522486,53.104925053533194,0.0,82.01284796573876,98.7152034261242,58.45824411134903,20.770877944325484,7.922912205567452
Andy Carroll,West Ham United,ENG,FW,29,461,0.0,0.0,75.37473233404711,23.554603854389722,0.6423982869379015,30.620985010706637,0.0,44.96788008565311,10.920770877944326,44.75374732334047,75.16059957173448,89.93576017130621
Troy Deeney,Watford,ENG,FW,30,2545,53.319057815845824,68.52248394004282,56.102783725910065,66.38115631691649,21.627408993576015,47.109207708779444,44.96788008565311,7.066381156316917,40.04282655246253,75.58886509635975,40.25695931477516,77.94432548179871
Gerard Deulofeu,Watford,ESP,FW,24,2066,80.51391862955032,78.58672376873662,58.886509635974306,69.80728051391864,69.80728051391864,79.01498929336188,56.102783725910065,55.0321199143469,78.15845824411134,67.6659528907923,63.811563169164884,4.282655246252676
Andre Gray,Watford,JAM,FW,27,1366,82.86937901498929,55.6745182012848,53.747323340471084,49.46466809421842,32.54817987152035,25.910064239828696,26.33832976445396,11.349036402569594,87.36616702355461,71.5203426124197,44.11134903640257,15.631691648822269
Isaac Success,Watford,NGA,FW,22,1052,14.132762312633835,39.82869379014989,47.53747323340471,87.15203426124198,77.51605995717344,73.23340471092077,26.33832976445396,64.02569593147751,32.11991434689507,58.45824411134903,55.88865096359743,37.47323340471092
Wilfried Zaha,Crystal Palace,CIV,FW,25,3036,56.53104925053534,61.88436830835118,16.916488222698074,56.53104925053534,88.0085653104925,85.22483940042827,86.0813704496788,49.892933618843685,57.601713062098504,42.61241970021413,42.184154175588866,10.492505353319057
Andros Townsend,Crystal Palace,ENG,FW,27,3009,32.97644539614561,50.107066381156315,10.920770877944326,39.82869379014989,69.16488222698072,87.79443254817987,99.14346895074947,70.44967880085653,40.471092077087796,37.25910064239829,29.764453961456105,16.059957173447536
Jordan Ayew,Crystal Palace,GHA,FW,26,1181,12.84796573875803,64.02569593147751,29.764453961456105,29.978586723768736,43.25481798715203,39.186295503211994,0.0,25.053533190578158,50.32119914346895,4.068522483940043,31.47751605995717,19.271948608137045
Christian Benteke,Crystal Palace,BEL,FW,27,814,17.130620985010705,47.53747323340471,64.23982869379014,28.26552462526767,24.197002141327623,11.349036402569594,0.0,82.01284796573876,8.993576017130621,20.770877944325484,67.02355460385438,97.21627408993577
Michy Batshuayi,Crystal Palace,BEL,FW,24,750,94.64668094218416,0.0,84.79657387580299,1.284796573875803,15.203426124197003,39.82869379014989,0.0,65.0963597430407,87.36616702355461,48.394004282655246,81.15631691648822,22.055674518201286
Salomón Rondón,Newcastle United,VEN,FW,28,2603,72.80513918629549,83.29764453961455,61.02783725910065,38.11563169164882,16.059957173447536,39.82869379014989,56.102783725910065,17.77301927194861,78.15845824411134,22.055674518201286,78.80085653104925,50.53533190578159
Joselu,Newcastle United,ESP,FW,28,596,58.02997858672377,0.0,33.190578158458244,0.0,3.4261241970021414,0.4282655246252677,0.0,1.7130620985010707,50.32119914346895,24.839400428265524,58.45824411134903,86.93790149892934
Yoshinori Mutō,Newcastle United,JPN,FW,26,524,30.83511777301927,0.0,13.062098501070663,54.81798715203426,8.779443254817988,15.845824411134904,0.0,44.96788008565311,50.32119914346895,71.5203426124197,2.141327623126338,19.914346895074946
Joshua King,Bournemouth,NOR,FW,26,2961,41.113490364025694,41.54175588865097,71.5203426124197,44.96788008565311,55.6745182012848,39.82869379014989,77.08779443254818,51.39186295503212,68.95074946466809,11.777301927194861,25.910064239828696,64.88222698072805
Callum Wilson,Bournemouth,ENG,FW,26,2528,83.5117773019272,94.43254817987152,84.1541755888651,74.51820128479658,46.680942184154176,51.605995717344754,56.102783725910065,21.199143468950748,87.36616702355461,67.6659528907923,44.11134903640257,36.402569593147746
Dominic Solanke,Bournemouth,ENG,FW,20,347,0.0,85.86723768736617,38.97216274089936,38.32976445396146,30.83511777301927,97.00214132762312,0.0,73.23340471092077,0.0,12.84796573875803,71.5203426124197,49.46466809421842
Lys Mousset,Bournemouth,FRA,FW,22,368,48.394004282655246,0.0,57.17344753747323,21.627408993576015,85.86723768736617,35.76017130620985,0.0,54.389721627408996,20.342612419700217,96.35974304068522,51.82012847965739,56.9593147751606
Chris Wood,Burnley,NZL,FW,26,2588,67.02355460385438,32.97644539614561,49.03640256959314,52.890792291220556,43.897216274089935,8.137044967880087,26.33832976445396,79.65738758029978,71.5203426124197,54.17558886509636,33.61884368308351,65.95289079229121
Ashley Barnes,Burnley,ENG,FW,28,2388,72.37687366167023,35.54603854389722,89.29336188436831,48.82226980728051,16.70235546038544,16.916488222698074,26.33832976445396,57.81584582441114,60.17130620985011,75.58886509635975,50.32119914346895,38.54389721627409
Sam Vokes,Burnley,WAL,FW,28,915,55.88865096359743,0.0,32.11991434689507,50.53533190578159,17.130620985010705,4.496788008565311,0.0,99.78586723768737,78.15845824411134,16.488222698072803,35.76017130620985,89.93576017130621
Matěj Vydra,Burnley,CZE,FW,26,318,53.53319057815846,89.93576017130621,87.79443254817987,56.3169164882227,3.640256959314775,26.98072805139186,0.0,25.910064239828696,50.32119914346895,19.05781584582441,13.9186295503212,26.33832976445396
Danny Ings,Southampton,ENG,FW,26,1651,41.7558886509636,64.88222698072805,88.0085653104925,67.88008565310493,42.398286937901496,68.73661670235546,26.33832976445396,58.45824411134903,32.11991434689507,45.610278372591004,67.23768736616702,15.845824411134904
Shane Long,Southampton,IRL,FW,31,1272,68.73661670235546,33.61884368308351,52.46252676659529,44.11134903640257,44.3254817987152,22.91220556745182,26.33832976445396,8.565310492505352,76.65952890792292,42.82655246252677,30.83511777301927,59.95717344753747
Charlie Austin,Southampton,ENG,FW,29,983,33.83297644539615,70.44967880085653,53.96145610278372,25.267665952890795,2.7837259100642395,22.698072805139187,0.0,0.8565310492505354,50.32119914346895,9.635974304068522,74.30406852248393,37.47323340471092
Manolo Gabbiadini,Southampton,ITA,FW,26,476,34.90364025695932,0.0,30.406852248394006,22.269807280513916,7.922912205567452,15.845824411134904,0.0,3.854389721627409,7.494646680942184,81.79871520342613,84.79657387580299,12.419700214132762
Glenn Murray,Brighton and Hove Albion,ENG,FW,34,2508,61.45610278372591,25.481798715203425,70.8779443254818,9.421841541755889,9.635974304068522,3.2119914346895073,0.0,19.914346895074946,93.14775160599572,42.82655246252677,18.41541755888651,82.22698072805139
Solly March,Brighton and Hove Albion,ENG,FW,24,2463,9.207708779443255,70.02141327623126,5.139186295503212,63.16916488222698,57.38758029978587,62.74089935760171,98.50107066381156,70.8779443254818,17.34475374732334,6.638115631691649,12.633832976445397,12.205567451820128
Jürgen Locadia,Brighton and Hove Albion,NED,FW,24,1236,25.267665952890795,0.0,22.483940042826553,20.556745182012847,56.53104925053534,26.98072805139186,44.96788008565311,82.01284796573876,60.17130620985011,13.49036402569593,37.47323340471092,40.25695931477516
Alireza Jahanbakhsh,Brighton and Hove Albion,IRN,FW,24,1020,0.0,0.0,2.9978586723768736,2.569593147751606,11.134903640256958,14.5610278372591,44.96788008565311,7.708779443254818,0.0,13.704496788008566,18.41541755888651,47.75160599571734
Florin Andone,Brighton and Hove Albion,ROU,FW,25,881,58.67237687366167,0.0,37.901498929336185,1.070663811563169,33.190578158458244,4.068522483940043,26.33832976445396,3.640256959314775,76.65952890792292,52.67665952890792,47.75160599571734,34.26124197002141
Callum Paterson,Cardiff City,SCO,FW,23,1998,33.190578158458244,26.76659528907923,35.11777301927195,49.892933618843685,0.4282655246252677,19.271948608137045,56.102783725910065,8.35117773019272,97.00214132762312,1.070663811563169,20.770877944325484,81.37044967880087
Bobby Reid,Cardiff City,JAM,FW,25,1424,49.25053533190578,53.104925053533194,32.97644539614561,22.483940042826553,8.565310492505352,30.620985010706637,0.0,79.65738758029978,71.5203426124197,22.269807280513916,17.558886509635975,11.563169164882227
Kenneth Zohore,Cardiff City,DEN,FW,24,753,19.700214132762312,49.892933618843685,24.411134903640257,52.24839400428265,42.184154175588866,44.11134903640257,44.96788008565311,82.01284796573876,10.920770877944326,65.52462526766595,25.481798715203425,38.54389721627409
Danny Ward,Cardiff City,ENG,FW,26,445,37.901498929336185,0.0,8.35117773019272,15.203426124197003,18.201284796573873,60.81370449678801,0.0,0.0,10.920770877944326,97.4304068522484,38.32976445396146,70.66381156316916
Aleksandar Mitrović,Fulham,SRB,FW,23,3280,52.03426124197003,38.11563169164882,65.73875802997858,27.62312633832976,39.82869379014989,36.83083511777302,0.0,56.9593147751606,23.340471092077088,39.82869379014989,90.79229122055675,83.29764453961455
Ryan Sessegnon,Fulham,ENG,FW,18,2300,13.062098501070663,82.44111349036403,13.704496788008566,59.52890792291221,56.3169164882227,53.747323340471084,26.33832976445396,36.188436830835116,17.34475374732334,44.3254817987152,2.7837259100642395,29.550321199143468
André Schürrle,Fulham,GER,FW,27,1641,62.31263383297645,0.0,22.698072805139187,38.75802997858672,53.747323340471084,34.90364025695932,72.59100642398288,27.62312633832976,50.32119914346895,23.340471092077088,75.80299785867237,73.44753747323341
Ryan Babel,Fulham,NED,FW,31,1251,69.80728051391864,77.94432548179871,71.30620985010707,63.597430406852254,61.45610278372591,74.7323340471092,56.102783725910065,98.07280513918629,93.57601713062098,27.40899357601713,23.768736616702355,67.45182012847965
Luciano Vietto,Fulham,ARG,FW,24,986,14.346895074946467,96.57387580299786,40.471092077087796,74.30406852248393,84.1541755888651,92.93361884368309,72.59100642398288,75.37473233404711,8.993576017130621,13.704496788008566,42.184154175588866,53.96145610278372
Aboubakar Kamara,Fulham,MTN,FW,23,693,50.96359743040685,0.0,85.22483940042827,29.1220556745182,95.50321199143468,48.394004282655246,26.33832976445396,76.44539614561027,50.32119914346895,86.93790149892934,58.45824411134903,75.58886509635975
Floyd Ayité,Fulham,TOG,FW,29,476,34.90364025695932,0.0,3.2119914346895073,31.69164882226981,68.52248394004282,60.599571734475376,26.33832976445396,73.23340471092077,98.7152034261242,0.6423982869379015,6.638115631691649,75.58886509635975
Steve Mounié,Huddersfield Town,BEN,FW,23,1778,15.845824411134904,63.597430406852254,46.680942184154176,32.76231263383298,8.35117773019272,8.137044967880087,0.0,87.36616702355461,6.423982869379015,49.46466809421842,79.01498929336188,98.50107066381156
Elias Kachunga,Huddersfield Town,COD,FW,26,1182,0.0,0.0,2.569593147751606,2.355460385438972,11.777301927194861,0.8565310492505354,72.59100642398288,16.70235546038544,0.0,4.282655246252676,1.070663811563169,68.52248394004282
Laurent Depoitre,Huddersfield Town,BEL,FW,29,1068,0.0,38.75802997858672,26.98072805139186,14.775160599571734,27.40899357601713,11.349036402569594,0.0,8.565310492505352,0.0,2.355460385438972,54.17558886509636,77.94432548179871
Isaac Mbenza,Huddersfield Town,BEL,FW,22,986,14.346895074946467,41.7558886509636,4.925053533190578,25.053533190578158,14.132762312633835,3.4261241970021414,72.59100642398288,8.565310492505352,14.989293361884368,39.82869379014989,7.066381156316917,6.852248394004283
Karlan Grant,Huddersfield Town,ENG,FW,20,877,77.30192719486081,0.0,62.098501070663815,5.353319057815846,14.5610278372591,26.98072805139186,0.0,34.90364025695932,60.17130620985011,93.36188436830835,35.76017130620985,7.28051391862955
Adama Diakhaby,Huddersfield Town,FRA,FW,22,552,0.0,0.0,5.781584582441114,24.839400428265524,78.80085653104925,35.76017130620985,26.33832976445396,68.09421841541756,0.0,71.5203426124197,1.284796573875803,23.98286937901499
Rajiv van La Parra,Huddersfield Town,NED,FW,27,405,0.0,0.0,0.6423982869379015,3.2119914346895073,2.569593147751606,11.991434689507495,0.0,22.91220556745182,0.0,0.0,3.4261241970021414,4.068522483940043
Robert Lewandowski,Bayern Munich,POL,FW,29,2957,93.36188436830835,76.87366167023555,99.3576017130621,92.71948608137045,51.605995717344754,77.51605995717344,44.96788008565311,91.00642398286938,80.51391862955032,58.02997858672377,95.93147751605996,62.74089935760171
Serge Gnabry,Bayern Munich,GER,FW,23,1762,89.07922912205566,85.22483940042827,85.01070663811564,98.28693790149893,95.28907922912205,79.87152034261243,67.6659528907923,34.26124197002141,46.25267665952891,74.30406852248393,88.6509635974304,17.987152034261243
Kingsley Coman,Bayern Munich,FRA,FW,22,1378,74.51820128479658,86.7237687366167,39.61456102783726,91.43468950749465,99.57173447537473,83.29764453961455,90.79229122055675,85.01070663811564,60.17130620985011,99.3576017130621,32.54817987152035,69.16488222698072
Arjen Robben,Bayern Munich,NED,FW,34,567,95.28907922912205,0.0,91.43468950749465,94.64668094218416,97.21627408993577,97.21627408993577,56.102783725910065,6.638115631691649,43.46895074946467,94.00428265524626,88.22269807280514,92.71948608137045
Jadon Sancho,Dortmund,ENG,FW,18,2461,80.72805139186295,99.57173447537473,38.11563169164882,93.79014989293361,94.64668094218416,92.50535331905782,0.0,77.73019271948608,94.43254817987152,92.29122055674517,5.995717344753747,1.4989293361884368
Mario Götze,Dortmund,GER,FW,26,1674,72.1627408993576,97.00214132762312,37.04496788008566,97.21627408993577,84.58244111349036,75.80299785867237,77.08779443254818,51.39186295503212,68.95074946466809,87.79443254817987,9.421841541755889,8.993576017130621
Raphaël Guerreiro,Dortmund,POR,FW,24,1527,19.271948608137045,96.35974304068522,16.274089935760173,81.79871520342613,52.890792291220556,88.43683083511777,0.0,78.80085653104925,50.32119914346895,50.96359743040685,31.263383297644538,19.48608137044968
Jacob Bruun Larsen,Dortmund,DEN,FW,19,1265,23.98286937901499,59.95717344753747,31.47751605995717,88.22269807280514,84.79657387580299,37.687366167023555,26.33832976445396,32.11991434689507,28.90792291220557,68.09421841541756,23.126338329764454,67.45182012847965
Paco Alcácer,Dortmund,ESP,FW,24,1211,99.78586723768737,0.0,97.64453961456103,46.466809421841546,13.9186295503212,52.67665952890792,0.0,86.0813704496788,95.71734475374733,92.07708779443254,83.5117773019272,21.627408993576015
Christian Pulisic,Dortmund,USA,FW,19,932,73.66167023554604,97.21627408993577,81.5845824411135,89.07922912205566,88.22269807280514,73.23340471092077,26.33832976445396,56.53104925053534,80.51391862955032,49.46466809421842,40.25695931477516,29.550321199143468
Maximilian Philipp,Dortmund,GER,FW,24,758,19.48608137044968,49.46466809421842,7.922912205567452,3.640256959314775,21.841541755888652,31.69164882226981,0.0,79.65738758029978,32.11991434689507,24.197002141327623,34.90364025695932,43.683083511777305
Timo Werner,RB Leipzig,GER,FW,22,2509,93.14775160599572,84.1541755888651,96.57387580299786,76.65952890792292,90.5781584582441,63.16916488222698,56.102783725910065,11.134903640256958,71.5203426124197,58.45824411134903,93.14775160599572,11.563169164882227
Yussuf Poulsen,RB Leipzig,DEN,FW,24,2451,92.29122055674517,47.32334047109208,77.30192719486081,61.88436830835118,79.44325481798715,52.03426124197003,67.6659528907923,18.201284796573873,92.50535331905782,58.45824411134903,52.03426124197003,85.4389721627409
Matheus Cunha,RB Leipzig,BRA,FW,19,853,40.25695931477516,0.0,78.37259100642399,22.055674518201286,62.74089935760171,76.23126338329764,0.0,77.73019271948608,43.46895074946467,32.76231263383298,90.36402569593149,28.90792291220557
Jean-Kévin Augustin,RB Leipzig,FRA,FW,21,461,93.57601713062098,0.0,91.86295503211991,62.74089935760171,83.94004282655246,50.74946466809421,26.33832976445396,18.629550321199144,71.5203426124197,95.28907922912205,55.46038543897216,2.569593147751606
Kevin Volland,Bayer Leverkusen,GER,FW,26,2814,81.5845824411135,91.00642398286938,77.73019271948608,92.29122055674517,70.02141327623126,59.100642398286936,96.57387580299786,53.53319057815846,50.32119914346895,83.5117773019272,59.52890792291221,45.82441113490364
Leon Bailey,Bayer Leverkusen,JAM,FW,20,1914,46.03854389721627,27.40899357601713,31.905781584582442,80.08565310492506,92.29122055674517,91.22055674518201,98.7152034261242,85.22483940042827,23.340471092077088,20.770877944325484,67.6659528907923,88.43683083511777
Karim Bellarabi,Bayer Leverkusen,GER,FW,28,1057,79.44325481798715,95.71734475374733,43.897216274089935,99.14346895074947,94.00428265524626,83.94004282655246,87.58029978586723,50.53533190578159,93.57601713062098,14.775160599571734,91.86295503211991,23.98286937901499
Lucas Alario,Bayer Leverkusen,ARG,FW,25,1265,95.71734475374733,77.08779443254818,83.94004282655246,34.90364025695932,29.1220556745182,34.475374732334046,0.0,14.346895074946467,85.4389721627409,44.75374732334047,87.15203426124198,43.683083511777305
Thorgan Hazard,Monchengladbach,BEL,FW,25,2873,42.398286937901496,95.93147751605996,49.46466809421842,93.36188436830835,86.0813704496788,90.5781584582441,87.58029978586723,75.16059957173448,60.17130620985011,22.269807280513916,48.60813704496788,13.062098501070663
Alassane Pléa,Monchengladbach,FRA,FW,25,2503,79.87152034261243,60.599571734475376,63.38329764453962,35.76017130620985,58.886509635974306,52.03426124197003,44.96788008565311,57.17344753747323,57.601713062098504,89.07922912205566,79.87152034261243,26.552462526766597
Lars Stindl,Monchengladbach,GER,FW,29,1508,32.54817987152035,29.978586723768736,10.706638115631693,59.95717344753747,30.620985010706637,80.94218415417559,26.33832976445396,68.09421841541756,28.90792291220557,42.398286937901496,28.051391862955033,79.22912205567452
Patrick Herrmann,Monchengladbach,GER,FW,27,1079,48.82226980728051,66.38115631691649,8.779443254817988,88.86509635974305,77.73019271948608,72.80513918629549,92.71948608137045,59.95717344753747,97.85867237687366,3.4261241970021414,13.062098501070663,22.483940042826553
Ibrahima Traoré,Monchengladbach,GUI,FW,30,552,0.0,95.07494646680942,9.850107066381156,99.3576017130621,89.07922912205566,96.78800856531049,77.08779443254818,97.4304068522484,0.0,17.558886509635975,57.81584582441114,0.0
Raffael,Monchengladbach,BRA,FW,33,543,62.74089935760171,65.73875802997858,58.67237687366167,82.65524625267666,36.61670235546038,88.43683083511777,26.33832976445396,89.07922912205566,98.28693790149893,58.45824411134903,39.82869379014989,46.03854389721627
