Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Jakob Johansson,SWE,28,Rennes,7.9,712,MF,55.74438202247191,512.0,86.1,7521.0,1851.0,200.0,227.0,88.1,189.0,209.0,90.4,38.0,52.0,73.1,0.0,0.06320224719101124,0.3,-0.5,5.0,4.803370786516854,4.0,1.0,6.193820224719102,1.896067415730337,1.46,12.0,0.0,0.0,1.0,1.0,1.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.12640449438202248,3.0,27.3,0.95,0.26,0.09,0.33,23.7,0.0,0,0,0.6,0.6,0.09,0.4,0.4,21.0,12.0,7.0,14.0,0.0,11.0,44.0,14.0,0.8848314606741573,4.0,1.1376404494382022,29.0,2.9073033707865172,1.0,0.5714285714285714,76.85393258426966,36.0,175.0,391.0,46.0,2.0,608.0,9.0,5.0,55.6,4.0,44.4,293.0,1509.0,780.0,12.0,0.3792134831460674,0.0,7.0,6.0,354.0,4.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,89.0,25.0,61.0,58.94736842105262,,,33.433734939759034,,25.86466165413534,,,,,,4.2105263157894735,80.72289156626506,69.80421686746988,70.48192771084338,45.18072289156627,22.439759036144576,78.04511278195488,83.28313253012048,96.6867469879518,,,,,,,,669.1008017030529
Eduardo Camavinga,FRA,15,Rennes,4.0,364,MF,29.917582417582416,144.0,84.0,2319.0,586.0,46.0,53.0,86.8,58.0,64.0,90.6,16.0,19.0,84.2,0.0,0.07417582417582418,0.2,-0.3,1.0,2.2252747252747254,1.0,0.0,4.450549450549451,2.2252747252747254,2.23,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.49,0.25,0.0,0.0,21.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,23.0,15.0,8.0,12.0,3.0,8.0,44.4,10.0,3.214285714285714,11.0,0.989010989010989,27.0,0.989010989010989,0.0,0.6521739130434783,50.19230769230769,12.0,52.0,131.0,23.0,1.0,203.0,5.0,3.0,60.0,2.0,40.0,112.0,748.0,387.0,9.0,0.989010989010989,0.0,6.0,4.0,121.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,66.7,14.586466165413533,,,40.06024096385542,,33.53383458646616,,,,,,25.413533834586467,27.86144578313253,40.36144578313253,18.82530120481928,34.26204819277108,99.54819277108435,26.015037593984964,97.89156626506023,40.963855421686745,,,,,,,,499.3229685659933
Ibrahima Sissoko,MLI,20,Strasbourg,29.6,2665,MF,33.669793621013135,1252.0,79.6,16903.0,3956.0,483.0,572.0,84.4,368.0,438.0,84.0,103.0,147.0,70.1,2.0,0.07767354596622889,2.6,-0.3,22.0,3.9174484052532836,18.0,5.0,4.761726078799249,2.296435272045028,2.3,58.0,0.0,2.0,5.0,1.0,2.0,6.0,0.2,5.0,0.0,0.0,1.0,0.0,0.0,0.10131332082551595,8.0,28.6,0.95,0.27,0.11,0.38,22.5,0.0,0,0,1.5,1.5,0.05,1.5,1.5,60.0,41.0,23.0,34.0,3.0,23.0,41.8,32.0,1.2495309568480302,34.0,1.148217636022514,94.0,1.3170731707317074,1.0,0.6833333333333333,53.29080675422139,51.0,273.0,976.0,345.0,43.0,1578.0,56.0,33.0,58.9,23.0,41.1,956.0,4625.0,2375.0,58.0,1.2495309568480302,7.0,54.0,39.0,1043.0,76.0,11.0,0.0,0.0,73.0,0.0,17.0,0.0,0.0,0.0,187.0,59.0,55.1,52.18045112781955,,,41.41566265060241,,35.6390977443609,,,,,,36.390977443609025,39.1566265060241,45.48192771084337,54.81927710843374,45.933734939759034,50.0,35.18796992481203,75.90361445783132,57.22891566265061,,,,,,,,569.338255276746
Adrien Thomasson,FRA,24,Strasbourg,27.5,2479,MF,32.529245663574024,1188.0,75.4,13365.0,2764.0,490.0,598.0,81.9,256.0,332.0,77.1,84.0,125.0,67.2,8.0,0.13432835820895522,2.6,4.3,41.0,1.5974183138362241,27.0,7.0,3.775716014521985,3.4126663977410248,3.41,69.0,5.0,10.0,5.0,4.0,1.0,15.0,0.54,12.0,0.0,0.0,3.0,0.0,0.0,0.18152480839048002,17.0,32.1,1.92,0.62,0.09,0.29,18.7,0.0,0,0,4.5,4.4,0.08,0.5,0.6,54.0,27.0,18.0,23.0,13.0,21.0,31.8,45.0,1.0528438886647842,24.0,0.6534893102057282,72.0,0.435659540137152,1.0,0.5,53.731343283582085,12.0,201.0,681.0,616.0,71.0,1480.0,32.0,21.0,65.6,11.0,34.4,899.0,3972.0,1800.0,47.0,1.9967728922952803,16.0,69.0,43.0,1093.0,193.0,6.0,1.0,1.0,24.0,6.0,64.0,0.0,1.0,0.0,166.0,14.0,23.7,73.00751879699247,,,65.51204819277109,,69.17293233082707,,,,,,64.81203007518796,34.63855421686747,25.0,9.186746987951807,15.210843373493976,32.07831325301205,36.2406015037594,68.75,12.349397590361445,,,,,,,,505.95898632122476
Jonas Martin,FRA,28,Strasbourg,22.9,2059,MF,58.834385624089364,1541.0,87.3,23289.0,5989.0,657.0,711.0,92.4,493.0,550.0,89.6,150.0,191.0,78.5,1.0,0.07430791646430306,2.3,-0.7,22.0,5.288975230694511,12.0,5.0,6.687712481787275,1.9232637202525498,1.92,36.0,3.0,2.0,2.0,1.0,0.0,4.0,0.17,3.0,0.0,1.0,0.0,0.0,0.0,0.17484215638659542,8.0,47.1,0.74,0.35,0.06,0.13,21.9,0.0,3,4,3.9,1.5,0.09,-0.9,-0.5,46.0,28.0,23.0,18.0,5.0,17.0,51.5,16.0,1.3113161728994658,18.0,1.3113161728994658,76.0,1.8358426420592522,0.0,0.6086956521739131,76.79941719281204,69.0,357.0,1125.0,289.0,28.0,1754.0,27.0,19.0,70.4,8.0,29.6,1072.0,5205.0,2445.0,46.0,1.879553181155901,9.0,20.0,30.0,1289.0,46.0,10.0,0.0,0.0,35.0,0.0,20.0,0.0,1.0,0.0,158.0,17.0,47.2,71.57894736842105,,,40.21084337349398,,26.917293233082706,,,,,,61.65413533834586,84.78915662650603,76.6566265060241,77.71084337349397,55.72289156626506,54.96987951807228,77.74436090225564,93.29819277108435,78.3132530120482,,,,,,,,799.5664235890932
Dimitri Liénard,FRA,30,Strasbourg,14.3,1291,MF,46.498838109992256,861.0,77.5,12461.0,2874.0,311.0,337.0,92.3,227.0,278.0,81.7,107.0,203.0,52.7,3.0,0.06274206041828041,1.1,2.1,14.0,3.4856700232378,10.0,6.0,4.043377226955848,2.370255615801704,2.37,13.0,17.0,0.0,1.0,2.0,1.0,3.0,0.21,0.0,3.0,0.0,0.0,0.0,0.0,0.069713400464756,7.0,30.4,1.42,0.43,0.0,0.0,26.1,5.0,0,0,1.0,1.0,0.05,-1.0,-1.0,33.0,20.0,20.0,9.0,4.0,21.0,46.7,24.0,0.7668474051123161,9.0,1.3245546088303641,51.0,1.5336948102246322,0.0,0.6060606060606061,70.89852827265686,23.0,226.0,509.0,294.0,11.0,1017.0,25.0,16.0,64.0,9.0,36.0,598.0,3239.0,1720.0,35.0,1.8125484120836561,2.0,25.0,14.0,644.0,68.0,1.0,0.0,0.0,6.0,3.0,101.0,0.0,0.0,0.0,94.0,4.0,25.0,42.10526315789473,,,32.98192771084337,,37.59398496240601,,,,,,59.248120300751886,68.67469879518072,31.626506024096386,47.89156626506024,56.325301204819276,14.759036144578314,70.97744360902256,28.84036144578313,67.92168674698796,,,,,,,,558.9458963674247
Anthony Gonçalves,FRA,32,Strasbourg,11.8,1058,MF,29.092627599243855,510.0,67.1,5334.0,1810.0,174.0,212.0,82.1,113.0,177.0,63.8,30.0,73.0,41.1,2.0,0.11058601134215502,1.3,0.7,14.0,2.466918714555766,13.0,8.0,3.827977315689981,2.6370510396975426,2.64,22.0,3.0,3.0,3.0,0.0,0.0,7.0,0.6,5.0,0.0,2.0,0.0,0.0,0.0,0.42533081285444235,11.0,64.7,1.21,0.78,0.29,0.45,18.9,0.0,0,0,1.5,1.5,0.1,3.5,3.5,22.0,18.0,12.0,8.0,2.0,7.0,31.8,15.0,1.7863894139886578,19.0,1.0207939508506616,32.0,1.446124763705104,0.0,0.8181818181818182,54.27221172022684,15.0,107.0,289.0,246.0,21.0,638.0,9.0,7.0,77.8,2.0,22.2,370.0,2287.0,1366.0,50.0,2.8071833648393194,5.0,23.0,7.0,412.0,77.0,4.0,0.0,0.0,33.0,2.0,73.0,0.0,0.0,0.0,42.0,13.0,50.0,95.48872180451127,,,56.62650602409639,,47.067669172932334,,,,,,82.85714285714286,25.150602409638555,26.656626506024097,24.246987951807228,36.44578313253012,84.63855421686746,37.29323308270677,7.981927710843372,63.85542168674698,,,,,,,,588.3091765558474
Youssouf Fofana,FRA,19,Strasbourg,10.1,912,MF,26.74342105263158,355.0,76.3,4511.0,989.0,129.0,157.0,82.2,107.0,125.0,85.6,25.0,46.0,54.3,1.0,0.05921052631578947,0.2,0.4,6.0,2.269736842105263,5.0,1.0,2.664473684210526,1.6776315789473684,1.68,11.0,0.0,4.0,0.0,2.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.29605263157894735,3.0,25.0,1.05,0.26,0.17,0.67,24.4,0.0,0,0,1.2,1.2,0.1,0.8,0.8,28.0,20.0,5.0,20.0,3.0,9.0,33.3,18.0,0.6907894736842105,7.0,1.0855263157894737,39.0,0.7894736842105263,0.0,0.7142857142857143,46.2828947368421,11.0,95.0,281.0,104.0,9.0,469.0,25.0,16.0,64.0,9.0,36.0,288.0,1683.0,957.0,21.0,2.664473684210526,3.0,29.0,9.0,304.0,21.0,1.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,65.0,5.0,41.7,87.06766917293233,,,30.873493975903614,,19.548872180451127,,,,,,80.15037593984962,18.373493975903614,9.63855421686747,20.03012048192771,40.81325301204819,10.993975903614457,15.338345864661655,32.98192771084337,30.271084337349397,,,,,,,,396.0811667723526
Benjamin Corgnet,FRA,31,Strasbourg,7.5,671,MF,22.667660208643813,276.0,61.2,2475.0,594.0,97.0,132.0,73.5,48.0,81.0,59.3,11.0,23.0,47.8,3.0,0.13412816691505217,0.6,2.0,6.0,1.6095380029806259,3.0,2.0,3.2190760059612518,1.743666169895678,1.75,10.0,0.0,0.0,2.0,1.0,0.0,3.0,0.4,2.0,0.0,0.0,0.0,1.0,0.0,0.13412816691505217,8.0,42.1,2.39,1.01,0.05,0.13,17.5,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6,21.0,12.0,7.0,9.0,5.0,4.0,36.4,7.0,0.13412816691505217,1.0,0.8047690014903129,27.0,1.2071535022354696,0.0,0.5714285714285714,49.6274217585693,9.0,51.0,168.0,154.0,25.0,370.0,14.0,8.0,57.1,6.0,42.9,202.0,696.0,300.0,9.0,0.8047690014903129,1.0,12.0,11.0,272.0,45.0,0.0,0.0,0.0,17.0,2.0,19.0,0.0,0.0,0.0,17.0,22.0,47.8,61.127819548872175,,,65.36144578313254,,21.654135338345863,,,,,,17.293233082706767,11.44578313253012,17.16867469879518,9.33734939759036,23.64457831325301,0.15060240963855423,24.360902255639097,17.771084337349397,51.6566265060241,,,,,,,,320.9722348038772
Valentin Rongier,FRA,23,Nantes,35.8,3226,MF,45.50216986980781,2036.0,80.1,27307.0,8185.0,779.0,907.0,85.9,537.0,652.0,82.4,198.0,278.0,71.2,6.0,0.15623062616243025,4.7,0.4,85.0,5.495970241785493,42.0,5.0,6.472411655300681,4.882207067575946,4.88,116.0,39.0,5.0,8.0,6.0,1.0,12.0,0.33,8.0,2.0,1.0,1.0,0.0,0.0,0.11159330440173588,18.0,23.1,1.99,0.46,0.04,0.17,24.0,4.0,1,2,6.0,4.4,0.06,-2.0,-1.4,86.0,58.0,24.0,46.0,16.0,26.0,40.0,39.0,1.2833230006199627,40.0,1.060136391816491,119.0,0.5300681959082455,0.0,0.6744186046511628,67.62554246745196,31.0,295.0,1365.0,790.0,53.0,2422.0,56.0,37.0,66.1,19.0,33.9,1362.0,6655.0,3188.0,72.0,1.6181029138251704,8.0,66.0,38.0,1621.0,126.0,4.0,0.0,0.0,51.0,3.0,107.0,0.0,0.0,0.0,243.0,35.0,43.2,55.338345864661655,,,73.3433734939759,,88.27067669172932,,,,,,52.33082706766917,65.96385542168674,74.69879518072288,79.81927710843374,39.60843373493976,53.01204819277109,64.66165413533834,78.68975903614458,16.265060240963855,,,,,,,,742.002106169037
Abdoulaye Touré,GUI,24,Nantes,30.5,2749,MF,35.882138959621685,1384.0,79.2,17179.0,4912.0,556.0,662.0,84.0,408.0,482.0,84.6,84.0,133.0,63.2,2.0,0.058930520189159695,1.5,0.2,24.0,4.0269188795925785,17.0,5.0,4.779919970898509,2.4554383412149874,2.45,55.0,0.0,4.0,7.0,7.0,2.0,7.0,0.23,2.0,0.0,2.0,2.0,1.0,0.0,0.09821753364859948,15.0,26.3,1.68,0.44,0.05,0.2,26.8,0.0,0,0,2.2,2.2,0.04,0.8,0.8,48.0,33.0,14.0,28.0,6.0,19.0,33.9,37.0,0.8184794470716623,15.0,1.6369588941433246,95.0,0.9494361586031284,1.0,0.6875,55.75481993452165,51.0,279.0,1081.0,362.0,17.0,1703.0,59.0,42.0,71.2,17.0,28.8,1011.0,4599.0,2208.0,38.0,1.440523826846126,2.0,45.0,40.0,1174.0,55.0,4.0,1.0,0.0,26.0,1.0,27.0,1.0,0.0,0.0,198.0,47.0,47.5,50.97744360902256,,,30.72289156626506,,40.902255639097746,,,,,,44.81203007518797,44.87951807228915,45.78313253012048,57.68072289156626,74.84939759036145,17.620481927710845,40.902255639097746,58.358433734939766,38.10240963855422,,,,,,,,545.5909729142134
Samuel Moutoussamy,COD,21,Nantes,18.3,1648,MF,28.50728155339806,658.0,79.3,7266.0,1646.0,312.0,361.0,86.4,142.0,175.0,81.1,27.0,52.0,51.9,3.0,0.10376213592233009,1.1,1.1,21.0,2.45752427184466,13.0,1.0,3.3313106796116503,2.5121359223300974,2.51,37.0,1.0,1.0,4.0,2.0,1.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,0.10922330097087378,10.0,35.7,1.52,0.54,0.07,0.2,18.9,0.0,0,0,2.3,2.3,0.09,-0.3,-0.3,35.0,20.0,16.0,11.0,8.0,12.0,35.3,22.0,0.9283980582524273,15.0,0.49150485436893204,44.0,0.9283980582524273,0.0,0.5714285714285714,45.273058252427184,16.0,129.0,435.0,278.0,47.0,829.0,26.0,16.0,61.5,10.0,38.5,502.0,2431.0,1308.0,38.0,1.3106796116504855,11.0,24.0,27.0,590.0,93.0,0.0,0.0,0.0,18.0,4.0,17.0,0.0,0.0,0.0,91.0,9.0,32.1,54.736842105263165,,,53.463855421686745,,41.95488721804511,,,,,,38.796992481203006,23.343373493975903,19.27710843373494,23.64457831325301,7.83132530120482,24.096385542168676,13.684210526315791,27.183734939759034,37.1987951807229,,,,,,,,365.21208895733315
Andrei Girotto,BRA,26,Nantes,16.4,1475,MF,38.92881355932204,807.0,79.1,10542.0,3670.0,323.0,371.0,87.1,227.0,267.0,85.0,63.0,117.0,53.8,0.0,0.02440677966101695,0.8,-0.4,6.0,3.172881355932203,5.0,2.0,4.942372881355932,1.0983050847457627,1.1,15.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12203389830508475,6.0,26.1,1.19,0.31,0.09,0.33,24.4,2.0,0,0,1.1,1.1,0.05,0.9,0.9,57.0,47.0,18.0,36.0,3.0,20.0,45.5,24.0,1.3423728813559324,16.0,2.1966101694915254,86.0,2.623728813559322,1.0,0.8245614035087719,62.42033898305084,56.0,260.0,657.0,114.0,9.0,1023.0,4.0,2.0,50.0,2.0,50.0,532.0,2149.0,1080.0,17.0,0.488135593220339,0.0,14.0,7.0,595.0,10.0,7.0,3.0,2.0,38.0,0.0,4.0,0.0,0.0,0.0,86.0,55.0,57.9,57.74436090225564,,,10.993975903614457,,5.413533834586466,,,,,,7.067669172932331,51.6566265060241,48.19277108433735,40.36144578313253,90.06024096385542,56.77710843373494,57.59398496240602,31.32530120481928,94.87951807228916,,,,,,,,552.0665368239877
Rene Krhin,SVN,28,Nantes,11.7,1057,MF,38.060548722800384,537.0,83.2,7118.0,2431.0,226.0,267.0,84.6,178.0,207.0,86.0,31.0,43.0,72.1,0.0,0.0,0.2,0.0,1.0,2.043519394512772,2.0,0.0,3.576158940397351,1.2771996215704826,1.28,9.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08514664143803216,2.0,28.6,0.52,0.15,0.14,0.5,15.6,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,22.0,14.0,7.0,12.0,3.0,11.0,57.9,8.0,0.5960264900662252,3.0,1.9583727530747397,43.0,2.724692526017029,0.0,0.6363636363636364,56.28192999053926,39.0,187.0,422.0,56.0,8.0,661.0,7.0,4.0,57.1,3.0,42.9,347.0,1451.0,710.0,7.0,0.42573320719016083,0.0,13.0,5.0,387.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0,34.0,70.8,46.91729323308271,,,1.0542168674698795,,8.421052631578947,,,,,,5.112781954887218,50.15060240963856,21.837349397590362,15.66265060240964,85.09036144578313,6.400602409638554,42.40601503759399,80.12048192771084,95.78313253012048,,,,,,,,458.95654044750427
Baptiste Santamaria,FRA,23,Angers,36.1,3245,MF,33.53158705701079,1504.0,80.4,22086.0,5779.0,533.0,615.0,86.7,459.0,538.0,85.3,177.0,274.0,64.6,0.0,0.01386748844375963,1.2,-0.5,13.0,2.745762711864407,13.0,1.0,3.882896764252697,1.3312788906009245,1.33,36.0,0.0,4.0,3.0,4.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.02773497688751926,5.0,20.8,0.65,0.13,0.04,0.2,24.5,1.0,0,0,1.4,1.4,0.06,-0.4,-0.4,118.0,60.0,48.0,63.0,7.0,51.0,48.1,55.0,1.1371340523882896,37.0,1.580893682588598,175.0,1.580893682588598,2.0,0.5084745762711864,52.94607087827427,72.0,489.0,1252.0,194.0,12.0,1909.0,44.0,28.0,63.6,16.0,36.4,902.0,4913.0,2328.0,37.0,0.859784283513097,0.0,41.0,32.0,1116.0,20.0,2.0,0.0,0.0,51.0,1.0,11.0,0.0,0.0,0.0,240.0,37.0,48.7,29.32330827067669,,,5.572289156626506,,10.075187969924812,,,,,,20.150375939849624,38.704819277108435,28.012048192771083,30.271084337349397,70.33132530120481,40.06024096385542,34.285714285714285,61.37048192771084,69.7289156626506,,,,,,,,437.88579128544245
Flavien Tait,FRA,25,Angers,33.2,2985,MF,33.768844221105525,1556.0,72.0,16750.0,5634.0,619.0,717.0,86.3,310.0,450.0,68.9,104.0,221.0,47.1,7.0,0.2804020100502513,8.1,-2.3,74.0,3.1658291457286434,40.0,9.0,4.793969849246231,5.005025125628141,5.01,89.0,31.0,24.0,8.0,13.0,1.0,15.0,0.45,10.0,2.0,0.0,2.0,1.0,0.0,0.15075376884422112,37.0,44.0,2.53,1.12,0.06,0.14,21.0,3.0,0,1,7.0,6.1,0.07,-2.0,-1.1,58.0,35.0,33.0,16.0,9.0,23.0,39.0,36.0,0.8743718592964824,27.0,0.8442211055276382,86.0,0.45226130653266333,0.0,0.603448275862069,60.84422110552764,20.0,231.0,941.0,879.0,98.0,2017.0,148.0,82.0,55.4,66.0,44.6,1212.0,9223.0,5316.0,184.0,3.7688442211055277,39.0,99.0,69.0,1456.0,279.0,2.0,0.0,0.0,34.0,4.0,199.0,2.0,0.0,0.0,189.0,12.0,40.0,65.86466165413533,,,93.67469879518072,,89.92481203007519,,,,,,93.83458646616542,39.75903614457831,46.234939759036145,40.21084337349398,26.656626506024097,21.084337349397593,53.23308270676692,16.340361445783135,13.55421686746988,,,,,,,,600.3722030981066
Cheikh N'Doye,SEN,32,Angers,25.9,2334,MF,20.24421593830334,869.0,60.4,7867.0,2901.0,267.0,412.0,64.8,193.0,306.0,63.1,30.0,69.0,43.5,3.0,0.06555269922879177,1.3,1.3,17.0,2.467866323907455,8.0,4.0,3.6246786632390746,1.7737789203084835,1.77,38.0,0.0,1.0,3.0,4.0,0.0,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.8,1.52,0.15,0.0,0.0,17.8,0.0,0,0,2.8,2.3,0.06,-2.8,-2.3,25.0,16.0,14.0,11.0,0.0,10.0,31.3,22.0,1.2724935732647815,25.0,1.0025706940874035,50.0,2.352185089974293,0.0,0.64,43.958868894601544,63.0,221.0,694.0,240.0,62.0,1140.0,10.0,5.0,50.0,5.0,50.0,442.0,1953.0,943.0,23.0,0.5398457583547558,2.0,39.0,27.0,731.0,91.0,4.0,0.0,0.0,34.0,3.0,13.0,1.0,0.0,0.0,140.0,174.0,71.6,14.586466165413533,,,35.39156626506024,,23.157894736842106,,,,,,8.421052631578947,7.530120481927711,22.439759036144576,24.397590361445783,35.54216867469879,51.95783132530121,10.827067669172932,10.542168674698797,92.01807228915662,,,,,,,,336.8117583114412
Angelo Fulgini,FRA,21,Angers,18.2,1635,MF,32.477064220183486,794.0,74.3,8705.0,2643.0,323.0,381.0,84.8,172.0,227.0,75.8,46.0,86.0,53.5,1.0,0.1981651376146789,2.8,-2.6,39.0,2.146788990825688,28.0,0.0,4.7889908256880735,3.798165137614679,3.8,51.0,7.0,3.0,3.0,5.0,0.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0,0.2201834862385321,11.0,35.5,1.62,0.57,0.13,0.36,17.6,3.0,0,0,3.1,3.1,0.11,0.9,0.9,38.0,23.0,18.0,13.0,7.0,12.0,38.7,19.0,1.1559633027522938,18.0,1.5412844036697249,66.0,0.8256880733944955,0.0,0.6052631578947368,57.68807339449541,19.0,172.0,494.0,396.0,66.0,1048.0,46.0,19.0,41.3,27.0,58.7,602.0,3300.0,1656.0,43.0,1.7064220183486238,10.0,47.0,47.0,728.0,127.0,1.0,0.0,0.0,21.0,1.0,48.0,1.0,0.0,0.0,104.0,19.0,46.3,79.84962406015038,,,82.83132530120481,,75.48872180451129,,,,,,55.939849624060145,34.48795180722892,46.08433734939759,17.771084337349397,67.7710843373494,42.01807228915663,45.26315789473684,30.42168674698795,31.92771084337349,,,,,,,,609.8546063955068
Thomas Mangani,FRA,31,Angers,17.8,1598,MF,54.180225281602,1218.0,79.0,15048.0,5837.0,485.0,553.0,87.7,352.0,413.0,85.2,76.0,165.0,46.1,0.0,0.17459324155193992,3.0,-3.1,32.0,4.899874843554443,13.0,4.0,7.0400500625782225,2.9849812265331668,2.98,32.0,17.0,1.0,2.0,1.0,0.0,3.0,0.17,1.0,1.0,0.0,1.0,0.0,0.0,0.16896120150187735,6.0,35.3,0.92,0.33,0.0,0.0,29.9,5.0,3,4,3.9,0.8,0.05,-0.9,-0.8,42.0,27.0,13.0,26.0,3.0,19.0,30.6,43.0,0.7321652065081352,11.0,1.295369211514393,65.0,1.3516896120150188,0.0,0.6428571428571429,78.39799749687108,28.0,225.0,880.0,295.0,15.0,1388.0,11.0,8.0,72.7,3.0,27.3,651.0,2518.0,1038.0,16.0,0.9011264080100125,3.0,33.0,23.0,951.0,42.0,3.0,1.0,0.0,13.0,0.0,88.0,0.0,1.0,0.0,121.0,12.0,28.6,70.22556390977444,,,77.71084337349397,,58.04511278195489,,,,,,21.654135338345863,79.96987951807229,79.66867469879519,73.04216867469879,54.96987951807228,12.650602409638553,79.54887218045113,14.38253012048193,59.48795180722891,,,,,,,,681.3562143310082
Vincent Pajot,FRA,27,Angers,7.9,713,MF,32.69284712482469,307.0,84.4,3890.0,1078.0,138.0,156.0,88.5,87.0,103.0,84.5,17.0,21.0,81.0,0.0,0.08835904628330994,0.4,-0.7,4.0,2.903225806451613,7.0,0.0,3.7868162692847123,1.3884992987377278,1.39,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,,18.5,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,18.0,14.0,6.0,8.0,4.0,4.0,28.6,10.0,1.1360448807854138,9.0,1.0098176718092566,26.0,0.7573632538569425,0.0,0.7777777777777778,47.20897615708275,7.0,52.0,257.0,68.0,14.0,374.0,3.0,1.0,33.3,2.0,66.7,159.0,673.0,257.0,6.0,0.12622720897615708,1.0,6.0,2.0,254.0,17.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,30.0,28.0,59.6,14.586466165413533,,,45.933734939759034,,11.578947368421053,,,,,,0.9022556390977444,35.24096385542169,25.301204819277107,33.58433734939759,35.8433734939759,39.60843373493976,17.44360902255639,96.0090361445783,27.86144578313253,,,,,,,,383.89380831597066
