Player,Club,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Pedro León,Eibar,ESP,"MF,FW",31.0,4.7,8.0,1.69,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Hervías,Eibar,ESP,MF,25.0,3.5,10.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
Miguel Marí,Eibar,ESP,MF,21.0,0.8,2.0,2.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iván Cuéllar,Leganes,ESP,GK,34.0,35.9,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitris Siovas,Leganes,GRE,DF,29.0,35.9,26.0,0.79,24.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Jonathan Silva,Leganes,ARG,"DF,FW",24.0,31.7,83.0,2.77,46.0,27.0,2.0,2.0,3.0,3.0,8.0,0.27,6.0,2.0,0.0,0.0,0.0,0.0
Kenneth Omeruo,Leganes,NGA,DF,24.0,30.0,12.0,0.44,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Rubén Pérez,Leganes,ESP,MF,29.0,28.5,43.0,1.56,37.0,4.0,1.0,0.0,1.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
Óscar Rodríguez Arnaiz,Leganes,ESP,MF,20.0,28.1,91.0,3.27,52.0,21.0,6.0,6.0,6.0,0.0,9.0,0.32,3.0,3.0,1.0,1.0,1.0,0.0
Unai Bustinza,Leganes,ESP,DF,26.0,25.2,33.0,1.47,23.0,4.0,0.0,1.0,2.0,3.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Youssef En-Nesyri,Leganes,MAR,FW,21.0,24.7,39.0,1.67,22.0,1.0,7.0,1.0,7.0,1.0,4.0,0.17,2.0,1.0,1.0,0.0,0.0,0.0
Mikel Vesga,Leganes,ESP,MF,25.0,24.2,39.0,1.7,32.0,0.0,1.0,0.0,4.0,2.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0
Guido Carrillo,Leganes,ARG,FW,27.0,22.3,55.0,2.48,42.0,0.0,1.0,6.0,5.0,1.0,4.0,0.18,3.0,0.0,0.0,1.0,0.0,0.0
Allan Nyom,Leganes,CMR,"DF,FW",30.0,20.0,33.0,1.74,30.0,0.0,2.0,1.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
Juanfran,Leganes,ESP,"DF,FW",29.0,19.1,60.0,3.7,41.0,11.0,4.0,2.0,2.0,0.0,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0
Rodrigo Tarín,Leganes,ESP,DF,22.0,17.9,7.0,0.44,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.13,0.0,1.0,0.0,1.0,0.0,0.0
Martin Braithwaite,Leganes,DEN,FW,27.0,17.6,27.0,1.73,20.0,0.0,4.0,1.0,2.0,0.0,9.0,0.58,6.0,0.0,1.0,1.0,1.0,0.0
Gerard Gumbau,Leganes,ESP,MF,23.0,16.5,19.0,1.43,9.0,2.0,0.0,2.0,4.0,2.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
Recio,Leganes,ESP,MF,27.0,16.3,28.0,1.96,23.0,1.0,0.0,1.0,2.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Nabil El Zhar,Leganes,MAR,"MF,FW",31.0,13.2,35.0,3.26,25.0,4.0,3.0,2.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Javier Eraso,Leganes,ESP,"MF,FW",28.0,10.0,17.0,2.42,9.0,5.0,1.0,0.0,2.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0
Michael Santos,Leganes,URU,"FW,MF",25.0,6.2,18.0,2.91,12.0,0.0,1.0,3.0,1.0,1.0,4.0,0.65,4.0,0.0,0.0,0.0,0.0,0.0
Vasyl Kravets,Leganes,UKR,"DF,FW",20.0,6.2,12.0,2.25,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabin Merino,Leganes,ESP,"FW,MF",26.0,6.2,7.0,2.14,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Lunin,Leganes,UKR,GK,19.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,Leganes,ESP,DF,29.0,5.2,3.0,0.71,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Rolán,Leganes,URU,"MF,FW",25.0,4.1,10.0,4.19,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Reyes,Leganes,MEX,DF,25.0,3.6,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Muñoz,Leganes,ARG,DF,27.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Ojeda,Leganes,ESP,"MF,DF",23.0,2.1,5.0,2.33,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Arnaiz,Leganes,ESP,"MF,FW",23.0,1.7,2.0,1.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro González,Villarreal,ESP,DF,28.0,40.9,32.0,0.8,26.0,1.0,0.0,2.0,1.0,2.0,5.0,0.13,4.0,0.0,0.0,0.0,0.0,1.0
Ramiro Funes Mori,Villarreal,ARG,"DF,MF",27.0,39.3,35.0,0.91,25.0,0.0,0.0,6.0,2.0,2.0,4.0,0.1,2.0,0.0,0.0,1.0,1.0,0.0
Pablo Fornals,Villarreal,ESP,"MF,FW",22.0,38.2,155.0,4.16,126.0,7.0,9.0,5.0,6.0,2.0,12.0,0.32,11.0,0.0,1.0,0.0,0.0,0.0
Mario Gaspar,Villarreal,ESP,DF,27.0,37.8,56.0,1.52,44.0,4.0,3.0,3.0,1.0,1.0,4.0,0.11,3.0,0.0,0.0,1.0,0.0,0.0
Santi Cazorla,Villarreal,ESP,"MF,FW",33.0,34.7,162.0,4.79,102.0,46.0,6.0,5.0,3.0,0.0,17.0,0.5,12.0,5.0,0.0,0.0,0.0,0.0
Gerard Moreno,Villarreal,ESP,FW,26.0,34.3,100.0,2.97,78.0,1.0,9.0,11.0,0.0,1.0,9.0,0.27,3.0,0.0,3.0,3.0,0.0,0.0
Víctor Ruiz,Villarreal,ESP,DF,29.0,32.9,31.0,0.97,30.0,0.0,0.0,1.0,0.0,0.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0
Sergio Asenjo,Villarreal,ESP,GK,29.0,32.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonso Pedraza,Villarreal,ESP,"DF,FW",22.0,31.9,70.0,2.37,52.0,3.0,10.0,5.0,0.0,0.0,7.0,0.24,4.0,0.0,2.0,1.0,0.0,0.0
Karl Toko Ekambi,Villarreal,CMR,"FW,MF",25.0,30.5,85.0,2.95,56.0,0.0,20.0,3.0,6.0,0.0,10.0,0.35,5.0,0.0,3.0,1.0,1.0,0.0
Samuel Chukwueze,Villarreal,NGA,"MF,FW",19.0,26.7,94.0,3.83,62.0,1.0,17.0,9.0,5.0,0.0,10.0,0.41,5.0,0.0,4.0,1.0,0.0,0.0
Santiago Cáseres,Villarreal,ARG,MF,21.0,25.6,44.0,1.83,36.0,1.0,1.0,2.0,1.0,3.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Manu Trigueros,Villarreal,ESP,MF,26.0,24.5,67.0,2.95,53.0,8.0,0.0,1.0,2.0,3.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Jaume Costa,Villarreal,ESP,DF,30.0,24.4,48.0,2.14,39.0,4.0,0.0,1.0,4.0,0.0,5.0,0.22,3.0,0.0,0.0,1.0,1.0,0.0
Andrés Fernández,Villarreal,ESP,GK,31.0,22.0,4.0,0.22,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicente Iborra,Villarreal,ESP,MF,30.0,21.7,40.0,1.87,36.0,0.0,0.0,1.0,3.0,0.0,7.0,0.33,5.0,0.0,0.0,1.0,1.0,0.0
Carlos Bacca,Villarreal,COL,FW,31.0,21.1,54.0,2.95,39.0,0.0,9.0,4.0,2.0,0.0,6.0,0.33,3.0,0.0,1.0,1.0,1.0,0.0
Miguel Juan Llambrich,Villarreal,ESP,"DF,FW",22.0,11.6,18.0,1.8,14.0,0.0,0.0,0.0,1.0,3.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Miguel Layún,Villarreal,MEX,"MF,DF",30.0,11.5,28.0,3.76,10.0,15.0,1.0,1.0,1.0,0.0,3.0,0.4,1.0,2.0,0.0,0.0,0.0,0.0
Manu Morlanes,Villarreal,ESP,MF,19.0,11.3,29.0,2.83,26.0,0.0,2.0,1.0,0.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0
Xavi Quintillà,Villarreal,ESP,DF,21.0,9.0,7.0,0.88,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Raba,Villarreal,ESP,"MF,FW",22.0,8.4,17.0,3.38,13.0,3.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
Daniele Bonera,Villarreal,ITA,DF,37.0,8.1,3.0,0.59,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Fuego,Villarreal,ESP,MF,34.0,7.3,7.0,1.28,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicola Sansone,Villarreal,ITA,"FW,MF",26.0,3.9,10.0,3.41,6.0,1.0,1.0,2.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Manuel Iturra,Villarreal,CHI,MF,34.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Ratiu,Villarreal,ROU,DF,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Campaña,Levante,ESP,MF,25.0,37.6,111.0,3.11,69.0,35.0,1.0,3.0,3.0,0.0,15.0,0.42,7.0,6.0,1.0,1.0,0.0,0.0
José Luis Morales,Levante,ESP,"FW,MF",31.0,35.8,116.0,3.27,67.0,0.0,23.0,8.0,17.0,1.0,17.0,0.48,7.0,0.0,5.0,1.0,4.0,0.0
Rober,Levante,ESP,DF,23.0,34.7,24.0,0.76,20.0,0.0,1.0,2.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Enis Bardhi,Levante,MKD,MF,23.0,32.6,84.0,2.67,63.0,6.0,6.0,4.0,4.0,1.0,9.0,0.29,7.0,1.0,1.0,0.0,0.0,0.0
Jason,Levante,ESP,"DF,FW",24.0,26.8,67.0,2.59,44.0,4.0,5.0,0.0,11.0,3.0,7.0,0.27,6.0,0.0,1.0,0.0,0.0,0.0
Coke,Levante,ESP,DF,31.0,23.2,26.0,1.29,19.0,3.0,1.0,0.0,3.0,0.0,4.0,0.2,3.0,0.0,0.0,0.0,1.0,0.0
Borja Mayoral,Levante,ESP,FW,21.0,21.7,41.0,2.28,32.0,0.0,1.0,2.0,6.0,0.0,7.0,0.39,6.0,0.0,0.0,1.0,0.0,0.0
Erick Cabaco,Levante,URU,DF,23.0,21.1,12.0,0.66,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Oier Olazábal,Levante,ESP,GK,28.0,21.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Martí,Levante,ESP,FW,27.0,21.0,37.0,1.76,23.0,0.0,2.0,5.0,7.0,0.0,2.0,0.1,0.0,0.0,1.0,0.0,1.0,0.0
Rubén Rochina,Levante,ESP,MF,27.0,21.0,78.0,3.84,43.0,12.0,10.0,5.0,7.0,1.0,11.0,0.54,6.0,3.0,1.0,1.0,0.0,0.0
Aitor Fernández,Levante,ESP,GK,27.0,20.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toño,Levante,ESP,"DF,FW",28.0,19.6,33.0,1.68,25.0,2.0,3.0,2.0,0.0,1.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0
Sergio Postigo,Levante,ESP,DF,29.0,17.9,14.0,0.87,12.0,1.0,0.0,1.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0
Antonio Luna,Levante,ESP,"DF,FW",27.0,16.0,24.0,1.72,21.0,1.0,0.0,2.0,0.0,0.0,4.0,0.29,4.0,0.0,0.0,0.0,0.0,0.0
Chema,Levante,ESP,DF,26.0,15.7,6.0,0.43,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
Rúben Vezo,Levante,POR,DF,24.0,14.9,10.0,0.67,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Moses Simon,Levante,NGA,"DF,MF",23.0,12.5,17.0,1.95,11.0,1.0,2.0,2.0,0.0,1.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Boateng,Levante,GHA,FW,22.0,10.2,18.0,2.32,8.0,0.0,1.0,3.0,5.0,1.0,3.0,0.39,1.0,0.0,0.0,1.0,1.0,0.0
Sanjin Prcić,Levante,BIH,MF,24.0,9.9,9.0,1.52,4.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vukčević,Levante,MNE,MF,26.0,8.2,7.0,0.94,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Pedro López Muñoz,Levante,ESP,DF,34.0,6.2,13.0,2.52,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0
Cheick Doukouré,Levante,CIV,MF,25.0,5.0,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphael Dwamena,Levante,GHA,FW,22.0,4.8,5.0,2.03,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.81,1.0,0.0,0.0,0.0,1.0,0.0
Fran Manzanara,Levante,ESP,"DF,MF",21.0,1.7,2.0,1.15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Valladolid,ESP,DF,29.0,36.0,81.0,2.31,66.0,9.0,1.0,3.0,2.0,0.0,8.0,0.23,6.0,0.0,0.0,2.0,0.0,0.0
Jordi Masip,Valladolid,ESP,GK,29.0,35.0,6.0,0.17,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Fernando Calero,Valladolid,ESP,DF,22.0,34.8,24.0,0.69,20.0,1.0,0.0,3.0,0.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
Kiko Olivas,Valladolid,ESP,DF,29.0,34.4,13.0,0.38,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén Alcaraz,Valladolid,ESP,MF,27.0,34.1,62.0,1.87,43.0,4.0,3.0,3.0,8.0,1.0,5.0,0.15,3.0,0.0,1.0,0.0,1.0,0.0
Óscar Plano,Valladolid,ESP,"MF,FW",27.0,32.2,73.0,2.44,47.0,7.0,5.0,4.0,7.0,3.0,6.0,0.2,4.0,1.0,0.0,0.0,1.0,0.0
Míchel,Valladolid,ESP,MF,30.0,28.4,100.0,3.52,59.0,32.0,3.0,0.0,2.0,4.0,6.0,0.21,2.0,3.0,0.0,0.0,1.0,0.0
Javi Moyano,Valladolid,ESP,DF,32.0,24.3,23.0,0.99,19.0,1.0,0.0,2.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Enes Ünal,Valladolid,TUR,FW,21.0,24.1,47.0,1.97,34.0,0.0,4.0,4.0,4.0,1.0,6.0,0.25,3.0,0.0,1.0,0.0,2.0,0.0
Antoñito,Valladolid,ESP,"DF,MF",30.0,22.7,49.0,2.37,38.0,2.0,7.0,0.0,2.0,0.0,2.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0
Toni Villa,Valladolid,ESP,"MF,FW",23.0,19.6,71.0,3.63,50.0,0.0,9.0,6.0,4.0,2.0,5.0,0.26,2.0,0.0,1.0,1.0,1.0,0.0
Keko,Valladolid,ESP,"MF,FW",26.0,18.8,45.0,2.64,31.0,2.0,7.0,2.0,3.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Sergi Guardiola,Valladolid,ESP,FW,27.0,16.8,40.0,2.38,21.0,0.0,6.0,4.0,9.0,0.0,3.0,0.18,1.0,0.0,0.0,0.0,2.0,0.0
Anuar,Valladolid,MAR,"MF,FW",23.0,16.0,10.0,0.83,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquín Fernández,Valladolid,ESP,"DF,MF",22.0,13.3,4.0,0.43,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja Fernández,Valladolid,ESP,"MF,DF",37.0,12.3,9.0,0.96,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duje Čop,Valladolid,CRO,FW,28.0,10.4,21.0,2.75,18.0,0.0,1.0,1.0,1.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0
Daniele Verde,Valladolid,ITA,"MF,FW",22.0,10.1,21.0,2.88,9.0,7.0,3.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Leonardo Suárez,Valladolid,ARG,"FW,MF",22.0,7.9,11.0,1.91,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0
Yoel,Valladolid,ESP,GK,29.0,7.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Delgado,Valladolid,ESP,DF,24.0,6.0,9.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldo Rubio,Valladolid,ESP,MF,22.0,5.5,15.0,2.74,12.0,1.0,2.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
Ivi,Valladolid,ESP,"MF,FW",24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luismi,Valladolid,ESP,"DF,MF",26.0,2.0,,,,,,,,,,,,,,,,
Mohammed Salisu,Valladolid,GHA,DF,19.0,2.0,,,,,,,,,,,,,,,,
Pablo Hervías,Valladolid,ESP,MF,25.0,1.8,5.0,2.81,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel,Valladolid,ESP,FW,18.0,1.1,1.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Aparicio,Valladolid,ESP,DF,18.0,0.9,,,,,,,,,,,,,,,,
Kuki,Valladolid,ESP,MF,20.0,0.8,,,,,,,,,,,,,,,,
Chris Ramos,Valladolid,ESP,FW,21.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stiven Plaza,Valladolid,ECU,"FW,MF",19.0,0.4,1.0,2.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Guitián,Valladolid,ESP,DF,28.0,0.3,,,,,,,,,,,,,,,,
Hugo Mallo,Celta Vigo,ESP,DF,27.0,34.4,72.0,2.1,55.0,9.0,3.0,3.0,1.0,1.0,7.0,0.2,7.0,0.0,0.0,0.0,0.0,0.0
Maxi Gómez,Celta Vigo,URU,FW,21.0,33.3,77.0,2.34,54.0,0.0,4.0,8.0,11.0,0.0,12.0,0.36,8.0,0.0,0.0,2.0,2.0,0.0
Néstor Araujo,Celta Vigo,MEX,DF,26.0,30.8,11.0,0.37,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislav Lobotka,Celta Vigo,SVK,MF,23.0,28.5,58.0,2.1,47.0,0.0,4.0,1.0,6.0,0.0,6.0,0.22,5.0,0.0,0.0,1.0,0.0,0.0
Brais Méndez,Celta Vigo,ESP,"MF,FW",21.0,26.6,92.0,3.52,52.0,20.0,1.0,10.0,9.0,0.0,13.0,0.5,6.0,3.0,1.0,2.0,1.0,0.0
Iago Aspas,Celta Vigo,ESP,"FW,MF",30.0,26.2,113.0,4.52,91.0,4.0,8.0,5.0,4.0,1.0,15.0,0.6,12.0,0.0,2.0,0.0,1.0,0.0
Okay Yokuşlu,Celta Vigo,TUR,MF,24.0,26.0,38.0,1.56,30.0,0.0,3.0,0.0,3.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Rubén Blanco,Celta Vigo,ESP,GK,23.0,26.0,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane Boufal,Celta Vigo,MAR,"MF,FW",24.0,23.2,116.0,5.01,54.0,9.0,32.0,7.0,13.0,1.0,13.0,0.56,7.0,0.0,1.0,1.0,4.0,0.0
Gustavo Cabral,Celta Vigo,ARG,DF,32.0,22.1,15.0,0.71,11.0,0.0,0.0,3.0,0.0,1.0,3.0,0.14,2.0,0.0,0.0,1.0,0.0,0.0
David Juncà,Celta Vigo,ESP,DF,24.0,19.5,35.0,1.79,28.0,2.0,3.0,1.0,1.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0
Fran Beltrán,Celta Vigo,ESP,MF,19.0,18.1,31.0,1.84,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Costas,Celta Vigo,ESP,DF,23.0,14.0,4.0,0.31,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,Celta Vigo,ESP,GK,31.0,14.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jozabed,Celta Vigo,ESP,MF,27.0,13.2,20.0,1.56,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Roncaglia,Celta Vigo,ARG,DF,31.0,12.9,4.0,0.34,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pione Sisto,Celta Vigo,DEN,"FW,MF",23.0,10.9,31.0,3.31,23.0,3.0,1.0,1.0,3.0,0.0,3.0,0.32,2.0,0.0,1.0,0.0,0.0,0.0
Lucas Olaza,Celta Vigo,URU,DF,24.0,10.0,14.0,1.4,12.0,0.0,1.0,0.0,0.0,1.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0
Wesley Hoedt,Celta Vigo,NED,DF,24.0,9.9,9.0,0.91,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Ryad Boudebouz,Celta Vigo,ALG,"MF,FW",28.0,8.0,32.0,4.02,26.0,2.0,3.0,1.0,0.0,0.0,4.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0
Júnior Alonso,Celta Vigo,PAR,"DF,MF",25.0,8.0,6.0,1.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Hjulsager,Celta Vigo,DEN,"MF,FW",23.0,5.8,11.0,2.76,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0
Emre Mor,Celta Vigo,TUR,"FW,MF",21.0,5.2,6.0,1.46,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Vázquez,Celta Vigo,ESP,DF,25.0,4.4,3.0,1.23,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0
Dennis Eckert,Celta Vigo,GER,FW,21.0,2.9,6.0,2.51,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Jensen,Celta Vigo,DEN,"MF,FW",22.0,2.6,4.0,1.53,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Espinosa,Girona,COL,DF,29.0,35.0,18.0,0.59,16.0,0.0,0.0,2.0,0.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Juanpe,Girona,ESP,DF,27.0,33.2,14.0,0.46,9.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portu,Girona,ESP,"FW,MF",26.0,32.8,82.0,2.62,63.0,0.0,7.0,4.0,6.0,2.0,8.0,0.26,7.0,0.0,0.0,1.0,0.0,0.0
Pere Pons,Girona,ESP,MF,25.0,31.9,50.0,1.61,38.0,0.0,4.0,3.0,5.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0
Cristhian Stuani,Girona,URU,FW,31.0,31.9,49.0,1.62,24.0,1.0,4.0,5.0,15.0,0.0,8.0,0.26,3.0,0.0,2.0,0.0,3.0,0.0
Yassine Bounou,Girona,MAR,GK,27.0,31.8,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja García,Girona,ESP,"MF,FW",27.0,30.5,78.0,2.67,61.0,4.0,2.0,3.0,7.0,1.0,6.0,0.21,5.0,0.0,0.0,0.0,1.0,0.0
Álex Granell,Girona,ESP,"MF,DF",29.0,30.5,94.0,3.54,55.0,29.0,3.0,1.0,6.0,0.0,5.0,0.19,1.0,4.0,0.0,0.0,0.0,0.0
