Date,Minute,Player,Squad,xG,PSxG,Outcome,Distance,Body Part,Notes,Venue
2018-12-21,90,Mohamed Salah,Liverpool,0.49,0.48,Saved,6.0,Left Foot,,Away
2018-12-21,90,Georginio Wijnaldum,Liverpool,0.28,,Off Target,15.0,Right Foot,,Away
2018-12-26,10,Xherdan Shaqiri,Liverpool,0.4,,Off Target,10.0,Left Foot,,Home
2018-12-26,11,Xherdan Shaqiri,Liverpool,0.05,,Blocked,16.0,Left Foot,,Home
2018-12-26,11,Dejan Lovren,Liverpool,0.05,0.28,Goal,15.0,Right Foot,Volley,Home
2018-12-26,22,Xherdan Shaqiri,Liverpool,0.02,,Off Target,30.0,Left Foot,Volley,Home
2018-12-26,41,Virgil van Dijk,Liverpool,0.15,0.09,Saved,6.0,Head,,Home
2018-12-26,42,Jordan Henderson,Liverpool,0.03,,Off Target,29.0,Right Foot,,Home
2018-12-26,44,Xherdan Shaqiri,Liverpool,0.06,0.2,Saved,28.0,Left Foot,"Free kick, Deflected",Home
2018-12-26,48,Mohamed Salah,Liverpool,0.79,0.99,Goal,13.0,Left Foot,,Home
2018-12-26,65,Sadio Mané,Liverpool,0.1,,Blocked,12.0,Right Foot,Volley,Home
2018-12-26,67,Roberto Firmino,Liverpool,0.06,0.16,Saved,9.0,Right Foot,,Home
2018-12-26,79,Sadio Mané,Liverpool,0.13,,Blocked,6.0,Right Foot,,Home
2018-12-26,79,Xherdan Shaqiri,Liverpool,0.61,0.96,Goal,6.0,Left Foot,,Home
2018-12-26,85,Fabinho,Liverpool,0.41,0.63,Goal,3.0,Head,,Home
2018-12-26,88,Sadio Mané,Liverpool,0.08,,Off Target,18.0,Right Foot,,Home
2018-12-26,90,Daniel Sturridge,Liverpool,0.05,,Blocked,7.0,Head,,Home
2018-12-26,90,Nathaniel Clyne,Liverpool,0.04,0.02,Saved,19.0,Right Foot,Deflected,Home
2018-12-29,6,Roberto Firmino,Liverpool,0.04,,Blocked,17.0,Left Foot,,Home
2018-12-29,6,Mohamed Salah,Liverpool,0.15,,Off Target,5.0,Left Foot,,Home
2018-12-29,14,Roberto Firmino,Liverpool,0.92,0.98,Goal,2.0,Right Foot,,Home
2018-12-29,16,Roberto Firmino,Liverpool,0.37,0.86,Goal,15.0,Left Foot,,Home
2018-12-29,23,Sadio Mané,Liverpool,0.06,0.03,Saved,17.0,Right Foot,,Home
2018-12-29,32,Sadio Mané,Liverpool,0.46,0.8,Goal,8.0,Right Foot,,Home
2018-12-29,45,Mohamed Salah,Liverpool,0.79,0.86,Goal,13.0,Left Foot,,Home
2018-12-29,56,Roberto Firmino,Liverpool,0.03,0.02,Saved,24.0,Right Foot,,Home
2018-12-29,60,Trent Alexander-Arnold,Liverpool,0.03,,Blocked,25.0,Right Foot,,Home
2018-12-29,63,Fabinho,Liverpool,0.08,0.2,Saved,16.0,Right Foot,,Home
2018-12-29,65,Roberto Firmino,Liverpool,0.79,0.99,Goal,13.0,Right Foot,,Home
2018-12-29,74,Xherdan Shaqiri,Liverpool,0.03,0.07,Saved,28.0,Left Foot,,Home
2018-12-29,85,Jordan Henderson,Liverpool,0.02,,Off Target,34.0,Right Foot,Volley,Home
2018-12-29,89,Jordan Henderson,Liverpool,0.05,,Off Target,23.0,Right Foot,,Home
2018-12-29,90,Mohamed Salah,Liverpool,0.09,0.24,Saved,11.0,Left Foot,,Home
2019-01-03,18,Sadio Mané,Liverpool,0.35,,Woodwork,15.0,Right Foot,,Away
2019-01-03,20,Sadio Mané,Liverpool,0.09,0.09,Saved,11.0,Right Foot,,Away
2019-01-03,56,Trent Alexander-Arnold,Liverpool,0.04,,Off Target,18.0,Right Foot,,Away
2019-01-03,63,Roberto Firmino,Liverpool,0.06,0.27,Saved,13.0,Right Foot,,Away
2019-01-03,64,Roberto Firmino,Liverpool,0.77,0.96,Goal,3.0,Head,,Away
2019-01-03,84,Mohamed Salah,Liverpool,0.08,0.11,Saved,13.0,Left Foot,,Away
2019-01-03,85,Georginio Wijnaldum,Liverpool,0.1,,Blocked,6.0,Right Foot,Volley,Away
2019-01-12,9,Roberto Firmino,Liverpool,0.4,,Off Target,8.0,Right Foot,,Away
2019-01-12,24,Fabinho,Liverpool,0.08,,Off Target,8.0,Head,,Away
2019-01-12,27,Xherdan Shaqiri,Liverpool,0.08,,Off Target,9.0,Head,,Away
2019-01-12,35,Jordan Henderson,Liverpool,0.05,,Blocked,13.0,Head,,Away
2019-01-12,48,Mohamed Salah,Liverpool,0.04,0.05,Saved,16.0,Left Foot,,Away
2019-01-12,50,Mohamed Salah,Liverpool,0.79,0.99,Goal,13.0,Left Foot,,Away
2019-01-12,75,Roberto Firmino,Liverpool,0.04,0.02,Saved,22.0,Right Foot,,Away
2019-01-12,80,Georginio Wijnaldum,Liverpool,0.03,,Off Target,21.0,Left Foot,,Away
2019-01-12,87,Sadio Mané,Liverpool,0.06,,Blocked,16.0,Left Foot,,Away
2019-01-12,88,Mohamed Salah,Liverpool,0.42,,Off Target,9.0,Left Foot,,Away
2019-01-19,8,Joël Matip,Liverpool,0.11,0.05,Saved,8.0,Right Foot,,Home
2019-01-19,10,Fabinho,Liverpool,0.03,,Blocked,30.0,Right Foot,,Home
2019-01-19,13,Roberto Firmino,Liverpool,0.03,,Off Target,24.0,Right Foot,,Home
2019-01-19,22,Sadio Mané,Liverpool,0.08,0.07,Saved,8.0,Head,,Home
2019-01-19,30,Joël Matip,Liverpool,0.08,,Off Target,9.0,Head,,Home
2019-01-19,32,Virgil van Dijk,Liverpool,0.13,,Blocked,9.0,Head,,Home
2019-01-19,36,James Milner,Liverpool,0.08,,Blocked,14.0,Left Foot,,Home
2019-01-19,37,Virgil van Dijk,Liverpool,0.04,,Off Target,12.0,Head,,Home
2019-01-19,44,Fabinho,Liverpool,0.03,,Off Target,28.0,Right Foot,,Home
2019-01-19,44,Andrew Robertson,Liverpool,0.08,0.6,Saved,11.0,Left Foot,,Home
2019-01-19,46,Virgil van Dijk,Liverpool,0.02,,Off Target,34.0,Right Foot,,Home
2019-01-19,46,Mohamed Salah,Liverpool,0.5,0.94,Goal,9.0,Left Foot,Volley,Home
2019-01-19,49,Andrew Robertson,Liverpool,0.03,,Off Target,28.0,Left Foot,,Home
2019-01-19,53,Roberto Firmino,Liverpool,0.04,0.42,Goal,16.0,Right Foot,Deflected,Home
2019-01-19,69,Sadio Mané,Liverpool,0.06,0.04,Saved,10.0,Right Foot,,Home
2019-01-19,75,Mohamed Salah,Liverpool,0.97,0.96,Goal,1.0,Left Foot,Volley,Home
2019-01-19,82,Sadio Mané,Liverpool,0.07,0.38,Saved,22.0,Right Foot,,Home
2019-01-19,90,Sadio Mané,Liverpool,0.15,,Off Target,14.0,Left Foot,,Home
2019-01-19,90,Sadio Mané,Liverpool,0.05,0.18,Goal,12.0,Right Foot,,Home
2019-01-30,3,Sadio Mané,Liverpool,0.05,0.64,Goal,15.0,Right Foot,Deflected,Home
2019-01-30,6,Roberto Firmino,Liverpool,0.09,0.44,Saved,12.0,Right Foot,,Home
2019-01-30,6,Sadio Mané,Liverpool,0.07,,Off Target,9.0,Head,,Home
2019-01-30,36,Mohamed Salah,Liverpool,0.06,,Blocked,19.0,Left Foot,,Home
2019-01-30,74,Roberto Firmino,Liverpool,0.08,0.03,Saved,14.0,Right Foot,,Home
2019-01-30,75,Joël Matip,Liverpool,0.06,,Off Target,10.0,Head,,Home
2019-01-30,77,Andrew Robertson,Liverpool,0.03,,Off Target,25.0,Left Foot,Volley,Home
2019-01-30,82,Mohamed Salah,Liverpool,0.06,,Blocked,27.0,Left Foot,Free kick,Home
2019-01-30,87,Daniel Sturridge,Liverpool,0.04,,Off Target,27.0,Left Foot,,Home
2019-01-30,90,Sadio Mané,Liverpool,0.04,,Off Target,10.0,Head,,Home
2019-02-04,9,Adam Lallana,Liverpool,0.04,,Off Target,17.0,Left Foot,,Away
2019-02-04,20,Roberto Firmino,Liverpool,0.06,0.21,Saved,13.0,Left Foot,,Away
2019-02-04,22,Sadio Mané,Liverpool,0.43,0.82,Goal,9.0,Left Foot,,Away
2019-02-04,30,Naby Keïta,Liverpool,0.03,,Blocked,28.0,Left Foot,,Away
2019-02-04,44,Sadio Mané,Liverpool,0.2,0.1,Saved,6.0,Head,,Away
2019-02-04,51,Mohamed Salah,Liverpool,0.06,0.02,Saved,22.0,Left Foot,,Away
2019-02-04,61,Mohamed Salah,Liverpool,0.08,0.15,Saved,13.0,Left Foot,,Away
2019-02-04,63,Mohamed Salah,Liverpool,0.04,,Off Target,18.0,Left Foot,,Away
2019-02-04,64,Andrew Robertson,Liverpool,0.02,,Off Target,29.0,Left Foot,,Away
2019-02-04,81,Mohamed Salah,Liverpool,0.03,,Blocked,26.0,Left Foot,,Away
2019-02-04,90,Divock Origi,Liverpool,0.12,0.03,Saved,11.0,Left Foot,,Away
2019-02-09,10,Mohamed Salah,Liverpool,0.04,,Off Target,18.0,Left Foot,,Home
2019-02-09,12,Roberto Firmino,Liverpool,0.11,0.23,Saved,6.0,Left Foot,,Home
2019-02-09,13,Mohamed Salah,Liverpool,0.03,0.02,Saved,24.0,Left Foot,Deflected,Home
2019-02-09,24,Sadio Mané,Liverpool,0.11,0.17,Goal,7.0,Head,,Home
2019-02-09,28,James Milner,Liverpool,0.04,,Blocked,16.0,Right Foot,,Home
2019-02-09,29,Mohamed Salah,Liverpool,0.04,,Off Target,12.0,Left Foot,Volley,Home
2019-02-09,34,Georginio Wijnaldum,Liverpool,0.06,0.05,Goal,13.0,Right Foot,,Home
2019-02-09,45,Mohamed Salah,Liverpool,0.04,0.13,Saved,21.0,Left Foot,Volley,Home
2019-02-09,45,Georginio Wijnaldum,Liverpool,0.02,0.03,Saved,26.0,Left Foot,,Home
2019-02-09,48,Mohamed Salah,Liverpool,0.26,0.88,Goal,14.0,Left Foot,,Home
2019-02-09,55,Sadio Mané,Liverpool,0.03,,Blocked,20.0,Right Foot,,Home
2019-02-09,56,Sadio Mané,Liverpool,0.31,,Off Target,6.0,Head,,Home
2019-02-09,60,Mohamed Salah,Liverpool,0.03,,Blocked,23.0,Left Foot,,Home
2019-02-09,76,Mohamed Salah,Liverpool,0.06,,Woodwork,12.0,Left Foot,,Home
2019-02-09,80,Roberto Firmino,Liverpool,0.08,,Blocked,15.0,Right Foot,,Home
2019-02-09,80,Naby Keïta,Liverpool,0.08,,Off Target,12.0,Right Foot,,Home
2019-02-09,82,James Milner,Liverpool,0.04,,Blocked,18.0,Right Foot,,Home
2019-02-09,83,James Milner,Liverpool,0.04,,Off Target,28.0,Right Foot,,Home
2019-02-09,87,Roberto Firmino,Liverpool,0.32,0.73,Saved,20.0,Right Foot,,Home
2019-02-09,90,Trent Alexander-Arnold,Liverpool,0.27,0.12,Saved,13.0,Right Foot,,Home
2019-02-24,2,James Milner,Liverpool,0.04,,Blocked,16.0,Right Foot,,Away
2019-02-24,16,Mohamed Salah,Liverpool,0.14,,Off Target,22.0,Left Foot,Free kick,Away
2019-02-24,33,Daniel Sturridge,Liverpool,0.02,0.47,Saved,34.0,Left Foot,,Away
2019-02-24,44,Joël Matip,Liverpool,0.05,,Off Target,11.0,Head,,Away
2019-02-24,66,Georginio Wijnaldum,Liverpool,0.03,,Off Target,23.0,Right Foot,,Away
2019-02-24,70,Georginio Wijnaldum,Liverpool,0.06,,Blocked,10.0,Head,,Away
2019-02-24,71,Joël Matip,Liverpool,0.13,,Off Target,6.0,Head,,Away
2019-02-27,8,Fabinho,Liverpool,0.03,,Blocked,23.0,Right Foot,,Home
2019-02-27,9,Sadio Mané,Liverpool,0.36,0.81,Goal,7.0,Head,,Home
2019-02-27,12,Sadio Mané,Liverpool,0.1,,Off Target,7.0,Right Foot,Volley,Home
2019-02-27,20,Sadio Mané,Liverpool,0.29,0.32,Goal,12.0,Right Foot,,Home
2019-02-27,23,Mohamed Salah,Liverpool,0.03,,Off Target,22.0,Left Foot,,Home
2019-02-27,28,Mohamed Salah,Liverpool,0.04,0.02,Saved,23.0,Left Foot,,Home
2019-02-27,37,Mohamed Salah,Liverpool,0.05,0.14,Saved,12.0,Right Foot,,Home
2019-02-27,37,James Milner,Liverpool,0.14,0.05,Saved,8.0,Left Foot,,Home
2019-02-27,37,Fabinho,Liverpool,0.03,,Off Target,28.0,Right Foot,,Home
2019-02-27,49,Mohamed Salah,Liverpool,0.04,,Blocked,17.0,Left Foot,,Home
2019-02-27,49,Andrew Robertson,Liverpool,0.07,,Off Target,11.0,Left Foot,,Home
2019-02-27,57,Divock Origi,Liverpool,0.05,,Blocked,29.0,Right Foot,,Home
2019-02-27,57,Divock Origi,Liverpool,0.05,,Blocked,27.0,Right Foot,,Home
2019-02-27,61,Divock Origi,Liverpool,0.03,0.02,Saved,23.0,Right Foot,,Home
2019-02-27,63,Sadio Mané,Liverpool,0.12,,Blocked,11.0,Right Foot,,Home
2019-02-27,64,Georginio Wijnaldum,Liverpool,0.05,0.02,Saved,25.0,Left Foot,,Home
2019-02-27,66,Divock Origi,Liverpool,0.05,0.32,Goal,15.0,Right Foot,,Home
2019-02-27,79,Virgil van Dijk,Liverpool,0.31,0.62,Goal,6.0,Head,,Home
2019-02-27,82,Virgil van Dijk,Liverpool,0.14,0.49,Goal,9.0,Head,,Home
2019-03-03,15,Mohamed Salah,Liverpool,0.06,0.07,Saved,17.0,Left Foot,,Away
2019-03-03,28,Mohamed Salah,Liverpool,0.53,0.71,Saved,9.0,Left Foot,,Away
2019-03-03,28,Jordan Henderson,Liverpool,0.08,,Blocked,19.0,Left Foot,,Away
2019-03-03,44,Virgil van Dijk,Liverpool,0.05,,Off Target,10.0,Head,,Away
2019-03-03,54,Trent Alexander-Arnold,Liverpool,0.05,0.12,Saved,31.0,Right Foot,Free kick,Away
2019-03-03,55,Divock Origi,Liverpool,0.03,,Off Target,20.0,Right Foot,,Away
2019-03-03,68,James Milner,Liverpool,0.03,,Blocked,26.0,Right Foot,,Away
2019-03-03,70,James Milner,Liverpool,0.04,,Blocked,24.0,Right Foot,,Away
2019-03-03,84,Joël Matip,Liverpool,0.14,,Off Target,7.0,Head,,Away
2019-03-03,85,Roberto Firmino,Liverpool,0.15,,Blocked,9.0,Right Foot,,Away
2019-03-10,14,Roberto Firmino,Liverpool,0.06,,Blocked,16.0,Right Foot,,Home
2019-03-10,15,Fabinho,Liverpool,0.02,,Blocked,32.0,Right Foot,,Home
2019-03-10,17,Sadio Mané,Liverpool,0.08,,Off Target,10.0,Head,,Home
2019-03-10,19,Roberto Firmino,Liverpool,0.98,0.98,Goal,1.0,Left Foot,,Home
2019-03-10,22,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,27.0,Right Foot,,Home
2019-03-10,24,Trent Alexander-Arnold,Liverpool,0.01,,Off Target,29.0,Right Foot,,Home
2019-03-10,29,Sadio Mané,Liverpool,0.3,0.88,Goal,12.0,Right Foot,,Home
2019-03-10,31,Mohamed Salah,Liverpool,0.06,,Off Target,15.0,Left Foot,,Home
2019-03-10,38,Trent Alexander-Arnold,Liverpool,0.06,,Off Target,26.0,Right Foot,Free kick,Home
2019-03-10,51,Mohamed Salah,Liverpool,0.03,,Off Target,24.0,Left Foot,,Home
2019-03-10,55,Mohamed Salah,Liverpool,0.02,,Blocked,25.0,Left Foot,Volley,Home
2019-03-10,59,Adam Lallana,Liverpool,0.04,,Blocked,18.0,Right Foot,,Home
2019-03-10,67,Georginio Wijnaldum,Liverpool,0.31,,Off Target,8.0,Head,,Home
2019-03-10,67,Roberto Firmino,Liverpool,0.49,0.75,Goal,9.0,Right Foot,,Home
2019-03-10,70,Virgil van Dijk,Liverpool,0.02,,Blocked,37.0,Right Foot,,Home
2019-03-10,75,Sadio Mané,Liverpool,0.04,,Blocked,20.0,Right Foot,,Home
2019-03-10,76,Mohamed Salah,Liverpool,0.01,,Blocked,31.0,Left Foot,,Home
2019-03-10,78,Jordan Henderson,Liverpool,0.07,,Blocked,10.0,Right Foot,,Home
2019-03-10,82,Sadio Mané,Liverpool,0.79,,Woodwork,3.0,Left Foot,,Home
2019-03-10,85,Andrew Robertson,Liverpool,0.06,,Blocked,13.0,Left Foot,,Home
2019-03-10,88,Mohamed Salah,Liverpool,0.08,0.37,Saved,14.0,Left Foot,,Home
2019-03-10,89,Daniel Sturridge,Liverpool,0.02,,Blocked,30.0,Left Foot,,Home
2019-03-10,90,Sadio Mané,Liverpool,0.44,0.45,Goal,11.0,Left Foot,,Home
2019-03-17,4,Mohamed Salah,Liverpool,0.05,,Off Target,13.0,Right Foot,,Away
2019-03-17,18,Joël Matip,Liverpool,0.09,,Off Target,8.0,Head,,Away
2019-03-17,26,Sadio Mané,Liverpool,0.53,0.65,Goal,9.0,Right Foot,,Away
2019-03-17,28,Mohamed Salah,Liverpool,0.02,0.03,Saved,30.0,Left Foot,,Away
2019-03-17,35,Andrew Robertson,Liverpool,0.1,0.2,Saved,6.0,Left Foot,,Away
2019-03-17,47,Georginio Wijnaldum,Liverpool,0.05,,Off Target,15.0,Right Foot,,Away
2019-03-17,47,Roberto Firmino,Liverpool,0.18,,Blocked,8.0,Right Foot,,Away
2019-03-17,51,Roberto Firmino,Liverpool,0.04,,Blocked,22.0,Left Foot,,Away
2019-03-17,52,Georginio Wijnaldum,Liverpool,0.15,,Off Target,4.0,Head,,Away
2019-03-17,73,Sadio Mané,Liverpool,0.12,,Woodwork,5.0,Head,,Away
2019-03-17,79,Divock Origi,Liverpool,0.02,,Blocked,29.0,Right Foot,,Away
2019-03-17,80,Mohamed Salah,Liverpool,0.05,0.05,Saved,13.0,Left Foot,,Away
2019-03-17,81,James Milner,Liverpool,0.79,0.88,Goal,13.0,Right Foot,,Away
2019-03-17,85,Georginio Wijnaldum,Liverpool,0.04,,Off Target,23.0,Right Foot,,Away
2019-03-17,87,Mohamed Salah,Liverpool,0.36,0.32,Saved,14.0,Left Foot,,Away
2019-03-17,89,Mohamed Salah,Liverpool,0.03,,Off Target,23.0,Left Foot,,Away
2019-03-31,4,Mohamed Salah,Liverpool,0.03,,Off Target,22.0,Left Foot,,Home
2019-03-31,16,Roberto Firmino,Liverpool,0.29,0.35,Goal,9.0,Head,,Home
2019-03-31,18,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,26.0,Right Foot,Volley,Home
2019-03-31,20,Sadio Mané,Liverpool,0.06,,Off Target,21.0,Right Foot,,Home
2019-03-31,37,Sadio Mané,Liverpool,0.04,,Off Target,22.0,Right Foot,,Home
2019-03-31,49,Virgil van Dijk,Liverpool,0.1,,Off Target,6.0,Head,,Home
2019-03-31,54,Roberto Firmino,Liverpool,0.06,,Off Target,11.0,Head,,Home
2019-03-31,59,Mohamed Salah,Liverpool,0.11,,Blocked,18.0,Left Foot,,Home
2019-03-31,59,Jordan Henderson,Liverpool,0.05,,Blocked,25.0,Right Foot,,Home
2019-03-31,69,Mohamed Salah,Liverpool,0.03,,Off Target,26.0,Left Foot,,Home
2019-03-31,72,Mohamed Salah,Liverpool,0.08,,Off Target,9.0,Head,,Home
2019-03-31,76,Trent Alexander-Arnold,Liverpool,0.05,0.1,Saved,20.0,Left Foot,,Home
2019-03-31,81,Divock Origi,Liverpool,0.07,,Blocked,30.0,Right Foot,Free kick,Home
2019-03-31,90,Mohamed Salah,Liverpool,0.06,0.02,Saved,6.0,Head,,Home
2019-04-05,16,Sadio Mané,Liverpool,0.33,0.19,Saved,8.0,Head,,Away
2019-04-05,16,Naby Keïta,Liverpool,0.22,,Off Target,3.0,Right Foot,,Away
2019-04-05,23,Mohamed Salah,Liverpool,0.05,,Blocked,13.0,Left Foot,,Away
2019-04-05,30,Roberto Firmino,Liverpool,0.03,,Off Target,25.0,Right Foot,Volley,Away
2019-04-05,36,Naby Keïta,Liverpool,0.06,0.25,Goal,8.0,Head,,Away
2019-04-05,39,Sadio Mané,Liverpool,0.14,,Off Target,6.0,Head,,Away
2019-04-05,45,Roberto Firmino,Liverpool,0.03,,Off Target,20.0,Right Foot,,Away
2019-04-05,60,Fabinho,Liverpool,0.03,,Off Target,27.0,Right Foot,,Away
2019-04-05,60,James Milner,Liverpool,0.01,,Blocked,32.0,Left Foot,,Away
2019-04-05,60,Roberto Firmino,Liverpool,0.01,0.05,Saved,29.0,Right Foot,,Away
2019-04-05,62,Roberto Firmino,Liverpool,0.11,,Off Target,10.0,Left Foot,,Away
2019-04-05,66,Roberto Firmino,Liverpool,0.24,,Blocked,9.0,Right Foot,,Away
2019-04-05,66,James Milner,Liverpool,0.04,,Blocked,18.0,Right Foot,,Away
2019-04-05,68,Jordan Henderson,Liverpool,0.03,,Blocked,18.0,Right Foot,Volley,Away
2019-04-05,72,Sadio Mané,Liverpool,0.07,,Off Target,9.0,Head,,Away
2019-04-05,80,Mohamed Salah,Liverpool,0.09,0.6,Goal,18.0,Left Foot,,Away
2019-04-05,86,Jordan Henderson,Liverpool,0.46,0.75,Goal,8.0,Left Foot,,Away
2019-04-14,6,Mohamed Salah,Liverpool,0.07,0.03,Saved,11.0,Left Foot,Volley,Home
2019-04-14,17,Mohamed Salah,Liverpool,0.05,,Blocked,17.0,Left Foot,,Home
2019-04-14,26,Jordan Henderson,Liverpool,0.06,,Blocked,17.0,Right Foot,Volley,Home
2019-04-14,38,Sadio Mané,Liverpool,0.12,,Off Target,15.0,Right Foot,,Home
2019-04-14,48,Trent Alexander-Arnold,Liverpool,0.03,,Blocked,25.0,Right Foot,,Home
2019-04-14,49,Naby Keïta,Liverpool,0.06,,Off Target,17.0,Right Foot,Volley,Home
2019-04-14,51,Sadio Mané,Liverpool,0.56,0.73,Goal,4.0,Head,,Home
2019-04-14,53,Mohamed Salah,Liverpool,0.03,0.35,Goal,27.0,Left Foot,,Home
2019-04-14,57,Roberto Firmino,Liverpool,0.03,,Off Target,26.0,Right Foot,,Home
2019-04-14,60,Fabinho,Liverpool,0.03,,Blocked,29.0,Right Foot,,Home
2019-04-14,65,Mohamed Salah,Liverpool,0.04,0.22,Saved,17.0,Left Foot,,Home
2019-04-14,71,Mohamed Salah,Liverpool,0.04,,Blocked,17.0,Left Foot,,Home
2019-04-14,72,Trent Alexander-Arnold,Liverpool,0.03,0.05,Saved,15.0,Right Foot,,Home
2019-04-14,80,Roberto Firmino,Liverpool,0.02,0.18,Saved,19.0,Left Foot,,Home
2019-04-14,89,Sadio Mané,Liverpool,0.05,0.08,Saved,13.0,Left Foot,,Home
2019-04-21,13,Sadio Mané,Liverpool,0.03,,Off Target,31.0,Right Foot,,Away
2019-04-21,18,Roberto Firmino,Liverpool,0.04,,Blocked,18.0,Left Foot,,Away
2019-04-21,22,Roberto Firmino,Liverpool,0.48,,Off Target,12.0,Left Foot,,Away
2019-04-21,31,Sadio Mané,Liverpool,0.13,,Off Target,8.0,Left Foot,,Away
2019-04-21,34,Mohamed Salah,Liverpool,0.46,0.73,Saved,13.0,Left Foot,,Away
2019-04-21,41,Roberto Firmino,Liverpool,0.07,0.03,Saved,5.0,Head,,Away
2019-04-21,45,Trent Alexander-Arnold,Liverpool,0.07,,Blocked,28.0,Right Foot,Free kick,Away
2019-04-21,50,Mohamed Salah,Liverpool,0.03,0.52,Saved,29.0,Left Foot,,Away
2019-04-21,51,Sadio Mané,Liverpool,0.04,,Off Target,17.0,Right Foot,,Away
2019-04-21,55,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,28.0,Right Foot,,Away
2019-04-21,57,Georginio Wijnaldum,Liverpool,0.08,0.3,Goal,12.0,Right Foot,,Away
2019-04-21,60,Naby Keïta,Liverpool,0.02,,Blocked,28.0,Right Foot,,Away
2019-04-21,61,Jordan Henderson,Liverpool,0.29,,Off Target,13.0,Right Foot,,Away
2019-04-21,66,Mohamed Salah,Liverpool,0.07,,Off Target,17.0,Left Foot,,Away
2019-04-21,72,Virgil van Dijk,Liverpool,0.28,,Off Target,4.0,Head,,Away
2019-04-21,81,James Milner,Liverpool,0.79,0.99,Goal,13.0,Right Foot,,Away
2019-04-21,90,Mohamed Salah,Liverpool,0.1,0.15,Saved,10.0,Left Foot,,Away
2019-04-26,1,Naby Keïta,Liverpool,0.08,0.61,Goal,13.0,Right Foot,,Home
2019-04-26,2,Mohamed Salah,Liverpool,0.04,0.03,Saved,17.0,Left Foot,,Home
2019-04-26,15,Mohamed Salah,Liverpool,0.07,,Off Target,12.0,Right Foot,,Home
2019-04-26,17,Virgil van Dijk,Liverpool,0.07,,Off Target,9.0,Head,,Home
2019-04-26,23,Sadio Mané,Liverpool,0.26,0.52,Goal,10.0,Head,,Home
2019-04-26,28,Mohamed Salah,Liverpool,0.03,,Off Target,26.0,Left Foot,,Home
2019-04-26,29,Daniel Sturridge,Liverpool,0.03,,Off Target,29.0,Left Foot,,Home
2019-04-26,43,Jordan Henderson,Liverpool,0.07,,Off Target,15.0,Left Foot,,Home
2019-04-26,45,Mohamed Salah,Liverpool,0.28,0.23,Goal,17.0,Left Foot,,Home
2019-04-26,49,Sadio Mané,Liverpool,0.28,,Off Target,16.0,Right Foot,,Home
2019-04-26,60,Naby Keïta,Liverpool,0.03,,Off Target,24.0,Right Foot,,Home
2019-04-26,62,Mohamed Salah,Liverpool,0.04,,Off Target,29.0,Left Foot,Volley,Home
2019-04-26,63,Daniel Sturridge,Liverpool,0.03,,Blocked,23.0,Left Foot,,Home
2019-04-26,66,Sadio Mané,Liverpool,0.07,0.16,Goal,8.0,Head,,Home
2019-04-26,74,Mohamed Salah,Liverpool,0.03,,Blocked,29.0,Left Foot,,Home
2019-04-26,76,Alex Oxlade-Chamberlain,Liverpool,0.54,0.91,Saved,10.0,Left Foot,,Home
2019-04-26,78,Sadio Mané,Liverpool,0.38,,Woodwork,4.0,Head,,Home
2019-04-26,80,Dejan Lovren,Liverpool,0.07,,Off Target,12.0,Right Foot,,Home
2019-04-26,83,Mohamed Salah,Liverpool,0.66,0.8,Goal,5.0,Right Foot,,Home
2019-04-26,90,Mohamed Salah,Liverpool,0.07,,Off Target,15.0,Left Foot,,Home
2019-04-26,90,Xherdan Shaqiri,Liverpool,0.03,,Off Target,26.0,Right Foot,,Home
2019-05-04,11,Mohamed Salah,Liverpool,0.05,,Off Target,8.0,Left Foot,,Away
2019-05-04,13,Mohamed Salah,Liverpool,0.06,,Blocked,11.0,Right Foot,,Away
2019-05-04,13,Virgil van Dijk,Liverpool,0.13,0.07,Goal,7.0,Head,,Away
2019-05-04,28,Mohamed Salah,Liverpool,0.08,0.27,Goal,12.0,Right Foot,Volley,Away
2019-05-04,32,Sadio Mané,Liverpool,0.34,0.19,Saved,11.0,Right Foot,,Away
2019-05-04,34,Daniel Sturridge,Liverpool,0.03,,Off Target,23.0,Left Foot,,Away
2019-05-04,37,Andrew Robertson,Liverpool,0.04,,Off Target,18.0,Left Foot,,Away
2019-05-04,48,Mohamed Salah,Liverpool,0.05,,Off Target,17.0,Right Foot,,Away
2019-05-04,50,Daniel Sturridge,Liverpool,0.07,,Off Target,16.0,Left Foot,,Away
2019-05-04,51,Jordan Henderson,Liverpool,0.11,,Off Target,12.0,Right Foot,Volley,Away
2019-05-04,86,Divock Origi,Liverpool,0.25,0.82,Goal,6.0,Head,Deflected,Away
2019-05-12,4,Divock Origi,Liverpool,0.05,0.11,Saved,13.0,Right Foot,Volley,Home
2019-05-12,17,Sadio Mané,Liverpool,0.52,0.75,Goal,9.0,Right Foot,,Home
2019-05-12,20,Mohamed Salah,Liverpool,0.1,,Blocked,15.0,Left Foot,,Home
2019-05-12,24,Andrew Robertson,Liverpool,0.03,0.06,Saved,27.0,Left Foot,,Home
2019-05-12,34,Mohamed Salah,Liverpool,0.04,,Off Target,18.0,Left Foot,Volley,Home
2019-05-12,48,Trent Alexander-Arnold,Liverpool,0.05,,Off Target,29.0,Right Foot,Free kick,Home
